State,FY,COLI,EMI,HECA,StateSupport,FinancialAid,NetTuition,NetFTEStudents
Georgia,1981,0.877999,1.009819,0.258505,484200000,,92500000,158724
Hawaii,1981,1.412833,1.019532,0.258505,150000000,,9000000,30643
Idaho,1981,0.936217,0.976970,0.258505,98700000,,16200000,28373
Illinois,1981,0.940432,0.987444,0.258505,868500000,,165800000,369824
Indiana,1981,0.898821,1.007056,0.258505,435700000,,149200000,153234
Iowa,1981,0.919148,1.017111,0.258505,281200000,,78300000,90586
Kansas,1981,0.922519,1.001955,0.258505,271000000,,63800000,89991
Kentucky,1981,0.867281,1.004377,0.258505,303400000,,64600000,93863
Louisiana,1981,0.914179,1.000753,0.258505,400500000,,61100000,110043
Maine,1981,1.099617,1.026167,0.258505,59700000,,27700000,26650
Maryland,1981,1.191517,0.990881,0.258505,365100000,,118300000,134769
Massachusetts,1981,1.250533,0.987311,0.258505,340000000,,109000000,128268
Michigan,1981,0.859225,1.008582,0.258505,717500000,,373100000,328483
Minnesota,1981,0.964954,0.989603,0.258505,471800000,,100900000,159470
Mississippi,1981,0.831364,1.008723,0.258505,242900000,,63400000,85165
Missouri,1981,0.850668,0.985412,0.258505,332400000,,90800000,130240
Montana,1981,0.976729,1.059349,0.258505,66500000,,14800000,27137
Nebraska,1981,0.947714,1.001357,0.258505,176300000,,40200000,59389
Nevada,1981,1.056863,1.038213,0.258505,64100000,,13200000,21022
New Hampshire,1981,1.137034,1.039625,0.258505,32900000,,39700000,19803
New Jersey,1981,1.144609,0.989993,0.258505,500700000,,118000000,172559
New Mexico,1981,0.941450,0.988873,0.258505,164500000,,27600000,50357
New York,1981,1.056591,0.989115,0.258505,1376900000,,338900000,431841
North Carolina,1981,0.895671,0.984330,0.258505,561200000,,85600000,174900
North Dakota,1981,1.013961,1.020071,0.258505,83900000,,19500000,27811
Ohio,1981,0.870701,1.009494,0.258505,698900000,,324000000,303300
Oklahoma,1981,0.877189,1.011231,0.258505,324000000,,52500000,100947
Oregon,1981,1.119892,1.008344,0.258505,219600000,,79700000,100604
Pennsylvania,1981,0.962161,1.027127,0.258505,640900000,,341300000,246924
Rhode Island,1981,1.208925,0.965323,0.258505,78100000,,24800000,24117
South Carolina,1981,0.929071,1.015291,0.258505,337200000,,65600000,99113
South Dakota,1981,0.935642,0.969914,0.258505,50200000,,19200000,19738
Tennessee,1981,0.868157,0.996218,0.258505,321200000,,88400000,123796
Texas,1981,0.908329,0.999183,0.258505,1451700000,,231100000,483100
Utah,1981,0.972805,1.019268,0.258505,155600000,,36100000,50269
Vermont,1981,1.139689,0.973758,0.258505,26500000,,33600000,14120
Virginia,1981,0.962968,1.023269,0.258505,499600000,,135300000,181432
Washington,1981,1.080378,0.990187,0.258505,451800000,,107200000,168150
West Virginia,1981,0.898378,1.024591,0.258505,152700000,,27300000,55468
Wisconsin,1981,0.943718,1.001632,0.258505,505300000,,188300000,184388
Wyoming,1981,0.990707,0.956238,0.258505,70500000,,10200000,14528
U.S.,1981,1.000000,1.000000,0.258505,20026100000,,4870300000,7151928
Alabama,1980,0.874817,1.020407,0.236651,317400000,,86800000,138620
Alaska,1980,1.240049,0.972260,0.236651,86500000,,7900000,10530
Arizona,1980,0.962463,1.016214,0.236651,231800000,,66700000,120148
Arkansas,1980,0.852109,1.004731,0.236651,156300000,,34900000,53130
California,1980,1.271378,0.974561,0.236651,2653000000,,216100000,979142
Colorado,1980,1.044599,1.024068,0.236651,217900000,,102500000,113281
Connecticut,1980,1.194171,1.001642,0.236651,178700000,,40900000,58909
Delaware,1980,1.033892,1.040890,0.236651,51100000,,29100000,20664
Florida,1980,0.952375,1.019976,0.236651,625800000,,126900000,287388
Georgia,1980,0.877999,1.009819,0.236651,431700000,,78000000,157155
Hawaii,1980,1.412833,1.019532,0.236651,134000000,,10000000,30465
Idaho,1980,0.936217,0.976970,0.236651,88200000,,13400000,26647
Illinois,1980,0.940432,0.987444,0.236651,793300000,,152900000,342097
Indiana,1980,0.898821,1.007056,0.236651,388400000,,125600000,142061
Iowa,1980,0.919148,1.017111,0.236651,247200000,,69900000,84210
Kansas,1980,0.922519,1.001955,0.236651,245700000,,62200000,87216
Kentucky,1980,0.867281,1.004377,0.236651,298900000,,56100000,89389
Louisiana,1980,0.914179,1.000753,0.236651,333100000,,53900000,106686
Maine,1980,1.099617,1.026167,0.236651,54700000,,23900000,26250
Maryland,1980,1.191517,0.990881,0.236651,325300000,,106600000,133228
Massachusetts,1980,1.250533,0.987311,0.236651,330400000,,94000000,122952
Michigan,1980,0.859225,1.008582,0.236651,766600000,,312500000,318166
Minnesota,1980,0.964954,0.989603,0.236651,458500000,,89600000,149418
Mississippi,1980,0.831364,1.008723,0.236651,217600000,,57900000,85292
Missouri,1980,0.850668,0.985412,0.236651,303600000,,79800000,120468
Montana,1980,0.976729,1.059349,0.236651,60500000,,14000000,25452
Nebraska,1980,0.947714,1.001357,0.236651,161100000,,35700000,56360
Nevada,1980,1.056863,1.038213,0.236651,58300000,,11900000,19367
New Hampshire,1980,1.137034,1.039625,0.236651,29800000,,33800000,19415
New Jersey,1980,1.144609,0.989993,0.236651,466800000,,101000000,171390
New Mexico,1980,0.941450,0.988873,0.236651,137300000,,24600000,48268
New York,1980,1.056591,0.989115,0.236651,1286600000,,308600000,418679
North Carolina,1980,0.895671,0.984330,0.236651,492700000,,78300000,165642
North Dakota,1980,1.013961,1.020071,0.236651,75700000,,17600000,26735
Ohio,1980,0.870701,1.009494,0.236651,649300000,,275000000,291000
Oklahoma,1980,0.877189,1.011231,0.236651,274000000,,47900000,96476
Oregon,1980,1.119892,1.008344,0.236651,227700000,,69200000,96946
Pennsylvania,1980,0.962161,1.027127,0.236651,635000000,,296100000,243296
Rhode Island,1980,1.208925,0.965323,0.236651,72700000,,22200000,23237
South Carolina,1980,0.929071,1.015291,0.236651,311800000,,55600000,95600
South Dakota,1980,0.935642,0.969914,0.236651,51200000,,15700000,18623
Tennessee,1980,0.868157,0.996218,0.236651,317800000,,74100000,124022
Texas,1980,0.908329,0.999183,0.236651,1302600000,,214000000,466900
Utah,1980,0.972805,1.019268,0.236651,138800000,,30400000,47061
Vermont,1980,1.139689,0.973758,0.236651,24700000,,29900000,13656
Virginia,1980,0.962968,1.023269,0.236651,433200000,,111500000,175197
Washington,1980,1.080378,0.990187,0.236651,456900000,,103500000,163866
West Virginia,1980,0.898378,1.024591,0.236651,145300000,,24700000,53331
Wisconsin,1980,0.943718,1.001632,0.236651,463300000,,161700000,174163
Wyoming,1980,0.990707,0.956238,0.236651,51700000,,8700000,14048
U.S.,1980,1.000000,1.000000,0.236651,18260500000,,4263800000,6852242
