State,FY,COLI,EMI,HECA,StateSupport,FinancialAid,NetTuition,NetFTEStudents
New Jersey,2010,1.144609,0.989993,0.729501,2430115196,246808162,1959451758,268066
New Mexico,2010,0.941450,0.988873,0.729501,943315026,73609523,156222725,98709
New York,2010,1.056591,0.989115,0.729501,5144258636,549773000,2389185067,572378
North Carolina,2010,0.895671,0.984330,0.729501,3753464917,147332985,1039783949,420956
North Dakota,2010,1.013961,1.020071,0.729501,311677000,8257953,234927459,37716
Ohio,2010,0.870701,1.009494,0.729501,2277951986,64010412,2606164053,447494
Oklahoma,2010,0.877189,1.011231,0.729501,1189774282,90966419,491708038,142024
Oregon,2010,1.119892,1.008344,0.729501,690552147,77826889,753048670,160037
Pennsylvania,2010,0.962161,1.027127,0.729501,1968098000,212579758,3288017259,371286
Rhode Island,2010,1.208925,0.965323,0.729501,160619897,8430978,244119310,33023
South Carolina,2010,0.929071,1.015291,0.729501,1027812395,239458445,986897823,171727
South Dakota,2010,0.935642,0.969914,0.729501,198653313,3218600,179231279,32324
Tennessee,2010,0.868157,0.996218,0.729501,1655904400,261477410,725831090,187864
Texas,2010,0.908329,0.999183,0.729501,6761849616,262865493,3358202985,896832
Utah,2010,0.972805,1.019268,0.729501,745139400,12160300,464400349,118446
Vermont,2010,1.139689,0.973758,0.729501,93255052,9007028,283535268,21795
Virginia,2010,0.962968,1.023269,0.729501,1802021513,145577862,1828423523,312598
Washington,2010,1.080378,0.990187,0.729501,1673104000,203312708,813477549,254867
West Virginia,2010,0.898378,1.024591,0.729501,523261053,79383593,369616346,78798
Wisconsin,2010,0.943718,1.001632,0.729501,1247696524,78466742,1004222753,237403
Wyoming,2010,0.990707,0.956238,0.729501,307863715,25949256,43630907,25587
U.S.,2010,1.000000,1.000000,0.729501,80252177167,6349368896,50378798970,11384401
Alabama,2009,0.874817,1.020407,0.718584,1581208946,33347651,1125309401,199153
Alaska,2009,1.240049,0.972260,0.718584,323443318,1849918,81322165,19030
Arizona,2009,0.962463,1.016214,0.718584,1351127985,11312000,1081378100,245680
Arkansas,2009,0.852109,1.004731,0.718584,887321221,33692197,408636085,108474
California,2009,1.271378,0.974561,0.718584,10205875800,814115829,2721546578,1633524
Colorado,2009,1.044599,1.024068,0.718584,837159179,102090941,1021888005,171564
Connecticut,2009,1.194171,1.001642,0.718584,1298935164,36273568,545992002,80433
Delaware,2009,1.033892,1.040890,0.718584,243840165,13735900,379767784,32417
Florida,2009,0.952375,1.019976,0.718584,4107485788,515590422,884861764,564963
Georgia,2009,0.877999,1.009819,0.718584,2907417173,477103040,705562005,331967
Hawaii,2009,1.412833,1.019532,0.718584,604878507,1784899,156639995,37070
Idaho,2009,0.936217,0.976970,0.718584,416493100,8275810,145888390,44705
Illinois,2009,0.940432,0.987444,0.718584,3203555376,207281900,1587322553,368019
Indiana,2009,0.898821,1.007056,0.718584,1639107213,160936223,1474328111,239873
Iowa,2009,0.919148,1.017111,0.718584,914194605,12309662,736705029,117254
Kansas,2009,0.922519,1.001955,0.718584,815609440,12181564,581970529,130930
Kentucky,2009,0.867281,1.004377,0.718584,1284097566,127156802,829130145,144641
Louisiana,2009,0.914179,1.000753,0.718584,1564395611,141426122,401886698,169602
Maine,2009,1.099617,1.026167,0.718584,269992384,7736702,235590336,35968
Maryland,2009,1.191517,0.990881,0.718584,1613101952,78861105,1440862150,231079
Massachusetts,2009,1.250533,0.987311,0.718584,1242600543,53195990,913441670,155387
Michigan,2009,0.859225,1.008582,0.718584,2046065700,131712788,3078930151,409270
Minnesota,2009,0.964954,0.989603,0.718584,1556962532,92566000,1074658000,200732
Mississippi,2009,0.831364,1.008723,0.718584,978760459,23884320,487292732,120873
Missouri,2009,0.850668,0.985412,0.718584,1108459017,56383510,821042651,177751
Montana,2009,0.976729,1.059349,0.718584,207471410,6289391,181819569,36388
Nebraska,2009,0.947714,1.001357,0.718584,651703765,7928723,307693162,77825
Nevada,2009,1.056863,1.038213,0.718584,688730299,65503030,178663389,65665
New Hampshire,2009,1.137034,1.039625,0.718584,138531000,2100000,296252850,34311
New Jersey,2009,1.144609,0.989993,0.718584,2205750341,206508341,1819714745,246215
New Mexico,2009,0.941450,0.988873,0.718584,996108619,69875087,149026586,89450
New York,2009,1.056591,0.989115,0.718584,5174351842,481237000,2156691362,549718
North Carolina,2009,0.895671,0.984330,0.718584,3709737250,140977664,976787379,385792
North Dakota,2009,1.013961,1.020071,0.718584,253901000,3170749,230815574,36408
Ohio,2009,0.870701,1.009494,0.718584,2474062613,145152197,2338946820,391546
Oklahoma,2009,0.877189,1.011231,0.718584,1078158766,90966419,487360168,127058
Oregon,2009,1.119892,1.008344,0.718584,743058124,77206283,661029569,141532
Pennsylvania,2009,0.962161,1.027127,0.718584,2228734000,190567528,2969789103,353494
Rhode Island,2009,1.208925,0.965323,0.718584,191329662,8419503,202030502,31527
South Carolina,2009,0.929071,1.015291,0.718584,981323606,234075322,836570896,157467
South Dakota,2009,0.935642,0.969914,0.718584,199563285,3061100,163761059,31026
Tennessee,2009,0.868157,0.996218,0.718584,1663595500,244221700,648210752,171950
Texas,2009,0.908329,0.999183,0.718584,6107243700,84965020,2928593850,861900
Utah,2009,0.972805,1.019268,0.718584,777757500,13869100,372251355,107649
Vermont,2009,1.139689,0.973758,0.718584,87189483,8159533,284133882,20400
Virginia,2009,0.962968,1.023269,0.718584,1899464085,135327862,1657951303,294436
Washington,2009,1.080378,0.990187,0.718584,1809447000,186543049,719705945,236742
West Virginia,2009,0.898378,1.024591,0.718584,518293576,74024492,344118461,74864
Wisconsin,2009,0.943718,1.001632,0.718584,1292041167,97762164,884668069,224113
Wyoming,2009,0.990707,0.956238,0.718584,327329344,22703953,43525758,23628
U.S.,2009,1.000000,1.000000,0.718584,79406965681,5755420073,44762065137,10741463
Alabama,2008,0.874817,1.020407,0.707556,1961808342,33208390,996582749,187086
Alaska,2008,1.240049,0.972260,0.707556,300876424,625750,77071159,18723
Arizona,2008,0.962463,1.016214,0.707556,1340729292,11312000,953206500,233255
Arkansas,2008,0.852109,1.004731,0.707556,879882230,34599450,356333620,106206
California,2008,1.271378,0.974561,0.707556,11537879900,732900861,2529583180,1559382
Colorado,2008,1.044599,1.024068,0.707556,750967840,95174278,910615685,164638
Connecticut,2008,1.194171,1.001642,0.707556,1275728835,36360581,502751141,77088
Delaware,2008,1.033892,1.040890,0.707556,241714400,13445700,349865514,31619
Florida,2008,0.952375,1.019976,0.707556,3988566231,479281311,1051287717,540784
Georgia,2008,0.877999,1.009819,0.707556,2971086133,425987077,618836934,311717
Hawaii,2008,1.412833,1.019532,0.707556,554292000,1284899,129556002,35469
Idaho,2008,0.936217,0.976970,0.707556,410595600,7871900,135379600,43968
Illinois,2008,0.940432,0.987444,0.707556,3087877559,206054192,1464993648,358679
Indiana,2008,0.898821,1.007056,0.707556,1525216628,144698250,1328003433,229251
Iowa,2008,0.919148,1.017111,0.707556,873724167,9035460,683347067,115011
Kansas,2008,0.922519,1.001955,0.707556,825697884,12716606,515447096,127940
Kentucky,2008,0.867281,1.004377,0.707556,1320540000,118144800,755493081,142382
Louisiana,2008,0.914179,1.000753,0.707556,1598519738,122922458,359659337,165155
Maine,2008,1.099617,1.026167,0.707556,271117262,8189836,213074231,35533
Maryland,2008,1.191517,0.990881,0.707556,1555048366,88062918,1279657112,207255
Massachusetts,2008,1.250533,0.987311,0.707556,1347344567,50378146,853664658,148288
Michigan,2008,0.859225,1.008582,0.707556,2033709000,150027188,2825521594,395019
Minnesota,2008,0.964954,0.989603,0.707556,1560644000,87830000,1013766000,196014
Mississippi,2008,0.831364,1.008723,0.707556,1045937317,26200282,449511043,117532
Missouri,2008,0.850668,0.985412,0.707556,1021705137,48043120,744495198,164160
Montana,2008,0.976729,1.059349,0.707556,196547880,4896764,172667630,35556
Nebraska,2008,0.947714,1.001357,0.707556,635032800,7723452,284690255,75451
Nevada,2008,1.056863,1.038213,0.707556,674142907,54110326,160289079,63324
New Hampshire,2008,1.137034,1.039625,0.707556,133093000,1400000,280081775,32982
New Jersey,2008,1.144609,0.989993,0.707556,2266628700,186517700,1600960729,238040
New Mexico,2008,0.941450,0.988873,0.707556,1055392463,63138561,130164857,85203
New York,2008,1.056591,0.989115,0.707556,4854527932,443594000,1987509682,526539
North Carolina,2008,0.895671,0.984330,0.707556,3837233489,109285912,945274969,357601
North Dakota,2008,1.013961,1.020071,0.707556,253901000,3240964,212695156,34955
Ohio,2008,0.870701,1.009494,0.707556,2288294736,127531646,2269813777,375932
Oklahoma,2008,0.877189,1.011231,0.707556,1098881179,85066419,432894102,131191
Oregon,2008,1.119892,1.008344,0.707556,725761919,43532406,646144772,129626
Pennsylvania,2008,0.962161,1.027127,0.707556,2193274000,230724221,2653597434,343043
Rhode Island,2008,1.208925,0.965323,0.707556,191329662,8419503,202030502,30839
South Carolina,2008,0.929071,1.015291,0.707556,1211068342,218452733,813867632,149541
South Dakota,2008,0.935642,0.969914,0.707556,198949272,2816100,152436029,29595
Tennessee,2008,0.868157,0.996218,0.707556,1639461400,222833000,614742716,167198
Texas,2008,0.908329,0.999183,0.707556,6347752622,59206139,3059317207,804918
Utah,2008,0.972805,1.019268,0.707556,812337500,13604600,370386529,103320
Vermont,2008,1.139689,0.973758,0.707556,90801445,8615209,252784635,19886
Virginia,2008,0.962968,1.023269,0.707556,1885553314,126064624,1486788271,281940
Washington,2008,1.080378,0.990187,0.707556,1768291000,173052000,668292000,221264
West Virginia,2008,0.898378,1.024591,0.707556,566498528,66095765,313017403,73525
Wisconsin,2008,0.943718,1.001632,0.707556,1242536879,98417100,852504481,219006
Wyoming,2008,0.990707,0.956238,0.707556,290507515,17980913,52250946,23054
U.S.,2008,1.000000,1.000000,0.707556,80739008336,5320675510,41712905867,10265683
Alabama,2007,0.874817,1.020407,0.687403,1685067489,35216048,980855685,182504
Alaska,2007,1.240049,0.972260,0.687403,288130939,528750,71508360,18666
Arizona,2007,0.962463,1.016214,0.687403,1207385330,8432000,884583900,229558
Arkansas,2007,0.852109,1.004731,0.687403,796303595,28902795,330964981,103369
California,2007,1.271378,0.974561,0.687403,10925004700,702787130,2322744728,1504909
Colorado,2007,1.044599,1.024068,0.687403,693086984,87757759,788437172,157382
Connecticut,2007,1.194171,1.001642,0.687403,1115082198,22278673,475906270,74951
Delaware,2007,1.033892,1.040890,0.687403,233226000,11660900,336675056,31269
Florida,2007,0.952375,1.019976,0.687403,3971019378,439395035,928313873,518086
Georgia,2007,0.877999,1.009819,0.687403,2784214521,415650426,521390969,298512
Hawaii,2007,1.412833,1.019532,0.687403,503627000,784899,115138280,35010
Idaho,2007,0.936217,0.976970,0.687403,375281600,6128000,145235800,43378
Illinois,2007,0.940432,0.987444,0.687403,2848129600,252557600,1166887243,357931
Indiana,2007,0.898821,1.007056,0.687403,1456514140,132029525,1337494158,223483
Iowa,2007,0.919148,1.017111,0.687403,804448696,7210551,647191734,112934
Kansas,2007,0.922519,1.001955,0.687403,788720641,10106362,518603626,127245
Kentucky,2007,0.867281,1.004377,0.687403,1253992000,120052100,674152806,140621
Louisiana,2007,0.914179,1.000753,0.687403,1459847337,110666001,438968999,166671
Maine,2007,1.099617,1.026167,0.687403,256024310,8896189,195493405,35514
Maryland,2007,1.191517,0.990881,0.687403,1450214753,83805506,1226801471,197966
Massachusetts,2007,1.250533,0.987311,0.687403,1256792868,47730577,786638582,143565
Michigan,2007,0.859225,1.008582,0.687403,2035388000,153692788,2508594625,384455
Minnesota,2007,0.964954,0.989603,0.687403,1400500000,93820000,942968000,191456
Mississippi,2007,0.831364,1.008723,0.687403,879465904,25629617,387252963,115739
Missouri,2007,0.850668,0.985412,0.687403,978771911,22447324,696067772,163354
Montana,2007,0.976729,1.059349,0.687403,171368691,4576735,170343696,35293
Nebraska,2007,0.947714,1.001357,0.687403,604025649,6486242,243112008,73940
Nevada,2007,1.056863,1.038213,0.687403,652691156,58915437,144828351,61323
New Hampshire,2007,1.137034,1.039625,0.687403,123966000,1216320,257155680,32092
New Jersey,2007,1.144609,0.989993,0.687403,2100392895,173151895,1460040782,229968
New Mexico,2007,0.941450,0.988873,0.687403,981229395,63658705,78273295,83224
New York,2007,1.056591,0.989115,0.687403,4569391184,445581916,1899290031,508911
North Carolina,2007,0.895671,0.984330,0.687403,3466352712,91322569,895392495,344056
North Dakota,2007,1.013961,1.020071,0.687403,215719000,1931031,205978706,33905
Ohio,2007,0.870701,1.009494,0.687403,2208183856,109166667,2229312108,366629
Oklahoma,2007,0.877189,1.011231,0.687403,1033365199,72423562,399399976,132093
Oregon,2007,1.119892,1.008344,0.687403,640983571,40409131,614282359,125113
Pennsylvania,2007,0.962161,1.027127,0.687403,2153998000,229542516,2458051547,337425
Rhode Island,2007,1.208925,0.965323,0.687403,196360781,7048358,230424270,29642
South Carolina,2007,0.929071,1.015291,0.687403,1127265244,205944417,782124686,145859
South Dakota,2007,0.935642,0.969914,0.687403,178777732,1823100,153590612,29231
Tennessee,2007,0.868157,0.996218,0.687403,1505273700,179332000,594334400,166628
Texas,2007,0.908329,0.999183,0.687403,5709136834,39314228,2819849888,794211
Utah,2007,0.972805,1.019268,0.687403,718208600,9501400,332048600,102372
Vermont,2007,1.139689,0.973758,0.687403,85923033,7732685,233158680,19381
Virginia,2007,0.962968,1.023269,0.687403,1854731000,112318825,1340218673,273039
Washington,2007,1.080378,0.990187,0.687403,1631059000,159552000,621774000,214847
West Virginia,2007,0.898378,1.024591,0.687403,455444801,68203262,286258678,72679
Wisconsin,2007,0.943718,1.001632,0.687403,1170359461,81518504,838083635,215098
Wyoming,2007,0.990707,0.956238,0.687403,276929650,11898195,50851261,22569
U.S.,2007,1.000000,1.000000,0.687403,75277377038,5010736255,38767048875,10008056
Alabama,2006,0.874817,1.020407,0.663833,1407875152,20615896,928215874,180985
Alaska,2006,1.240049,0.972260,0.663833,253127124,425500,66166689,18795
Arizona,2006,0.962463,1.016214,0.663833,1087144898,4932000,798347600,227283
Arkansas,2006,0.852109,1.004731,0.663833,752020512,27004696,304455656,101344
California,2006,1.271378,0.974561,0.663833,10057247050,705748556,2215120541,1447723
Colorado,2006,1.044599,1.024068,0.663833,638765653,70592026,819683715,158876
Connecticut,2006,1.194171,1.001642,0.663833,984301293,20303641,456253859,73608
Delaware,2006,1.033892,1.040890,0.663833,216419000,10261400,313441019,31269
Florida,2006,0.952375,1.019976,0.663833,3843695214,371970712,911375337,507927
Georgia,2006,0.877999,1.009819,0.663833,2647651316,397956730,481930095,292655
Hawaii,2006,1.412833,1.019532,0.663833,461171000,284899,96514931,35337
Idaho,2006,0.936217,0.976970,0.663833,363077200,6513000,132226700,44504
Illinois,2006,0.940432,0.987444,0.663833,2640436585,206498084,1068731217,356491
Indiana,2006,0.898821,1.007056,0.663833,1429113393,101319045,1280885986,219944
Iowa,2006,0.919148,1.017111,0.663833,779847282,7572899,601559014,112341
Kansas,2006,0.922519,1.001955,0.663833,773953552,8833464,460343135,127645
Kentucky,2006,0.867281,1.004377,0.663833,1207616000,119306083,595839163,140769
Louisiana,2006,0.914179,1.000753,0.663833,1285481337,108691608,457672954,166536
Maine,2006,1.099617,1.026167,0.663833,244070644,8101486,179955786,35235
Maryland,2006,1.191517,0.990881,0.663833,1272254989,85361772,1188600427,192614
Massachusetts,2006,1.250533,0.987311,0.663833,1147151288,42740992,733106890,139874
Michigan,2006,0.859225,1.008582,0.663833,2012271300,155442800,2296826143,378034
Minnesota,2006,0.964954,0.989603,0.663833,1365500000,70245000,882721000,189009
Mississippi,2006,0.831364,1.008723,0.663833,772365105,26269237,367148710,117731
Missouri,2006,0.850668,0.985412,0.663833,926756453,22383776,693098974,160918
Montana,2006,0.976729,1.059349,0.663833,172767000,3899639,159219887,35429
Nebraska,2006,0.947714,1.001357,0.663833,564842378,6073023,258668074,72622
Nevada,2006,1.056863,1.038213,0.663833,631235737,75694575,141580520,60948
New Hampshire,2006,1.137034,1.039625,0.663833,117172000,2035048,216296796,31720
New Jersey,2006,1.144609,0.989993,0.663833,2148270422,165687422,1360753850,228080
New Mexico,2006,0.941450,0.988873,0.663833,831638173,54711446,130669321,79645
New York,2006,1.056591,0.989115,0.663833,4149285333,456693486,1827338578,500659
North Carolina,2006,0.895671,0.984330,0.663833,3062511308,72723570,867683333,338644
North Dakota,2006,1.013961,1.020071,0.663833,215031000,1466451,191056715,34302
Ohio,2006,0.870701,1.009494,0.663833,2142242026,98400161,2040646250,363598
Oklahoma,2006,0.877189,1.011231,0.663833,890540061,57878912,379321805,134940
Oregon,2006,1.119892,1.008344,0.663833,621273625,35088436,584502257,126443
Pennsylvania,2006,0.962161,1.027127,0.663833,2047114000,200167245,2330137880,327235
Rhode Island,2006,1.208925,0.965323,0.663833,192854763,6540408,206253785,28475
South Carolina,2006,0.929071,1.015291,0.663833,1050223497,194068613,758593690,144401
South Dakota,2006,0.935642,0.969914,0.663833,165577963,1197500,141554716,29254
Tennessee,2006,0.868157,0.996218,0.663833,1371036300,133598200,601457400,159746
Texas,2006,0.908329,0.999183,0.663833,5700130286,48980017,2450413035,820788
Utah,2006,0.972805,1.019268,0.663833,690228000,7086300,317842306,104350
Vermont,2006,1.139689,0.973758,0.663833,82067786,7834063,211953021,18868
Virginia,2006,0.962968,1.023269,0.663833,1594605000,96580863,1255004451,265615
Washington,2006,1.080378,0.990187,0.663833,1536329000,152550000,575283000,213055
West Virginia,2006,0.898378,1.024591,0.663833,416660839,61005121,270792052,71717
Wisconsin,2006,0.943718,1.001632,0.663833,1111470921,77773804,784367472,214065
Wyoming,2006,0.990707,0.956238,0.663833,251244326,10969140,51191670,22483
U.S.,2006,1.000000,1.000000,0.663833,70325665084,4628078745,36442803279,9884529
Alabama,2005,0.874817,1.020407,0.643240,1214819772,18254285,889016616,180517
Alaska,2005,1.240049,0.972260,0.643240,232956428,0,58628479,18720
Arizona,2005,0.962463,1.016214,0.643240,998449968,3432000,717103100,226420
Arkansas,2005,0.852109,1.004731,0.643240,655270998,21738230,277284010,99231
California,2005,1.271378,0.974561,0.643240,9193112400,676755932,2091548571,1446593
Colorado,2005,1.044599,1.024068,0.643240,601126358,69048339,754347817,162711
Connecticut,2005,1.194171,1.001642,0.643240,934765872,20151945,417707646,72278
Delaware,2005,1.033892,1.040890,0.643240,203478000,10493100,262393757,30541
Florida,2005,0.952375,1.019976,0.643240,3616495340,330085790,886699197,504657
Georgia,2005,0.877999,1.009819,0.643240,2472780431,388923728,389750881,295356
Hawaii,2005,1.412833,1.019532,0.643240,409727000,285399,89702785,35733
Idaho,2005,0.936217,0.976970,0.643240,350879700,6422933,133646167,45024
Illinois,2005,0.940432,0.987444,0.643240,2685920700,196538804,1041851602,356798
Indiana,2005,0.898821,1.007056,0.643240,1417478385,112362028,1171407183,220359
Iowa,2005,0.919148,1.017111,0.643240,743121766,6885715,587759920,117737
Kansas,2005,0.922519,1.001955,0.643240,727534311,7940060,420796793,111948
Kentucky,2005,0.867281,1.004377,0.643240,1076740400,110210400,556674306,140579
Louisiana,2005,0.914179,1.000753,0.643240,1287848788,105691216,364239362,183409
Maine,2005,1.099617,1.026167,0.643240,241255620,7801684,172488353,35167
Maryland,2005,1.191517,0.990881,0.643240,1185321898,60300939,1123872138,196626
Massachusetts,2005,1.250533,0.987311,0.643240,1037527876,44015402,694158259,137677
Michigan,2005,0.859225,1.008582,0.643240,1947744600,95473300,2111406239,371950
Minnesota,2005,0.964954,0.989603,0.643240,1273328000,68870000,843952000,190087
Mississippi,2005,0.831364,1.008723,0.643240,761417563,25292661,364623757,118060
Missouri,2005,0.850668,0.985412,0.643240,925045604,20693792,684138450,158958
Montana,2005,0.976729,1.059349,0.643240,152582000,3390426,147629550,35259
Nebraska,2005,0.947714,1.001357,0.643240,519741659,4817292,233148317,71932
Nevada,2005,1.056863,1.038213,0.643240,575772352,73748469,133367358,59746
New Hampshire,2005,1.137034,1.039625,0.643240,115367000,1757586,201244770,30885
New Jersey,2005,1.144609,0.989993,0.643240,2072768234,153295234,1260429527,226969
New Mexico,2005,0.941450,0.988873,0.643240,754737083,50493971,98813286,79219
New York,2005,1.056591,0.989115,0.643240,3826466335,441396000,1782286506,498039
North Carolina,2005,0.895671,0.984330,0.643240,2780767364,135608202,745665011,339034
North Dakota,2005,1.013961,1.020071,0.643240,201545000,1476098,170996936,34629
Ohio,2005,0.870701,1.009494,0.643240,2102153594,99691294,1894058371,381073
Oklahoma,2005,0.877189,1.011231,0.643240,787076396,43760262,340807791,136424
Oregon,2005,1.119892,1.008344,0.643240,585749933,20852912,577947065,127059
Pennsylvania,2005,0.962161,1.027127,0.643240,2015637000,177234465,2163629404,326675
Rhode Island,2005,1.208925,0.965323,0.643240,188033394,6975470,190438106,28677
South Carolina,2005,0.929071,1.015291,0.643240,976616957,182270286,689770444,142567
South Dakota,2005,0.935642,0.969914,0.643240,162783467,667998,137554980,28523
Tennessee,2005,0.868157,0.996218,0.643240,1328874600,104634600,569389000,159718
Texas,2005,0.908329,0.999183,0.643240,5110262835,40625378,2096714563,812696
Utah,2005,0.972805,1.019268,0.643240,646914100,7841600,295270299,107703
Vermont,2005,1.139689,0.973758,0.643240,78008810,6672466,188735404,18059
Virginia,2005,0.962968,1.023269,0.643240,1480522000,88702138,1170561799,260813
Washington,2005,1.080378,0.990187,0.643240,1411664000,128569000,558471000,213801
West Virginia,2005,0.898378,1.024591,0.643240,426408695,51099312,247028296,70786
Wisconsin,2005,0.943718,1.001632,0.643240,1121729480,65063478,723254719,212752
Wyoming,2005,0.990707,0.956238,0.643240,217638250,10598475,48868911,22426
U.S.,2005,1.000000,1.000000,0.643240,65833968316,4308910094,33771278801,9882600
Alabama,2004,0.874817,1.020407,0.622480,1167536776,17290430,805323633,183167
Alaska,2004,1.240049,0.972260,0.622480,217143250,0,51969197,18802
Arizona,2004,0.962463,1.016214,0.622480,932131463,3432000,642394000,221824
Arkansas,2004,0.852109,1.004731,0.622480,661092428,22623844,248421856,96292
California,2004,1.271378,0.974561,0.622480,8604602850,526133323,1814693996,1445866
Colorado,2004,1.044599,1.024068,0.622480,581722070,68526679,757523831,161181
Connecticut,2004,1.194171,1.001642,0.622480,890450394,19393578,373850696,70030
Delaware,2004,1.033892,1.040890,0.622480,191289000,9861100,248666292,29546
Florida,2004,0.952375,1.019976,0.622480,3302220098,295755151,812769521,499972
Georgia,2004,0.877999,1.009819,0.622480,2360033322,366359471,358641825,288475
Hawaii,2004,1.412833,1.019532,0.622480,398836000,284520,83470000,35441
Idaho,2004,0.936217,0.976970,0.622480,339515800,6091454,113029246,45184
Illinois,2004,0.940432,0.987444,0.622480,2682059000,192642800,907364644,356961
Indiana,2004,0.898821,1.007056,0.622480,1360311954,101034721,1089775941,219021
Iowa,2004,0.919148,1.017111,0.622480,737622332,5415176,552968127,117664
Kansas,2004,0.922519,1.001955,0.622480,685831995,5955984,366429005,110243
Kentucky,2004,0.867281,1.004377,0.622480,1108687600,115451900,459856335,140056
Louisiana,2004,0.914179,1.000753,0.622480,1245307618,99518750,357356559,183276
Maine,2004,1.099617,1.026167,0.622480,231511927,7916465,169289711,34516
Maryland,2004,1.191517,0.990881,0.622480,1149052302,57643314,954574104,165502
Massachusetts,2004,1.250533,0.987311,0.622480,914864013,45120784,641820773,137279
Michigan,2004,0.859225,1.008582,0.622480,1984292700,98995288,1993823713,368600
Minnesota,2004,0.964954,0.989603,0.622480,1286064000,62343000,756096000,189848
Mississippi,2004,0.831364,1.008723,0.622480,766999520,26525451,322651477,115613
Missouri,2004,0.850668,0.985412,0.622480,905182688,22171926,573031972,167742
Montana,2004,0.976729,1.059349,0.622480,150576424,3370912,135238192,35785
Nebraska,2004,0.947714,1.001357,0.622480,509188758,4925700,234913412,71310
Nevada,2004,1.056863,1.038213,0.622480,537672786,57825088,119748910,57219
New Hampshire,2004,1.137034,1.039625,0.622480,112446000,1889945,157692990,30495
New Jersey,2004,1.144609,0.989993,0.622480,1669059770,137792770,1169861987,201756
New Mexico,2004,0.941450,0.988873,0.622480,722607896,43253035,76215579,79634
New York,2004,1.056591,0.989115,0.622480,3315034829,428738000,1779004680,489756
North Carolina,2004,0.895671,0.984330,0.622480,2474773000,93916000,695711000,315159
North Dakota,2004,1.013961,1.020071,0.622480,200430000,1467171,142580341,35322
Ohio,2004,0.870701,1.009494,0.622480,2071649135,86656900,1719801313,360835
Oklahoma,2004,0.877189,1.011231,0.622480,765570476,37919262,289584404,133393
Oregon,2004,1.119892,1.008344,0.622480,588544493,18770242,531074624,126970
Pennsylvania,2004,0.962161,1.027127,0.622480,1946617000,170597146,1973574449,322665
Rhode Island,2004,1.208925,0.965323,0.622480,183664198,6062862,171945645,29134
South Carolina,2004,0.929071,1.015291,0.622480,925611695,165790410,603218854,143071
South Dakota,2004,0.935642,0.969914,0.622480,153592900,89100,128234797,28154
Tennessee,2004,0.868157,0.996218,0.622480,1089739600,28243958,593378327,161104
Texas,2004,0.908329,0.999183,0.622480,5190201119,22410125,1844180359,799142
Utah,2004,0.972805,1.019268,0.622480,614439000,6086100,277724363,108636
Vermont,2004,1.139689,0.973758,0.622480,77222258,6972345,172909364,17429
Virginia,2004,0.962968,1.023269,0.622480,1346281000,82530354,1011091871,257534
Washington,2004,1.080378,0.990187,0.622480,1360709000,118929000,503369000,220041
West Virginia,2004,0.898378,1.024591,0.622480,405472640,40089356,216386529,69466
Wisconsin,2004,0.943718,1.001632,0.622480,1124646475,59391466,629757345,212880
Wyoming,2004,0.990707,0.956238,0.622480,200615570,9998366,45832464,22225
U.S.,2004,1.000000,1.000000,0.622480,62440727122,3810202722,30678823253,9731216
Alabama,2003,0.874817,1.020407,0.602213,1162194091,15660114,687549198,180654
Alaska,2003,1.240049,0.972260,0.602213,212658887,0,45931797,17974
Arizona,2003,0.962463,1.016214,0.602213,924384710,3432000,535517900,215146
Arkansas,2003,0.852109,1.004731,0.602213,616911000,22215208,217623665,92508
California,2003,1.271378,0.974561,0.602213,9332329700,369294013,1430864105,1459682
Colorado,2003,1.044599,1.024068,0.602213,606544478,92386000,619189050,156258
Connecticut,2003,1.194171,1.001642,0.602213,898552550,20938700,313558465,68062
Delaware,2003,1.033892,1.040890,0.602213,182065000,10149365,241371155,31028
Florida,2003,0.952375,1.019976,0.602213,3235350981,253924610,1000963320,476654
Georgia,2003,0.877999,1.009819,0.602213,2320869396,325583260,327744694,282373
Hawaii,2003,1.412833,1.019532,0.602213,369649000,286000,71450000,34420
Idaho,2003,0.936217,0.976970,0.602213,336641700,6273638,99837062,43104
Illinois,2003,0.940432,0.987444,0.602213,2716756400,192926000,793786800,348182
Indiana,2003,0.898821,1.007056,0.602213,1315842145,84844106,998671290,213728
Iowa,2003,0.919148,1.017111,0.602213,769854449,5413879,510572165,115060
Kansas,2003,0.922519,1.001955,0.602213,679829546,6770952,313852084,109045
Kentucky,2003,0.867281,1.004377,0.602213,1068765000,76155399,351877852,141005
Louisiana,2003,0.914179,1.000753,0.602213,1196304128,94005774,318119057,177275
Maine,2003,1.099617,1.026167,0.602213,234088660,8101577,137765582,32736
Maryland,2003,1.191517,0.990881,0.602213,1216838045,59136492,839240220,168261
Massachusetts,2003,1.250533,0.987311,0.602213,1031934445,71374551,530224790,137045
Michigan,2003,0.859225,1.008582,0.602213,2151247000,99420600,1786876069,352290
Minnesota,2003,0.964954,0.989603,0.602213,1323393000,68300000,640824000,185452
Mississippi,2003,0.831364,1.008723,0.602213,735733000,24650142,322226725,111650
Missouri,2003,0.850668,0.985412,0.602213,890581375,22856034,510849878,166014
Montana,2003,0.976729,1.059349,0.602213,146034002,3271848,128285421,34975
Nebraska,2003,0.947714,1.001357,0.602213,533314436,2509756,199578431,68672
Nevada,2003,1.056863,1.038213,0.602213,401635761,44783198,111376653,54037
