opeid5_new,ftfac,ptfac,totfteiarep,tuition,statea,eg
3719,195,45,3995,14705780.08472729,20721981.59489896,26073103.78383516
3719,202,52,4093,16382678.65878447,25090022.57426838,27725863.2550098
3719,209,40,4210,18271198.31783083,29995239.5736939,33757622.80007266
3719,212,77,4419,20962428.97779805,30544898.29335631,36110880.80406866
3719,208,73,4474,22478540.17829988,25702698.02707657,40349580.22233205
3719,215,61,4512,24748033.84658016,27119839.87559137,43654244.74324141
3719,223,79,4589,27896869.74174608,25147775.06271965,47261391.91084583
3719,226,64,4566,28205494.33052852,27269523.64975331,48891588.25511962
3721,724,276,15815,71614915.78154568,55860014.81988375,101107379.2238274
3721,750,277,16027,79536643.91372667,61615492.68263382,111799845.7617937
3721,797,294,16738,92496780.83699141,71225079.45322216,121755449.9395951
3721,832,301,17152,101686505.2999375,73519096.27760881,138249018.1176078
3721,855,314,17648,112939966.9164892,80311881.53150344,151539472.8178139
3721,907,280,18647,130309261.7900277,67098409.13621925,187084615.0678815
3721,925,336,19522,153532815.7310168,66661003.54886455,209218421.865538
3721,941,415,19753,164642334.9751368,76635086.89365369,220800442.9547513
3732,341,183,8798,24619623.32359252,35774161.17023182,50282328.38415788
3732,357,178,8957,28370830.21322486,40332725.5228947,54521746.44746891
3732,378,166,9309,32349095.96364727,45608078.66595701,61031831.67502196
3732,384,182,8882,32629633.26602629,50823162.60815423,67200872.79064444
3732,398,193,8812,35868570.37510138,55020118.54444613,77544636.45832488
3732,401,182,8899,36387459.25478169,53748507.65215261,79416151.09407103
3732,388,141,8571,37187145.35164909,49831271.45039199,73162478.61348507
3732,394,157,8826,41702221.49569985,49113436.21194072,77519258.88077858
3732,407,183,9140,47699024.43874189,44759238.60559441,82314010.14711747
3732,412,228,9411,51161305.95444714,51730619.27672175,92351021.9703974
3746,209,112,4254,21133753.56922479,14625552.72403014,27021642.50937753
3746,215,120,4214,22954041.7118309,16041519.13692045,28686829.3997702
3746,232,145,4353,25930161.30754934,18056592.09187449,31008288.57269701
3746,243,118,4462,26966174.94364186,22395564.31549067,35504678.00584617
3746,247,121,4512,28238943.81459516,23711812.66657373,39923184.16072756
3746,243,129,4685,30782804.71805725,19028031.44563564,45106927.03226379
3746,240,149,4641,29862627.74119694,20537861.04833232,46592161.71133246
3746,247,132,4600,31422483.18579346,20655107.84238138,49056500.32150581
3746,245,143,4507,31856131.64640781,22424095.78466308,48849593.58682245
3764,232,79,4362,13425581.3356228,30911721.49302176,33484592.96235469
3764,239,104,4587,15532848.40058969,33052913.25942822,36655413.96492295
3764,242,56,4898,16325014.42498817,35895059.37940153,34306284.53308326
3764,257,99,4783,17987670.05549642,38150495.34192518,45603084.0343843
3764,282,126,4362,18900426.85251926,40475956.0390984,52269203.49193194
3764,290,106,5046,22083493.91583874,39397983.61846951,54459622.92901798
3764,277,104,5339,22812071.00658117,36831671.11871452,54828966.72042274
3764,264,194,5647,25482767.42688058,37220457.11966072,60917401.27128109
3764,281,220,5741,28657133.16311841,37025171.87432414,61988305.56086104
3764,300,186,5821,29971116.95794471,42571275.75137706,60760423.39536022
3775,372,81,10186,41185238.33466815,40392313.90213571,63910787.74477054
3775,412,165,10966,47842610.88305961,46963115.42281698,74635193.73935524
3775,428,205,10366,51125231.13685286,56247311.15984049,80197341.53681737
3775,411,208,11018,61030642.66175824,47394068.7220448,93215112.62910584
3775,409,254,11591,78971242.89121215,33779630.21359657,93752983.04842524
3775,409,266,11832,85672463.45565525,35432700.03081069,98605513.95849384
3802,496,29,13253,61081722.71036091,54575130.81541464,84436703.34990875
3802,490,158,13508,70045747.04627095,61003404.94763787,91659396.42481075
3802,486,167,13417,73762194.20965125,62536445.52459279,99591420.28685117
3802,521,230,13499,66920227.83698297,73142629.07476683,109755812.6722002
3802,514,296,13752,77294824.38368477,62671878.59655481,127665219.2453619
3802,505,303,13975,85544123.73035786,61837195.16474891,133263464.1665399
3802,502,287,14003,96695324.38724148,41783252.8466055,128853775.718505
3802,517,268,13876,107540629.5608272,38843912.16605839,142009615.8844282
3815,682,376,13340,42113486.24821742,60543861.01952385,82342675.4530194
3815,657,380,11610,46210780.37292174,59345316.2530667,88657110.7786395
3815,650,284,11606,47239877.17165957,55681205.06991754,92471474.05713537
3815,662,307,11481,50827149.58493005,59422609.87385949,97404789.98094079
3815,677,265,11336,52867863.91156393,63993443.56322654,100876795.9958266
3815,690,262,11216,55249838.62252466,69422884.48471715,104801333.0881657
3815,698,304,11831,57127060.71590295,66113402.81137638,131999507.1834448
3815,705,291,12358,59979415.28091206,67251939.26160786,133244938.4476463
3815,724,287,12023,64416524.74119694,73179174.26057717,142104583.7121688
3815,737,282,11926,65760489.90309881,75081682.76735266,133608278.0130187
3915,296,90,7316,26169188.85731785,32726991.72810219,53871693.69353203
3915,307,93,7454,33721403.47760374,31661550.49864828,60674515.73230941
3915,310,104,7645,37499070.27659503,30071540.08716038,66651200.49334279
3915,328,100,7861,39087326.26312855,30401893.7478626,69237106.49633346
3915,337,95,7984,36960604.38081238,33162513.90292984,78812080.95503852
3915,332,142,8240,39482173.71015815,26300501.11577453,83433592.21298832
3915,348,148,8121,44197767.33980467,27094820.16582184,84079192.47109015
3917,424,123,9613,35886391.02658658,41914881.27008989,65858049.12026899
3917,420,125,9621,41880608.39918727,41328425.20846006,70632815.07149737
3917,420,138,9757,46113923.31366585,41310682.14348473,77599236.99481279
3917,427,138,10004,49869233.5598388,44785874.05443194,83210988.75752737
3917,434,103,10215,52353262.65638517,42695854.47060861,90276065.80746485
3917,441,112,10241,59603078.03547411,50030977.18712828,97714754.87668118
3917,455,110,10286,64260854.19796735,34648393.51986179,97080365.8692552
3917,463,98,10171,67970079.02711037,32325557.18638483,100407709.8968302
3919,364,85,8840,31505777.15329312,30942053.93905447,61012260.47790787
3919,365,93,8935,37808112.86269937,33284508.9913828,58670302.94907407
3919,377,82,9506,43731833.1927717,31778859.36190524,65977586.65602189
3919,370,117,9495,47313462.15728068,34310322.91092187,70053871.32368545
3919,396,106,9461,53167577.68968809,37225889.14518282,79222738.59311637
3919,415,113,9650,56841138.90973911,37153165.36982124,84258333.90338604
3919,429,102,9914,62857086.32409097,18390359.55901088,85709206.48706576
3919,468,92,10042,66932426.37599689,18122207.00326946,90437805.55542883
3920,369,216,9449,33787672.05534435,42671854.05361246,69566001.53065017
3920,386,193,9532,41286397.56589618,37016141.77440693,70502198.18213537
3920,388,193,9896,43354018.89415213,36798427.23889902,76770518.99578434
3920,390,221,9923,44514319.33023283,40926262.32338132,83048564.30861381
3920,414,199,10363,49368101.32277305,41060721.6846445,95835727.92711712
3920,425,202,10588,52117348.26532508,41415524.79426872,99343363.60699682
3920,417,220,10655,57325921.72951304,34641440.79874628,99946104.10721648
3920,414,215,10661,59002499.28938564,34837551.37058157,100669848.5282255
3921,239,69,5450,19988277.00568566,24584207.02150074,40749939.22105636
3921,250,87,5622,25717068.98836679,24020110.42218336,42922658.2657475
3921,281,83,6299,30487717.03558394,22836466.14494627,46861562.44005136
3921,287,86,6538,35803571.30662848,23412246.30281833,49347605.87636016
3921,292,69,6917,38159989.99107022,17170451.3470617,57809447.64782711
3921,295,77,7125,38229493.9262723,18922352.80020782,63909082.7812162
3921,318,87,7374,45550307.75070965,11411473.36288524,64889474.64838469
3921,322,93,7680,50463299.88825527,8542567.655658623,66957221.0848878
3923,225,100,5442,18118302.46216038,25015321.31273655,38471898.42888281
3923,236,96,5596,23425490.32005272,24828844.07593268,40785965.54708198
3923,242,118,5925,26827006.08122972,27769378.61890038,47699967.11483678
3923,248,103,6004,28810391.73572249,25666050.03914065,49081114.64176129
3923,237,113,6164,30406136.76012098,23930159.53213706,54430792.75178257
3923,246,123,6246,32213036.38061807,27296097.02938294,58299049.55969518
3923,240,112,6146,33500066.62191639,21866730.78490808,57638507.10962422
3923,240,119,5869,34401079.73083942,22430769.19434306,57492697.81179879
3924,378,62,8178,28394275.88667545,38693913.19670012,61794045.42728609
3924,369,85,8128,34138810.1722087,36079722.06170586,62509180.65519397
3924,370,85,8446,38785988.01745404,37393411.02779467,70343937.21930757
3924,364,86,8447,40721352.47149567,36876905.02379866,72256626.04600905
3924,370,92,8683,43132258.22215463,37672836.90341984,78222278.00533926
3924,386,85,8864,44530651.29055995,41778940.00648824,83748661.33124661
3924,383,100,9010,49687290.28470533,33172669.00724013,80878253.35522269
3924,388,96,9105,50724202.95448094,35226955.15411259,81775695.54502906
3925,115,50,2352,8081501.092288456,16148617.61547885,18698096.75208671
3925,117,50,2361,9542551.086400039,15732856.72471445,19057888.67429542
3925,118,50,2298,9752907.511278385,17159122.74678967,21425926.90842119
3925,116,65,2273,10798323.66253548,18404583.10593234,22264792.25310895
3925,118,53,2399,11565167.38977595,20567180.99041126,26982133.51889024
3925,129,43,2450,10693721.52993208,21295675.64548695,29424011.80428832
3925,132,52,2420,12116702.73314578,16366043.1412375,28543337.0290957
3925,143,37,2303,12664782.56733239,17856388.83164369,31266525.57247736
3926,391,96,9769,35847238.93404467,30978952.14348472,61161205.24056333
3926,413,83,9565,40859101.50077724,30415675.05167782,63425097.16283116
3926,411,94,9721,47309644.90099519,30696432.50577859,70214215.48430319
3926,426,99,10081,50889607.69520478,32064551.31803359,72976506.65882671
3926,424,98,10378,55643683.26391423,32066358.11388213,84561356.74615605
3926,431,95,10738,61078697.80630744,34985757.12173054,87513336.26916058
3926,440,99,10882,65542498.96564949,30478836.28969823,87079937.05520917
3926,455,96,11125,71908385.78528824,33656215.29201304,93561454.929829
4509,275,231,4726,28005068.00908184,15802545.89770884,39749012.14438869
4509,316,224,6375,47622057.65112192,1,42596300.31030346
4509,267,88,7160,50974485.39733712,1,46835779.47299101
4509,287,339,7212,54973693.68643552,1,53023239.62605603
4509,324,330,7595,57170857.33089179,1,57107395.44514564
4509,338,88,7891,57902091.75959718,1,66526512.18316605
4509,340,75,7964,64501473.24101953,1,71020606.99528588
4509,353,394,8374,71914641.19764632,1,74851813.33524263
4509,431,333,8711,79516709.02984759,1,81026282.59706169
7022,309,402,7169,22698904.29311976,40072463.51520681,64043339.44772236
7022,338,444,7618,24522187.27500676,42369024.20728575,68791392.36360334
7022,331,485,7799,27936963.5405515,49262585.60901595,72998799.20277441
7022,345,456,8340,27905928.93660448,53151609.41612598,79279816.07893181
7022,364,458,8531,29318003.41619356,63154450.20079751,86588427.48502973
7022,374,478,9164,31366286.30686503,65099511.99874121,106859276.4691471
7022,375,594,9436,34783483.27151763,63923610.8551889,117919455.5421482
7022,385,517,9316,32814040.88267944,65923635.90655413,120487376.9921516
7022,369,472,9327,40918368.86583367,65114404.72931028,112886824.0365555
7022,380,417,8770,34113839.92383921,66367840.98166734,119592469.9415551
7273,474,449,13315,56428669.62665585,34569640.30285212,80335286.47203636
7273,487,436,13709,62180739.50195999,39113300.28696945,87819772.91836476
7273,474,453,13995,63981716.36226007,45616019.64524195,95390947.74199952
7273,487,484,14158,72262136.62787239,52217661.80359557,103551777.1311334
7273,502,464,14291,74784668.02994052,57332552.46661259,113929495.565026
7273,510,510,14542,77137307.28152034,58448289.15108813,134761218.3988071
7273,499,669,14636,85414956.73889902,59133244.19648891,154956231.4186858
7273,523,570,15123,87859457.44833063,57073287.4455765,153364678.9753143
7273,474,571,15593,97952200.63147978,56142261.93497398,156284159.448998
7273,473,599,15413,94240640.44838977,55434140.52755812,162097870.8365605
7993,309,158,6622,16521860.12900446,281191354.7477105,212812787.6254731
7993,310,157,6777,19260563.0648655,284087078.2320728,225883776.274711
7993,298,121,6915,19859424.23959178,275511837.9574463,266384502.7467474
7993,272,140,7010,21168402.73470026,200870769.9796313,296858230.9044336
7993,255,115,7203,23718836.18537949,292107740.8023114,260566709.3389345
7993,242,116,7127,21822416.27996587,56872407.2430471,69884897.6035077
7993,231,143,7377,24176286.24755846,45620936.69030481,73670822.516643
7993,245,127,7565,23344131.16614287,46934481.15151899,75263968.39296094
8155,158,63,4434,24886642.1464585,22423666.14936469,34882863.83200696
8155,161,65,4141,26667788.86466781,23474507.53732428,29530327.62892842
8155,159,64,4154,27204688.48278251,25654950.31907272,37777450.67399973
8155,159,75,4404,29081220.05622296,27487665.88089686,38994652.0865859
8155,159,85,4656,27509222.32283218,30821242.04487699,41242455.47620134
8155,165,80,4789,30479933.16898148,29739880.06359827,42032860.28682583
8155,170,75,4877,30829162.65770309,22537912.28514463,50959734.26214855
8155,170,79,4850,32415060.98416802,19803957.64368748,54380723.26747094
8155,176,73,4856,34796385.90810861,17806105.01459854,51993153.59931739
8155,177,65,4614,33822888.57217322,17447267.40646121,52174160.01734421
9226,166,47,3241,10756443.43434036,12261874.85175892,20168998.29328872
9226,171,44,3216,11824584.67433766,13048120.05562314,22081015.02684847
9226,177,49,3423,13126921.76420147,15251265.6199902,24063940.98127028
9226,191,50,3430,14703813.26670215,16521429.52387469,26252996.83544539
9226,201,50,3403,15216687.25220499,19747778.22172378,28812362.43307313
9226,200,56,3434,16786996.50917478,14250516.02246384,28237845.96548053
9226,200,58,3583,17279537.01010408,12992722.31774635,34997657.92251284
9226,203,66,3676,18913829.92209888,10724372.08065524,36559416.17626385
9226,197,64,3679,20504230.20579886,10346430.73412578,38155983.61766694
9226,206,71,3625,19733182.25955494,11795085.31345465,40582385.33400919
9275,529,381,10928,50279938.71965396,43765581.38490132,67347031.22776425
9275,550,434,10847,57631260.52960259,42739499.79190321,74167855.27649364
9275,568,429,10962,63553050.89524195,49785324.71924844,80520250.77189781
9275,580,485,11309,68321711.75797513,52250636.07028926,86005617.01953229
9275,606,634,11606,79214857.74337658,52057639.62699378,94717612.24628277
9275,553,535,11755,86027923.14111921,52250636.07028926,100590911.0432549
9275,543,494,12701,89803476.67754798,48764092.28311706,118863503.948432
9275,533,457,12839,94620629.10894836,49723255.51135442,124814389.2552717
9275,548,404,12796,101998136.3659773,48243292.83563125,135725962.0367667
9275,551,426,12705,106256665.9263314,45422053.37057313,141098827.8450933
9333,168,111,3209,10056347.38153893,18728111.09342897,20841634.54058529
9333,172,125,3371,11975586.44933597,22011482.96653656,23525798.03933495
9333,197,117,3581,15566783.77017437,21727163.3218015,28626767.742819
9333,203,119,3539,17502813.52853812,22553820.4291616,29624261.61642504
9333,203,126,3576,18827527.5376791,22414407.16924338,39213152.18550622
9333,205,128,3799,21602926.95304474,21551981.71100297,49498713.36297817
9333,186,148,3909,23583594.17019802,20245843.85198702,48665175.30202419
9333,202,130,3876,25875794.50042241,18369192.01945627,53466003.53174844
9333,206,143,3749,24859760.36045215,18974071.96768552,61116375.75516186
9344,172,217,5162,26248487.11955934,27763363.7247229,38586681.85124357
9344,180,288,4916,28848605.031495,31451632.43755069,39907592.1817383
9344,188,247,5241,31366287.2766964,32671680.30521762,43383467.82380373
9344,193,239,5310,34656925.12645309,32200342.25777237,46931110.98749661
9344,198,261,5560,38871812.27500676,33785046.7218167,51580482.59130846
9344,200,263,5772,42559111.1564612,33817051.15713706,61531922.31319275
9344,214,277,6073,46446195.30082455,31941397.28108948,61336986.20715058
9344,217,246,6003,52189536.69376858,31979220.7046499,66397566.31326033
9344,219,243,5865,52668633.39220059,35756713.90382536,70751139.34820221
9345,220,186,6238,26187541.94622702,33862766.09858239,43204954.84223776
9345,228,180,6340,29244456.25399601,35558867.33383178,47648223.70157475
9345,243,185,6352,35344900.22675047,38372659.46377399,52101022.12398621
9345,253,189,6639,42041355.03982495,37930240.81805048,58999036.99138281
9345,260,190,7096,45653658.80084144,39221428.72644634,59092809.01704007
9345,265,215,7065,45311490.65434915,38808940.0467356,62818810.95911057
9345,264,220,7530,45355409.46809103,37483259.11571539,82015698.74515915
9345,272,239,7871,49178255.86160956,38527953.71243072,85414178.9341376
9345,283,274,8181,54542101.26833265,38181714.21383313,86489133.23953263
9345,285,292,8465,57133594.46986517,38618143.18099486,90215788.84794876
9651,164,12,3252,4294419.170324749,33611012.42153285,25774144.53451946
9651,178,8,3603,7682732.617016423,36103378.18856447,31324170.40964619
9651,184,10,4151,14010395.47273756,43041536.31616653,35839280.49779501
9651,200,10,4880,15872670.52498986,38365414.82341511,53651533.24330056
9651,193,7,5212,16934032.64368748,32392191.39055319,38364413.95743782
9651,192,80,5204,18670143.30241281,32105356.00323567,55425143.40190761
9841,434,224,11742,33131145.6769904,64878183.87153623,64304355.9842187
9841,449,239,12390,26321143.00672479,69884022.81560895,71927817.32668458
9841,450,236,13117,30600700.45091579,74219778.10855974,99381106.53455326
9841,483,243,13922,32563604.2366349,86271767.84331913,115185884.9539149
9841,513,254,14190,35255068.6259631,88129369.27818328,107880334.3356313
9841,482,240,13535,40273238.00611652,81933160.27629933,108064507.253092
9841,488,235,14146,45854733.93947688,78015961.89796229,82883280.79681164
9841,507,260,14102,61824119.89817349,69013052.17313801,89403809.16859286
9841,489,278,13990,67556931.83189712,64343896.00930995,101382905.4075003
9930,97,72,2394,5181342.569055825,15146374.47763754,14797094.55768451
9930,107,70,2577,7818657.393484725,15411316.89153318,15870947.13463943
9930,111,75,2712,8490475.103102189,16529017.48453974,18466275.04942214
9930,118,82,2798,9903015.101750473,30911390.78052345,21250669.65077554
9930,120,77,2805,13418827.42993883,30069145.57349959,31154898.95123682
9930,138,57,3020,8860796.484531291,25187767.99906224,35201838.46120573
9930,120,55,2895,10034941.26346648,27287556.69430927,31194657.18838706
9930,112,67,2983,15160369.14435489,26498909.21813328,36409749.85906664
10286,153,634,7101,19334780.38054204,18933099.50165585,46315662.78679204
10286,153,724,7081,18346309.81803359,26676922.73654197,55433198.82129461
10286,156,809,7666,26749622.26611922,32189135.85625338,69962712.99357934
10286,159,858,8204,30640834.98263889,36437198.02659503,76125038.99677277
10286,174,904,8595,34741346.03800858,38106149.80237902,81635851.67998108
10286,191,1004,9159,35425821.98671094,33549971.23489456,93936046.47879493
10286,222,948,9397,33547155.81441775,41188065.39312145,101880107.8878413
10286,205,973,9426,35472845.2306789,39237704.4365538,101912130.7499577
10286,207,976,9474,38409650.77201609,38845591.91399702,101423736.2781495
10374,101,311,4700,16811831.95098337,18465742.61199817,27585952.47159705
10374,99,359,4311,17439508.75547445,20727237.11111111,30658310.37415517
10374,105,371,4377,19918397.74574209,21298467.79001081,33513493.93728035
10374,110,459,4785,21538985.97060016,22596102.16754528,36678053.70850229
10374,124,359,4978,23218733.90923223,23400092.37604758,41725056.17538524
10374,127,380,5275,25176823.45201406,21323683.40571776,49617543.8916599
10374,120,432,5761,26650967.13949716,20996850.23290078,49716466.691741
10374,115,453,5983,27767243.05021627,19904820.10651527,52102251.87016761
10374,125,475,6160,29444081.4947283,20131760.6478778,53385338.77710192
11462,506,722,11034,34040162.80423763,76484381.88705562,93751515.69355737
11462,501,691,11151,37921674.29752973,82087106.45934711,98157488.71760103
11462,528,683,11166,43245137.86552953,88782457.60431872,108395892.8143755
11462,540,661,11260,47228399.21735604,99777529.95756453,121259418.0457218
11462,549,687,11455,51555427.96760949,117673493.6980603,124236007.0398249
11462,551,709,11680,54835075.68824344,112722654.8610013,151792946.0058884
11462,586,694,12414,59154949.99245573,119719901.9046871,164128715.1893079
11462,607,691,12812,63758481.54657508,124186903.5075612,167855904.2049794
11462,631,745,13067,68460429.64879866,126866475.8245894,175305048.0564004
11462,868,1262,12747,70188769.04872938,131379501.7451169,179205998.8497398
11644,120,995,13371,149406511.0404417,14032970.23761489,117777790.3337811
11644,190,1153,14505,167005314.5688193,14191813.09926669,124434294.8830934
11644,222,1173,14803,164650960.6553714,14732830.62139261,130367863.850762
11644,249,1343,16589,178150416.9260273,19463989.07474993,150036837.4242447
11644,238,1379,17056,202638689.1677396,23902158.56072587,149226662.6010746
11644,234,1524,18369,208898838.1822367,26645941.47332049,159793574.7694478
11644,229,1731,20604,243920455.7586594,25660282.45196337,178410642.080123
11644,216,1979,22090,255969380.826279,30249231.62155312,193258869.0271357
11644,220,2184,26415,293669148.9469367,31771186.05607934,221662975.0944427
11644,219,2495,26012,278441046.8096361,32957172.47608306,239015981.6500659
11678,95,80,1913,6969820.242616247,16699558.45221682,17237505.48821472
11678,96,68,1792,6683172.032753784,25628229.52507434,19375934.20503853
11678,94,75,1840,7036764.792824074,28765715.48367802,21986252.80335902
11678,89,97,1987,7435083.266338875,31352853.17251284,23056559.67681299
11678,93,106,2089,8599765.400564341,31046388.39819884,22598890.43274365
11678,95,106,2111,9128329.318025142,28741679.18292106,30832301.03202724
11678,86,105,2089,9262979.736068869,24907738.88832286,30716269.43668897
11678,78,108,1864,9186251.526966747,19735089.91786632,29526203.90592897
11678,77,111,1830,9273024.279602595,17447114.17310422,29725798.11205731
11711,205,224,5476,23964825.18474587,29754078.39490402,39530136.72072688
11711,218,277,5507,29229466.5402896,32353338.00607428,43731004.95677885
11711,221,278,5464,31110597.05410246,32367740.00196844,45845768.81826169
11711,226,259,5420,33190808.73324716,34397534.02733847,49623172.79295079
11711,229,254,5324,36324371.72394566,34352582.34318396,50752826.55763382
11711,237,256,5597,36770884.02789605,34665551.77651899,61246492.21153522
11711,251,225,5860,42191192.04734387,28278728.23719248,64530425.61700797
11711,252,208,5834,42676291.03214551,28261099.6123192,64793962.74524365
13231,69,48,1654,6507924.473421871,12913620.93127365,15151373.95836712
13231,75,51,1716,7366844.961079007,13868860.22177446,17721866.43134124
13231,82,72,1993,10821826.5560371,18936182.59559171,22659579.5705934
13231,106,70,2561,13244421.68423898,18274863.3105907,26698967.97348946
13231,126,78,3039,16230221.16689477,16461717.97604927,34222092.50173189
13231,117,80,3111,15741952.77316504,16451489.16455461,34706678.44573702
30113,218,180,6140,17614457.60674338,52927005.19854183,48850471.28421533
30113,222,188,6478,22177920.57767302,53073028.82910077,51790933.08983002
30113,248,273,7538,27516663.83895985,65048323.32902473,80252902.2063649
30113,253,233,7341,29603074.68024297,46514589.74893552,81130346.47325289
30113,250,265,7406,38789092.44768012,52407335.60460597,76501814.60599148
30113,244,267,7699,44431074.82413321,61186064.92815626,92423144.45030752
30113,282,288,7947,55801443.79375338,47839566.58237868,101901356.8932313
30113,290,286,8071,59703409.03070931,48804524.55307177,104565994.7769414
31703,54,38,1060,3784538.084440051,10095642.03929271,9080983.120209854
31703,57,42,1103,1903688.821725466,11167784.80353643,11394737.95270681
31703,56,55,1139,3124576.563361719,11227428.46316572,11592723.20858678
31703,63,60,1196,3214773.790576845,17409250.01662612,13284516.45287577
31703,65,63,1261,5057772.474452554,16727990.99858915,15644983.21346986
31703,63,55,1407,5437052.188277237,16606213.15236381,18508903.98743748
31703,70,59,1469,6260413.80863071,16390308.32219857,18020431.92911936
31703,74,184,1296,6814726.749053798,16336455.52569951,18219654.68983171
