opeid5_new,ftfac,ptfac,totfteiarep,tuition,statea,eg
1759,593,282,11497,71187896.11836813,63169758.98902575,117846226.4846411
1759,612,268,11781,78952974.17763247,65756866.61308799,126124709.9970009
1759,623,249,12440,84203085.51954074,67467775.2337456,162546627.3303089
1759,629,250,12869,90199948.59212793,62355600.09857394,169135597.6719384
1759,627,280,12653,96602434.90813395,61646168.44897269,189538551.2667444
1759,632,295,12456,96991843.54082184,57943643.21495674,208119485.5699429
1780,625,62,11808,42795559.924608,118613186.5916464,117881750.4380153
1780,616,90,11954,49534305.20454852,83754431.82791801,95182077.09878513
1780,650,83,12007,55185118.86548729,81490321.69359116,97710187.94074412
1780,657,90,12128,61287841.94196911,85421751.37750067,106070171.2325628
1780,668,84,11915,66375289.28661462,90865893.00294843,113485129.4979048
1780,680,84,11416,69484102.18066537,94089660.00968167,121126242.7411969
1780,667,90,11252,70985270.21936671,103633063.5476902,147387221.2586763
1780,661,72,11222,73695913.02410279,107170878.4402457,147741120.4854606
1780,667,66,11137,79037675.37045485,114849086.7637368,157830969.6917917
1780,665,74,10756,79239343.0760594,128570646.056865,174116278.2203552
1808,299,277,8278,27350915.77792984,37846509.45660144,42972783.03044742
1808,296,284,8418,28840447.7798138,38645733.91373513,44331057.0844316
1808,312,312,8595,31431847.87753447,39716270.63722458,46721339.37093639
1808,297,319,8678,33329709.92220026,40591447.43836172,48060014.10269667
1808,309,250,8633,34230682.29820559,46829459.08193093,58339452.7347087
1808,324,276,8969,38134844.20322216,48351834.42327318,61054894.26508008
1808,344,293,9463,39283401.9210344,50395837.44809408,67769351.08810657
1808,350,280,9451,40539190.01447181,48159759.31978237,70363343.5450882
1808,351,291,8936,42031436.57436976,50022616.27085868,74498451.3950392
1808,332,317,9533,44968963.67024871,50396972.15080089,76487594.9383955
1815,179,193,3767,14021317.71366416,19773347.825882,24711347.06538929
1815,174,204,3779,16846305.57698026,19991043.93459381,25125845.23570559
1815,178,197,3686,17117128.0784925,20844704.05688193,27194298.67927987
1815,174,184,3667,16059282.56835462,21070071.53175689,25573045.15009969
1815,177,168,3602,16282853.91552616,21448431.84543965,25300302.38246823
1815,167,177,3769,17793761.97070999,21343077.12369052,26952534.26537578
1815,173,183,4336,21349633.18377433,20505096.26521526,33609935.90870844
1815,179,208,4608,21500171.37937618,18556063.97762909,36100451.23747972
1815,181,217,4486,22087084.23158286,18278372.16049946,37198085.04954042
1815,181,240,4391,21772214.89858745,18369408.29185253,37550614.87442552
1816,249,275,5272,21377371.33088335,26569374.25622634,36974913.2728947
1816,267,263,5366,25703004.49379055,27409218.1607698,35416492.20889936
1816,257,281,5255,26702049.12776257,27306936.83464281,34647060.00172344
1816,253,251,5114,24780000.45847695,27292797.66305082,38077807.45032441
1816,260,275,5144,25986560.88123479,27786464.13820458,36541587.76612767
1816,264,243,5408,28135934.14510679,27842509.72343877,37428468.49227832
1816,280,255,5968,31941986.93856448,26977021.53772134,45661883.94071877
1816,281,266,6028,30525461.90280312,26011213.02491383,48984227.51773283
1816,277,255,5734,29647881.85952284,25171387.54716646,48863252.69188463
1816,279,250,5564,28771610.11876521,24968517.25065896,50189239.11978744
1817,190,250,4655,16485812.46668863,22389674.52956035,29719804.55417004
1817,186,228,4639,19664692.76796938,23224726.49728812,27354557.49473675
1817,182,246,4532,20133398.69306738,23253523.70025682,29492805.82292511
1817,187,235,4605,19409095.64918728,23579801.15969688,30732732.32425149
1817,187,244,4585,20342243.15083468,24385704.84549878,31240729.02777778
1817,192,253,4839,22213243.77595296,24900079.16013619,34679198.27377331
1817,193,266,5255,25332344.64121215,24294525.17910246,38769210.90452656
1817,201,274,5437,25412772.75700358,23046535.4997381,42060371.49339348
1817,201,278,5336,25852538.91392099,21325604.64166835,43481392.66740166
1817,201,289,5051,25254310.06925013,21210935.65940963,43449568.62071674
1827,272,188,6343,26908888.94408117,27492811.80616383,41226603.58240403
1827,264,188,6453,28778212.73075493,27624276.32814612,42245581.16059238
1827,257,190,6564,32171499.47272911,27230020.47825425,45227350.99389193
1827,264,211,6724,36399134.08485401,27666965.39570661,47222084.6452842
1827,281,225,6923,39799529.69079481,27811435.35640544,51234840.50883685
1827,289,221,7095,43252237.03118241,28536139.91047411,65343718.44804338
1827,294,250,7647,46137200.23645749,27659152.43416295,62411622.40785516
1827,298,278,7436,46777555.64649229,27412479.70367836,66432777.01110096
1827,290,264,7378,47635486.90614862,28284995.28752703,71213246.54063597
1827,288,269,7344,47595304.85268822,27469222.59766998,67899463.66515443
1828,302,400,8398,34245968.78031225,34978962.48312888,52505780.27782001
1828,316,428,8492,37205987.23557042,36353134.01298492,55140666.64449006
1828,307,435,8468,39971039.52001385,37140565.32061875,58134782.43117227
1828,318,436,8640,43728183.7173138,38098813.99787104,59464975.98757266
1828,339,424,8876,46969994.4367481,39378276.64496316,62846102.98378784
1828,343,405,9246,50461552.2521205,41158462.2602815,78013580.96194072
1828,343,444,9967,55429825.74777811,41194685.4620759,79921569.01597559
1828,378,431,10381,59195588.83649297,42260336.17510644,86004147.72500168
1828,350,486,10259,58649542.73869626,42965676.10614355,95319137.54779163
1828,348,473,10127,55434905.72451169,42619091.34757704,97764372.41957286
1890,603,154,12264,47597839.99189814,76865008.69665788,92688093.65302277
1890,598,172,11715,50920566.65230467,81063483.38888043,94236145.27997431
1890,588,178,11601,54728246.82280684,83920559.093015,91373935.28854927
1890,577,206,11862,55787947.62036192,92486649.00863409,97806741.44278014
1890,588,213,12106,58222976.95660144,98618485.45311232,110150439.9675081
1890,576,177,12319,58834643.78478136,94909427.43496552,123065710.5517792
1890,611,185,12082,64244350.57748716,75418951.32574682,140050750.4765477
1890,564,195,11191,63142948.00070965,85018149.26266389,138693388.0640545
1915,243,51,5907,15439806.65795654,29481713.86150818,34668905.45340801
1915,273,50,6226,20624126.57915991,32463434.23340768,41581792.68491484
1915,268,45,6190,23192467.96614794,33190254.95953298,43944631.65304812
1915,262,66,6398,26053089.37378345,35451149.13302582,54833367.81519498
1915,268,75,6702,29386037.08703366,33944290.12382569,53717767.8769431
1915,280,55,7472,32866471.90638517,32133009.77501521,55426531.23060286
1915,295,51,7796,37043867.3137081,33118983.02173729,57594171.26839179
1915,292,43,8405,40988332.50110672,32176335.05195661,62210158.36683901
1915,300,55,8729,43492730.96598743,32393357.12786395,65850105.23148993
1926,285,95,6281,16031598.73180251,31136826.14359455,35669857.7456914
1926,293,101,6305,19736453.50077724,34417637.66187652,39093442.01976886
1926,302,121,6656,23509497.11361178,36657555.35259529,44820773.43640172
1926,313,108,6709,25543409.04299304,35148270.79513044,54514999.33060455
1926,309,98,6878,26309383.80132299,33011356.9549118,55647368.62313294
1926,314,96,6874,27794413.84597188,33259608.5708722,57588936.11863849
1926,317,101,6918,29482399.53228913,33340010.50121654,58677709.5512723
1926,305,100,6839,30728926.70594248,33758710.95087355,60852475.90999256
1927,249,27,5021,14946748.26707387,28736569.14141491,35274657.2800419
1927,252,26,5161,16524336.10850061,30082851.23046769,36396535.90660483
1927,253,31,5226,18773846.40133313,31725123.91500236,37963037.60560286
1927,260,26,5445,20566986.05430522,32477115.64459144,40875052.31737462
1927,259,34,5370,22600759.29780008,33872870.77166126,41420403.04607664
1927,261,34,5379,24333530.82710699,32199991.17881522,42203087.02913794
1927,254,27,5304,28009646.5829954,30446060.83843606,49740577.66951372
1927,257,20,5135,28687449.12201777,30603264.68506691,50767439.006936
1927,255,22,4767,28910204.84100432,29986321.00438463,51591376.70712523
1927,261,22,4688,30299007.24695864,30191596.48269802,52826430.77563192
1949,242,260,4995,19097754.5627281,10035089.6476666,39466964.81456137
1949,258,260,5127,21536319.90415484,10745800.50484928,41796620.0324243
1949,259,253,5159,24291926.0310219,11369896.69190997,43764484.50561807
1949,261,277,5100,33650719.2576203,11806925.01486043,44700433.85010307
1949,263,266,5587,27573246.71077487,12466239.65841275,57412261.93735638
1949,266,260,5949,31659076.45881488,14482690.74374831,66558550.56258448
1949,257,244,6107,29242525.31973168,13377542.67820695,63889126.56104691
1949,259,270,6519,30352900.77637537,13575557.02902812,63056489.47343876
1949,266,294,6645,31694081.55240436,13333117.61248817,67711128.23143923
1949,274,283,6471,29523392.36477764,15701807.57329684,73166660.52636692
1963,620,412,12127,28544709.34048898,69292609.94582994,88185564.21744898
1963,631,441,12460,33391949.82041599,67703444.25746822,95832997.85180116
1963,624,479,13735,41815274.73889057,75133613.35806975,103239141.3197908
1963,651,420,13464,47797427.40920687,75573140.93646932,114168322.3597002
1963,664,402,13550,52650434.50647979,75489153.53953771,121423841.3170958
1963,659,412,13796,62226134.39905211,73455417.14963503,120171058.7310844
1963,674,452,14244,64422398.03999391,68137152.84762773,135584041.7627484
1963,681,436,13548,77139338.10841613,68686368.35435252,161482115.1993106
1963,660,487,13593,75885887.30858846,65632078.4102798,156735160.1325443
1976,362,115,8032,17555629.57529907,41356130.38130238,56693119.36621384
1976,359,131,7758,21873169.49539571,41390764.99930725,57675713.72043119
1976,379,157,7434,21652911.09219553,43547081.28598101,63004539.48609421
1976,385,144,7349,25274317.69048223,44157868.4771053,62788205.02063057
1976,380,138,7287,27926916.08752365,45883664.97917511,67594141.35219823
1976,370,105,7010,30379691.39823263,44448028.44637064,70417841.27945052
1976,371,100,7141,32570281.52564037,41733441.33743917,82560625.65755102
1976,375,89,6973,35492976.0204954,43287071.43445019,85679451.09070018
1976,382,99,7329,37862206.17737902,42817021.32306873,84335909.74510847
1976,371,114,7524,39294220.39000405,40890443.5412696,82545523.4434053
1977,418,151,8765,27054768.06976547,48629091.75594755,59949918.82952318
1977,405,169,8913,31375507.46356279,47876793.5596445,61245676.58335023
1977,395,152,8932,34521470.71820086,53296308.25702892,66536722.56786463
1977,404,195,8827,39075498.19969924,53610921.55454177,71751661.03535584
1977,403,191,8809,42272504.6493478,52745831.96951879,72838887.58694917
1977,407,165,8645,47001114.38585597,50319022.92399973,74438957.0894414
1977,418,162,8633,48689146.62407914,46953223.14280886,87266003.08351074
1977,414,158,8698,52531136.5190761,48406903.3883144,88815749.97570288
1977,431,162,8821,58001416.06986685,48778057.85489322,91869844.98366958
1977,427,173,8940,62288496.49602088,46557531.94248445,93392335.73494525
2005,284,3,6308,14728878.55854623,23489316.86239524,32548929.71812483
2005,290,3,6390,19874025.05091748,24655728.20595938,33953275.61149973
2005,286,3,6126,19038774.26775818,29816238.76694715,34396855.14537713
2005,276,6,6566,21493801.52691606,23551594.58403454,42775234.19868545
2005,257,2,6570,21947027.97346411,24454079.89698229,50370709.11721073
2005,261,3,6188,24412861.09378379,21252910.93107934,47860535.30650175
2005,242,44,5998,28460410.62768653,17746989.91306772,45965657.43297175
2006,247,10,4725,9968893.807278994,25072091.36200662,34713244.20413456
2006,245,4,5034,13532175.50186706,25210370.8890494,35996413.5467356
2006,252,13,5050,16025112.49957759,25432596.11027474,37004215.75800892
2006,249,37,5017,15689879.61723608,28548891.25337084,40904061.91341409
2006,250,40,5064,14722798.68566673,30724108.58367971,48792013.72835563
2006,259,34,5129,16541918.18146796,29541503.96567484,50369870.21307279
2006,243,18,4869,15045320.9580292,20135628.3353947,48516810.49853
2006,239,17,4941,15894740.00772168,20859917.80163557,35899599.16006015
2006,230,32,5081,17466937.52637537,17999022.90155279,45656159.02612192
2006,220,21,4886,20229391.63256961,15588083.20679575,35463484.41826338
2013,143,95,2849,9369305.259022709,12370120.64083198,19163784.56195086
2013,139,110,3467,9539232.323440457,12637132.67487834,20111895.5918576
2013,145,91,3353,9273325.897159705,12717646.13583063,21021279.31536395
2013,137,93,3137,8654856.671727156,14623774.05329143,21095101.90967153
2013,139,103,3123,7855416.912028588,17710903.45749696,23755361.00473101
2013,130,55,3480,9332808.564781021,11450263.70832489,22025494.12038727
2013,128,61,3314,10062608.61288524,11979263.08007232,23972929.09570154
2013,117,62,3334,10310143.52346073,11031918.21695053,24674410.06770411
2013,140,71,3160,10446021.74802311,9670526.15510104,24398876.12538017
2017,294,102,7660,17844490.9403555,25871746.42427007,32109788.13261185
2017,301,113,8014,20745671.66585563,25976476.57461476,34439068.99556468
2017,306,105,7905,20913173.18200865,26343400.63674304,35441478.9444022
2017,303,91,7521,20851840.07612699,31622583.64389869,38705657.85463132
2017,317,99,7357,20344195.42138923,41942565.10664199,63375480.58977088
2017,326,110,7457,21102961.42312111,42167647.4510932,61835216.7087473
2017,309,103,7768,22640489.40984049,28853534.6843657,53503805.61901865
2017,318,127,7901,24750580.62376656,30206696.75718099,56836991.9107867
2017,300,138,7769,26972179.16967424,26055949.40650345,52500301.70039199
2017,291,140,7445,29379727.36411868,22392602.45047648,51535835.43420519
2021,288,226,9552,25041530.0357698,28017699.09288828,40472246.43409536
2021,314,229,9381,27358529.92404197,28637905.28631049,42393075.05551331
2021,334,258,8787,28517578.30781968,29032695.51328906,43612408.1574581
2021,329,218,8371,28320624.95252095,33950415.57877973,45290962.23366957
2021,356,191,8024,26643905.79726784,47844413.79958265,61776066.69328703
2021,387,197,7881,28540066.75770478,46048924.24519295,62191750.96737294
2021,365,134,8061,31114584.03087828,32558568.8721445,63040807.30013179
2021,310,134,7977,32854779.61934813,32363997.4226987,60611874.32390511
2021,297,140,7769,36598149.30165247,29076657.96944275,59317943.73238544
2021,254,123,7701,38820370.47930183,25327377.16491788,56205687.93695931
2062,165,143,2088,18694859.45496249,20087438.3842846,32267464.28712152
2062,192,161,2043,19541490.23945661,20372402.96688294,32119570.82167478
2062,193,173,5388,20714493.52686537,21597706.35076203,35449481.99289504
2062,207,143,4241,22297900.35653217,30171975.8241839,39483196.88225703
2062,216,144,4539,21375914.64416058,32229765.97180826,42475712.44717322
2062,231,177,4706,24113874.68918964,30121543.62293863,42029916.84860773
2062,230,172,4783,20507418.04152305,33586070.29827318,45191723.26856075
2062,227,185,4717,20339652.73123648,34747817.72276291,44630736.91845769
2062,217,193,4518,20185592.10808665,34895348.47127602,53166008.50252602
2068,126,110,3016,9842407.429736076,18129605.84681671,27959715.78457015
2068,131,109,3155,7829489.440093606,18493054.03330292,27749710.43864895
2068,132,129,3407,6812174.152879156,20174615.55660313,28784729.99758381
2068,134,130,3224,5972953.849908759,29509901.04054305,31515020.61611246
2068,144,162,3132,4048100.42829143,30853701.33111145,33567488.3291599
2068,163,140,3337,5135258.121857258,33150208.68246485,39485124.90702724
2068,160,174,3398,3868148.216967423,34203578.42081475,43345257.43752535
2068,158,156,3302,3437922.291269599,36394244.19506961,50806583.34082691
2068,153,142,3150,1078307.042621317,36798789.95583265,39877231.61059576
2068,155,152,2901,3788900.385957353,36919452.49597864,35887655.68669742
2072,240,101,4839,20372702.6447773,23672467.57758854,33545759.25724013
2072,229,119,4750,23096896.90329312,24089185.69191842,35375422.75973236
2072,234,119,4505,23552329.71621553,25636963.82642268,37028203.56719722
2072,241,113,4478,23867242.69162273,28772278.33258144,38630390.21157745
2072,234,112,4604,23939427.24074074,30161511.34366551,38948659.7733678
2072,243,117,4751,24791466.774804,30888120.64655143,40809470.38024635
2072,243,119,4993,24147361.99667985,27674939.34925824,47193768.47867667
2072,246,122,5079,23951527.82678596,31505258.29350838,48496916.34756859
2072,248,123,4945,24683617.64676264,32461315.15185692,50457111.39426196
2072,246,134,5221,25304558.97236584,32441045.67615402,52000407.93798999
2091,309,200,6231,30328256.39134732,24674803.81924168,38655596.12897067
2091,324,181,6462,33223595.8224858,25210855.80473607,40258182.34387672
2091,334,172,6994,35972506.23355129,26738755.3055809,43092502.89449851
2091,338,153,6953,37715177.8015173,31934644.34523689,46852181.261177
2091,364,169,7297,40315759.29284941,33620765.04582319,55628012.72858374
2091,380,277,7674,41049023.57861922,36441585.54372803,63098037.04947282
2091,381,192,7987,40449510.67721006,32729162.21071573,62262207.27698365
2091,400,210,8260,41242525.30406021,37425399.94581305,61550399.5405177
2091,402,225,8385,46350921.97620133,38402040.50522945,69150688.70198026
2091,405,258,8381,48493641.22702082,38931482.12008313,72203862.37014227
2099,614,672,14811,80297704.53648789,56079571.06516964,92558931.51072079
2099,625,636,15175,87058630.82976818,57167598.69747736,100609387.3007485
2099,665,583,15629,93273028.04922783,61217260.52411124,110572089.6743714
2099,695,596,16569,97910703.48667714,73872684.18852223,121763546.0918998
2099,729,648,17353,103999600.6471006,79727509.63749492,126817905.699581
2099,789,705,18641,110439531.1826,84021738.69070187,140607494.7842238
2099,823,724,19028,111102148.1019786,75102303.32201271,159291344.6832674
2099,831,759,19412,118696075.169632,86102798.97229825,163532457.0419877
2099,842,831,19404,120882784.0318836,88181414.30900243,183249053.2152271
2099,849,796,19670,123872233.9598287,88573921.55292815,174445496.2085192
2102,149,157,2419,30206837.38273013,20273405.48978609,39864988.45933867
2102,149,176,3640,33314735.72579582,20654712.15118106,41786393.16059239
2102,160,186,2383,37822008.60661665,22024457.37064916,41270782.31095397
2102,168,201,2407,38693006.40436605,25450000.70410077,45116288.81451067
2102,167,187,2748,44707166.41949682,27003688.99099419,49767693.18488105
2102,171,208,3986,43607135.18428122,28733745.9622871,50759520.33377264
2102,179,196,4274,48062920.68732259,25556922.67334921,61869195.72074378
2102,183,223,4780,47636632.27700054,28823430.14870573,61680780.76085597
2102,183,216,4767,48763510.38429305,29406673.15899567,59393082.38786665
2102,198,207,4799,48180845.39350162,29543614.31874324,64169083.90426467
2106,179,52,3405,13163620.18336882,20786255.2295046,31912920.12247398
2106,181,81,3427,16891190.34277,21170982.48615335,37780528.91877872
2106,186,99,3491,18393214.74257401,22618126.06820256,36362494.82540044
2106,190,101,3724,13511051.60472425,27752833.29567112,35083403.62372431
2106,184,109,3624,11657015.26998851,29945006.18788017,41571671.52470262
2106,187,123,3813,12539983.69637909,30506794.58852899,45117413.81890375
2106,190,122,4110,10065458.9472915,27889090.72430049,44412315.37587862
2106,207,137,4384,11855655.16204548,30569515.5231059,47872668.86681366
2106,216,150,4528,15780856.58887537,31468697.59039605,51756624.3351666
2106,225,129,4415,17804526.12912273,31250843.39917038,56671556.13545891
2183,259,303,7744,31318874.16051636,36461299.306054,46486686.73049304
2183,263,358,7779,43190103.81441774,36330658.17090768,50854471.6743799
2183,274,467,7695,44294251.01398182,41997104.54375338,57601371.2965075
2183,293,288,8040,46445545.51380441,46699321.28926737,61546578.40490673
2183,300,289,8373,49313551.21751656,49612187.51298492,73684260.50015207
2183,307,367,8731,53120987.96034401,42599567.67220026,68215094.31577791
2183,305,261,9266,57714163.65505879,35091734.47522134,64194308.24845397
2183,310,353,9598,62967438.58690693,41895720.31164673,71116905.43167071
2183,317,418,9753,68038419.16466443,42171375.48289233,74903473.34300655
2183,322,455,9803,73304635.52635847,42463764.12465362,72133022.97713909
2184,169,116,4361,14843693.01551095,24439733.18147641,25714159.49424675
2184,167,85,4671,16771142.67571472,26549918.46904569,26989889.26038287
2184,167,87,5050,18082620.4262723,28750736.43811672,31294492.59979048
2184,175,96,5036,19770919.36812314,30745976.34148587,34403029.09189983
2184,177,91,5175,21476356.20017234,33036008.12875946,38024459.93597087
2184,185,167,5319,24336418.01510543,28528350.22488341,34442525.47457927
2184,181,198,5472,26055507.1633972,23879527.54562888,44096317.15916464
2184,187,237,5138,28274386.30213402,28898235.18219451,49303956.67574006
2184,185,193,5011,29173413.19640443,29858827.94187618,52168395.33966106
2188,278,286,7351,27464813.74424675,32575357.62304846,49591262.43127365
2188,297,373,10405,35688118.7006201,43881306.51352561,63105838.37304001
2188,321,398,8461,38051621.03341275,48258179.74721208,70214809.02110367
2188,322,417,8515,39124266.17030785,50952204.49136591,75839808.68037814
2188,339,434,8583,45585384.61182076,45181795.10479183,70740402.34506792
2188,332,429,8497,46247479.76192045,36480303.15181468,78812008.21768552
2188,334,447,8304,47353837.20718437,44426150.99025074,85694852.98274025
2188,338,425,8098,50559953.28292274,44279655.05181298,90326844.2385104
2188,341,440,8028,52231068.75250068,45499175.33121283,90766563.84352189
2190,167,96,4408,18765325.46288693,22355840.99226987,28201176.64125439
2190,168,234,4628,21050088.15630914,24651367.84410482,31614831.78173155
2190,174,213,4654,22824918.36278386,26636963.74429744,33646878.72538185
2190,183,232,4660,23589157.12295553,28910413.35474959,42467281.70304474
2190,181,202,4807,24476797.22707151,25127488.13005204,38892887.6805809
2190,180,200,4935,25956701.71291227,20781967.60500304,40728452.60697992
2190,182,232,5139,28101183.14733712,25149115.36967761,44026242.96311503
2190,188,234,5317,29353477.90816775,24645529.45923729,48905483.9990369
2190,196,226,5427,33106977.47916666,25684858.94879528,42968011.46009056
2210,331,183,7180,43816012.61631522,39685500.79724249,61248000.29932076
2210,341,204,7267,47174538.662206,49428426.77385779,72491112.84528758
2210,356,217,7054,51194489.70471749,53719930.60090565,81893531.99655312
2210,360,226,7777,56852485.93680725,58320810.63605028,85507123.69363341
2210,366,246,8473,58308202.82819681,64169863.64868883,94898000.88172477
2210,369,244,8727,59607776.86847796,54190298.81697756,87771679.95039199
2210,370,220,8244,63562749.2089754,60072326.09630981,108527041.1713301
2210,376,270,8288,69913205.04163288,54232001.56603136,119861460.4316031
2210,381,257,8093,72644250.18896998,54303769.08765882,123344124.893282
2210,376,286,8058,74503416.93167071,55515088.47296567,121793364.5273047
2259,752,482,19462,114292903.0185945,72669081.75145309,133082488.783117
2259,770,428,18647,134022129.305809,74448931.80511624,144454702.3720093
2259,765,480,18424,138191483.8412155,67083077.07203805,153074814.8046178
2259,770,436,18002,142751437.9622364,82319624.50093774,153662014.726911
2259,753,486,17596,150008019.8548172,76182001.07265477,156890433.0449108
2259,756,532,18371,155199533.0153166,73673818.32575527,208984501.4477815
2259,765,603,18739,157838152.2629427,73732597.86563091,209751024.1608374
2259,783,518,18459,162305210.1160364,62669626.6481059,242186652.3287713
2259,760,532,18396,163381818.9537544,64519753.59257569,214261855.352967
2260,480,339,9696,65030203.96947654,46387016.19042309,93853364.47489186
2260,466,342,9825,68923929.51908454,48570038.72362462,92994069.63232461
2260,551,272,10652,78163271.52492227,47541919.51491112,100016819.3618039
2260,568,286,9225,82369642.5841866,42622089.09635206,104921693.0409232
2260,576,273,11608,91964773.04832387,52642791.26542646,111060359.0379325
2260,577,297,11886,98464390.88586442,48712788.20346715,122218872.2233712
2260,614,291,11982,98815442.68773654,47154948.06846445,132714420.3199682
2260,558,356,12224,103923106.1673594,47152426.50689375,116227668.1168475
2260,543,293,12020,108574123.5750118,40077603.62148553,144996103.9473591
2260,617,371,11955,110996423.8744762,42990496.03065018,149005792.2342778
2268,828,560,18516,100085006.2660009,54438090.73286699,129299510.217694
2268,881,556,19989,122499280.5381775,59729490.70583265,137885564.1121333
2268,905,606,20737,134459801.5967914,55001659.74391727,147011091.5571523
2268,924,638,20955,149507718.7632384,67188172.84881048,181885760.2838858
2268,982,544,21521,173229495.4471732,62089963.28541497,199634599.6352139
2268,1037,473,22139,181597104.5230806,60147488.02774398,216262437.0875405
2268,1049,545,22257,189968670.5109911,60106658.12692619,221701354.2313801
2268,1055,558,22210,206720785.0649922,51088196.18619897,231910501.4251149
2268,1070,532,22283,211994912.3411986,53763573.01270613,245543715.8689511
2301,297,112,8302,35911832.61300351,43471849.52668796,53379453.84032846
2301,292,135,8617,44837143.2201524,44043244.10708975,56848740.44804339
2301,313,160,8537,48064304.63669235,39722063.44001757,60257337.91790855
2301,320,132,8426,50799166.07048357,48869512.95339956,62877146.31621721
2301,333,132,8410,51258193.0784756,45226341.39943228,65625943.25701202
2301,320,149,8589,53579593.09168863,43786820.69197756,76715868.99789639
2301,313,170,8612,54356638.4751453,43766423.19853339,78489610.08373885
2301,315,187,8570,59271077.60109995,37200695.83559746,78190348.24703467
2301,325,163,8259,59970432.70273215,39612724.65098675,79200376.22130981
2314,236,7,7392,33160252.25616721,25351587.06549067,43228988.23350061
2314,244,5,7648,35738399.60817113,25151316.88689511,44233063.38280616
2314,259,386,7779,39215038.50752737,26870439.97928494,47209831.79571337
2314,267,387,7861,41453989.27636692,24660194.27943363,50651826.37875101
2314,280,403,7992,47537002.46984827,30046346.77757502,55061927.00511962
2314,287,381,8239,51270471.14366213,27775777.5663017,58462021.96333469
2314,289,420,8823,56088742.76046735,26874125.33850365,75141779.33823331
2314,297,472,9185,65697931.90019262,22850682.90304812,76838001.80240436
2314,301,466,9022,68181959.05707623,24882673.59647878,80472654.3575882
2326,292,212,6462,43433899.05521762,23508713.48986212,54512282.83292781
2326,296,217,6228,43994461.58901054,24489213.00831306,56242462.00297377
2326,291,223,6243,48478961.85935388,24181776.46296296,56366600.41876182
2326,289,194,6257,52988677.74540416,22027780.98276561,59460362.49972965
2326,293,190,6320,57395591.50587996,26776075.38665855,69847256.50824547
2326,295,194,6363,58034710.38091376,24777252.92619627,80070249.01466611
2326,307,202,6544,57170590.62726412,23958715.24709381,83349248.88794267
2326,306,228,6653,60053899.30021627,23980051.53730738,85505184.03088672
2326,313,228,6727,68370203.32664233,20381977.14220059,88589247.79812111
2326,316,257,6713,71244783.51723439,21566141.2490538,92751764.05251418
2327,213,156,4894,27181464.90071641,20246200.74993241,34242807.13003514
2327,215,180,4940,28620694.65875912,21055040.11530143,36447233.84164639
2327,222,183,5108,34005198.44356582,20435317.86773452,39672892.98938902
2327,232,194,5220,37817605.57218167,18615914.2113409,42615361.37611517
2327,230,212,5547,40897790.01392268,22631985.92835901,48861075.42045147
2327,246,225,5825,45394898.09211949,20942539.67599351,59680514.22147878
2327,258,238,6400,50519487.06886996,20242321.42443904,60768665.02237091
2327,271,240,6749,55199893.27662881,20267537.04014599,64480209.68815896
2327,279,253,6801,59844415.72357394,17226145.85333874,72134118.88659096
2327,288,263,6821,64889478.52771018,18937898.22729116,70056740.0848878
2336,179,95,4408,16548914.54499527,19751069.82940491,30105877.936765
2336,175,99,4253,17812893.83421195,21980259.24547175,33203147.89781022
2336,172,87,5228,18297809.52088402,20975513.94268721,32666831.1483509
2336,161,108,4293,19211390.67457421,22539851.94789132,33841296.94147067
2336,158,116,4219,19993074.76148959,22944271.63057583,36534518.66524737
2336,160,111,4434,19018394.23127872,20259778.38915923,41802642.68525277
2336,162,111,4666,21380903.45674507,19914518.42024871,44223341.79311976
2336,143,104,4594,21350838.6841714,16757717.30001352,39537116.59712084
2336,134,106,4317,20431438.54224114,16913860.15112193,40433240.78609084
2360,470,207,13169,52915142.22118308,48925542.0515004,77563110.77615571
2360,492,227,13134,60293447.64943227,52614322.83529332,90260267.25439307
2360,493,214,13019,62954664.93788861,53321329.9064612,93312326.58630711
2360,505,260,13422,65146483.84164639,57641928.67470938,99832502.90929981
2360,500,263,13541,67449833.35333873,58474043.99303865,104757306.6231414
2360,497,236,13683,62560913.40031089,52166260.74080832,121928171.0881995
2360,465,239,14141,68344987.71093538,50575737.28852392,119972021.2081644
2360,448,300,14179,71421292.82718302,45863326.64544471,119080746.1760611
2360,437,319,13941,76004715.89760746,45584015.2099216,126710409.5901595
2367,277,133,7016,20718482.44330393,28618174.0670198,40312716.93183124
2367,288,168,6877,26713036.34739118,30067683.06778859,43806314.30258177
2367,288,171,6663,27953450.67389835,31077277.52743985,47587686.8272506
2367,294,211,6579,27064115.30454177,32918017.47404704,48200620.2552041
2367,286,180,6559,27221227.98702352,33074160.32515544,49433275.93072452
2367,279,156,6668,30528352.97012706,29418865.87902135,59209176.17403352
2367,287,183,6786,29486754.07515544,28393754.11739659,60602823.85752906
2367,280,176,6501,30196670.64044336,25123482.72648013,55885564.05758312
2367,267,178,6097,30364451.4680319,24984796.84009191,60499051.90058124
2375,119,76,3464,11688156.55538659,15648844.11216714,20364146.79240166
2375,126,75,3950,13237229.41477426,16219460.88780751,22437049.82231684
2375,129,68,3695,13062659.76757232,16253404.98587456,23698800.43903758
2375,126,82,3674,13054901.11658556,17127223.05325764,23325415.36030008
2375,120,80,3755,13570851.40720465,17347374.77500676,24605592.77311435
2375,114,92,3749,13006409.54791836,15559975.55393349,29229748.76121925
