fy,state_abbrev,fips,y,x1,x2,x3,x4,x5,MD,decade,state,region_compact,state_name,yfte,MDSREB,lnnetut,lnfte,lnperinc
2018,MS,28,900155008,818640576,130279,,112992,2986530,0,4,MS,1,MISSISSIPPI,6909.4404,0,20.523155,11.777433,11.635073
1980,MO,29,303600000,79800000,120468,3734286080,46120,4921966,0,1,MO,3,MISSOURI,2520.1714,,18.195034,11.69914,10.739002
1981,MO,29,332400000,90800000,130240,3883404032,51517,4932069,0,1,MO,3,MISSOURI,2552.2112,,18.324169,11.777134,10.849668
1982,MO,29,318700000,107700000,134973,4161786880,55084,4929456,0,1,MO,3,MISSOURI,2361.2129,,18.49486,11.81283,10.916615
1983,MO,29,334200000,131700000,134852,4626820096,58758,4943735,0,1,MO,3,MISSOURI,2478.2725,,18.696037,11.811934,10.981183
1984,MO,29,340800000,144600000,134278,5070330880,65189,4975276,0,1,MO,3,MISSOURI,2538.0181,,18.789482,11.807668,11.085046
1985,MO,29,376000000,146600000,128545,5484597248,69744,5000260,0,1,MO,3,MISSOURI,2925.0457,,18.803219,11.764034,11.152587
1986,MO,29,454200000,161700000,126222,5835299840,73417,5023055,0,1,MO,3,MISSOURI,3598.4219,,18.901253,11.745797,11.203911
1987,MO,29,456700000,168300000,127802,6404476928,77346,5056702,0,1,MO,3,MISSOURI,3573.4966,,18.941259,11.758238,11.256044
1988,MO,29,495300000,187200000,128890,7051064832,82132,5081737,0,1,MO,3,MISSOURI,3842.8118,,19.047688,11.766715,11.316083
1989,MO,29,534400000,209000000,138906,7532764160,88040,5095844,0,1,MO,3,MISSOURI,3847.2061,,19.157845,11.841553,11.385547
1990,MO,29,577299968,231700000,146683,7938084864,91909,5128880,0,2,MO,3,MISSOURI,3935.6978,,19.260954,11.896029,11.428555
1991,MO,29,596200000,273700000,154247,8230906880,95964,5170800,0,2,MO,3,MISSOURI,3865.2292,,19.427544,11.94631,11.471728
1992,MO,29,557600000,313600000,150971,8629763072,102139,5217101,0,2,MO,3,MISSOURI,3693.4246,,19.563629,11.924843,11.53409
1993,MO,29,589100032,363700000,155436,9152350208,106821,5271175,0,2,MO,3,MISSOURI,3789.9846,,19.71184,11.953989,11.57891
1994,MO,29,602300032,379100000,149800,9843994624,113391,5324497,0,2,MO,3,MISSOURI,4020.6946,,19.753311,11.917056,11.638597
1995,MO,29,648400000,395400000,146776,11434803200,119590,5378247,0,2,MO,3,MISSOURI,4417.6157,,19.795408,11.896663,11.691825
1996,MO,29,697900032,457400000,146566,11687364608,126668,5431553,0,2,MO,3,MISSOURI,4761.6777,,19.941069,11.895231,11.749325
1997,MO,29,749200000,338000000,146221,12595322880,134328,5481193,0,2,MO,3,MISSOURI,5123.751,,19.638556,11.892875,11.80804
1998,MO,29,816300032,344000000,148155,13319541760,141158,5521765,0,2,MO,3,MISSOURI,5509.7705,,19.656153,11.906014,11.857635
1999,MO,29,891200000,350190976,151121,14027724800,146923,5561948,0,2,MO,3,MISSOURI,5897.2612,,19.673988,11.925837,11.897664
2000,MO,29,990075456,365954432,154631,14313873408,157009,5607285,0,3,MO,3,MISSOURI,6402.8267,,19.718019,11.948797,11.964059
2001,MO,29,1007745088,399148864,156588,14516324352,161989,5641142,0,3,MO,3,MISSOURI,6435.647,,19.804846,11.961373,11.995284
2002,MO,29,877690816,415882720,163408,15123432448,165666,5674825,0,3,MO,3,MISSOURI,5371.1616,,19.845913,12.004005,12.017729
2003,MO,29,890581376,510849888,166014,14495629312,171751,5709403,0,3,MO,3,MISSOURI,5364.4956,,20.051586,12.019828,12.053801
2004,MO,29,905182720,573032000,167742,16255378432,180802,5747741,0,3,MO,3,MISSOURI,5396.2793,,20.166452,12.030183,12.105158
2005,MO,29,925045632,684138432,158958,17374263296,187529,5790300,0,3,MO,3,MISSOURI,5819.4341,,20.34367,11.976396,12.141688
2006,MO,29,926756480,693098944,160918,18311735296,198792,5842704,0,3,MO,3,MISSOURI,5759.1846,,20.356684,11.98865,12.200014
2007,MO,29,978771904,696067776,163354,19171166208,208404,5887612,0,3,MO,3,MISSOURI,5991.7231,,20.360958,12.003675,12.247233
2008,MO,29,1021705152,744495168,164160,19872542720,219503,5923916,0,3,MO,3,MISSOURI,6223.8374,,20.428217,12.008596,12.299121
2009,MO,29,1108459008,821042624,177751,19219437568,215682,5961088,0,3,MO,3,MISSOURI,6236.021,,20.526085,12.088139,12.28156
2010,MO,29,1085179392,774460288,191608,18969733120,220788,5995976,0,4,MO,3,MISSOURI,5663.5391,,20.467676,12.163207,12.304958
2011,MO,29,1000997696,936931712,197890,19641849856,230430,6009641,0,4,MO,3,MISSOURI,5058.354,,20.658121,12.195467,12.347702
2012,MO,29,933329408,1009363264,196360,20410744832,241763,6024081,0,4,MO,3,MISSOURI,4753.1543,,20.732586,12.187705,12.395713
2013,MO,29,931239680,1032026240,196659,20909856768,243582,6040658,0,4,MO,3,MISSOURI,4735.3018,,20.754789,12.189226,12.403209
2014,MO,29,954236544,1093890304,196831,21060698112,253000,6056293,0,4,MO,3,MISSOURI,4847.9995,,20.813005,12.190101,12.441145
2015,MO,29,1031361088,1101696256,186936,22169257984,261667,6071745,0,4,MO,3,MISSOURI,5517.188,,20.820116,12.138521,12.474828
2016,MO,29,1035360640,1093528576,192781,22429511680,269881,6087203,0,4,MO,3,MISSOURI,5370.6572,,20.812675,12.169311,12.505736
2017,MO,29,1011797312,1010249600,195255,23338813440,279433,6108612,0,4,MO,3,MISSOURI,5181.9277,,20.733463,12.182062,12.540518
2018,MO,29,988536576,1035531648,186862,,292513,6126452,0,4,MO,3,MISSOURI,5290.1958,,20.758181,12.138125,12.586265
1980,MT,30,60500000,14000000,25452,786756992,7211,788752,0,1,MT,2,MONTANA,2377.0234,,16.454567,10.144549,8.8833628
1981,MT,30,66500000,14800000,27137,866267008,8194,795325,0,1,MT,2,MONTANA,2450.5288,,16.510138,10.208653,9.011157
1982,MT,30,83700000,15000000,28071,967883008,8636,803984,0,1,MT,2,MONTANA,2981.7249,,16.523561,10.242493,9.063695
1983,MT,30,95300000,15400000,29042,963158976,9077,814029,0,1,MT,2,MONTANA,3281.4543,,16.549877,10.276499,9.1134987
1984,MT,30,103600000,16800000,29288,1050286016,9603,820904,0,1,MT,2,MONTANA,3537.2849,,16.636889,10.284933,9.1698313
1985,MT,30,107300000,17500000,28333,1142048000,9738,822320,0,1,MT,2,MONTANA,3787.1033,,16.677711,10.251782,9.1837912
1986,MT,30,106100000,19200000,27840,1126766976,10126,813738,0,1,MT,2,MONTANA,3811.0632,,16.77042,10.234229,9.2228613
1987,MT,30,101100000,22400000,26965,1116900992,10398,805064,0,1,MT,2,MONTANA,3749.3047,,16.924572,10.202295,9.2493687
1988,MT,30,105100000,20800000,25918,1238185984,10688,800200,0,1,MT,2,MONTANA,4055.0969,,16.850464,10.162693,9.2768764
1989,MT,30,105300000,21200000,26585,1256875008,11776,799634,0,1,MT,2,MONTANA,3960.8801,,16.869513,10.188103,9.3738184
1990,MT,30,109600000,29100000,27471,1434151936,12378,800204,0,2,MT,2,MONTANA,3989.6619,,17.186249,10.220886,9.4236755
1991,MT,30,115900000,31400000,28054,1269931008,13196,809680,0,2,MT,2,MONTANA,4131.3184,,17.262318,10.241886,9.487669
1992,MT,30,130200000,35100000,28666,1598040960,14014,825770,0,2,MT,2,MONTANA,4541.9663,,17.373713,10.263467,9.5478125
1993,MT,30,123200000,46000000,29310,1584226048,15163,844761,0,2,MT,2,MONTANA,4203.3438,,17.644152,10.285684,9.6266136
1994,MT,30,117500000,56800000,29700,1670738944,15585,861306,0,2,MT,2,MONTANA,3956.229,,17.855047,10.298903,9.6540642
1995,MT,30,123300000,65400000,32088,1772754944,16416,876553,0,2,MT,2,MONTANA,3842.5579,,17.996033,10.376238,9.7060118
1996,MT,30,122600000,76900000,32370,1782110976,17203,886254,0,2,MT,2,MONTANA,3787.4575,,18.158016,10.384987,9.7528391
1997,MT,30,125700000,84300000,33105,1931091968,17939,889865,0,2,MT,2,MONTANA,3797.0095,,18.249893,10.407439,9.7947321
1998,MT,30,127000000,92400000,33431,2016243968,19182,892431,0,2,MT,2,MONTANA,3798.8694,,18.341637,10.417239,9.8617277
1999,MT,30,130500000,96061144,33545,2041456000,19592,897507,0,2,MT,2,MONTANA,3890.2966,,18.380495,10.420643,9.8828764
2000,MT,30,138132528,98670184,33578,2131838976,20872,903773,0,3,MT,2,MONTANA,4113.7808,,18.407293,10.421626,9.9461641
2001,MT,30,141721888,97784632,33660,2267034624,21753,906961,0,3,MT,2,MONTANA,4210.3945,,18.398277,10.424066,9.9875069
2002,MT,30,149837696,106225480,34333,2135181952,22360,911667,0,3,MT,2,MONTANA,4364.2471,,18.481075,10.443862,10.015029
2003,MT,30,146034000,128285424,34975,2234530816,23981,919630,0,3,MT,2,MONTANA,4175.3823,,18.669767,10.462389,10.085017
2004,MT,30,150576416,135238192,35785,2431334912,25968,930009,0,3,MT,2,MONTANA,4207.8081,,18.722548,10.485284,10.16462
2005,MT,30,152582000,147629552,35259,2722702080,28001,940102,0,3,MT,2,MONTANA,4327.4624,,18.810217,10.470476,10.239996
2006,MT,30,172767008,159219888,35429,3019674880,30402,952692,0,3,MT,2,MONTANA,4876.4292,,18.885798,10.475286,10.322264
2007,MT,30,171368688,170343696,35293,3271504896,32717,964706,0,3,MT,2,MONTANA,4855.6001,,18.953329,10.47144,10.39565
2008,MT,30,196547872,172667632,35556,3448015872,34421,976415,0,3,MT,2,MONTANA,5527.8398,,18.966879,10.478865,10.446423
2009,MT,30,207471408,181819568,36388,3487845120,33712,983982,0,3,MT,2,MONTANA,5701.6436,,19.018526,10.501994,10.42561
2010,MT,30,209496704,196219488,38909,3218860032,35562,990722,0,4,MT,2,MONTANA,5384.2734,,19.094744,10.568981,10.479033
2011,MT,30,209541872,211982720,40961,3434611968,38078,997221,0,4,MT,2,MONTANA,5115.6436,,19.172016,10.620376,10.547392
2012,MT,30,202105312,220141472,40847,3621720064,40471,1003754,0,4,MT,2,MONTANA,4947.8618,,19.209782,10.617589,10.608341
2013,MT,30,202187824,227989504,40169,3852583936,40721,1013564,0,4,MT,2,MONTANA,5033.4292,,19.24481,10.600851,10.614499
2014,MT,30,227006128,236322320,39484,3929012992,42818,1021891,0,4,MT,2,MONTANA,5749.3193,,19.280706,10.583651,10.664714
2015,MT,30,239403024,239845856,38732,4175329024,44831,1030503,0,4,MT,2,MONTANA,6181.0137,,19.295507,10.564422,10.710655
2016,MT,30,259866192,242275360,37954,3974456064,45508,1040863,0,4,MT,2,MONTANA,6846.8726,,19.305586,10.54413,10.725643
2017,MT,30,249254896,252541024,38076,4084047104,47718,1053090,0,4,MT,2,MONTANA,6546.2471,,19.347084,10.547339,10.773064
2018,MT,30,241493600,257907328,37371,,50500,1062305,0,4,MT,2,MONTANA,6462.0586,,19.368111,10.52865,10.829729
1980,NE,31,161100000,35700000,56360,1512300032,14758,1572296,0,1,NE,3,NEBRASKA,2858.4102,,17.390661,10.939515,9.5995407
1981,NE,31,176300000,40200000,59389,1528899968,17141,1578517,0,1,NE,3,NEBRASKA,2968.5632,,17.509378,10.991864,9.7492285
1982,NE,31,191000000,45300000,61200,1646535936,18421,1581776,0,1,NE,3,NEBRASKA,3120.915,,17.628819,11.021902,9.8212461
1983,NE,31,196100000,50800000,61603,1830779008,19047,1584293,0,1,NE,3,NEBRASKA,3183.2866,,17.743406,11.028466,9.8546648
1984,NE,31,206600000,53800000,61143,1978695040,21215,1588638,0,1,NE,3,NEBRASKA,3378.9641,,17.800783,11.02097,9.9624634
1985,NE,31,213200000,54200000,60972,2009569024,22348,1584661,0,1,NE,3,NEBRASKA,3496.687,,17.808191,11.01817,10.014492
1986,NE,31,210400000,62100000,61399,2138381056,23000,1574328,0,1,NE,3,NEBRASKA,3426.7659,,17.944256,11.025148,10.043249
1987,NE,31,215000000,64000000,61297,2319624960,24066,1566544,0,1,NE,3,NEBRASKA,3507.5127,,17.974394,11.023486,10.088555
1988,NE,31,227500000,65800000,61658,2495058944,25727,1571477,0,1,NE,3,NEBRASKA,3689.7078,,18.002131,11.029358,10.155296
1989,NE,31,253600000,72100000,62403,2708965888,27306,1574858,0,1,NE,3,NEBRASKA,4063.9072,,18.093565,11.041368,10.214862
1990,NE,31,293200000,78500000,64502,2864258048,29240,1581660,0,2,NE,3,NEBRASKA,4545.5957,,18.17861,11.074451,10.283293
1991,NE,31,327500000,85000000,65881,3114210048,30305,1595919,0,2,NE,3,NEBRASKA,4971.084,,18.258162,11.095605,10.319068
1992,NE,31,339400000,93200000,68032,3226841088,32208,1611687,0,2,NE,3,NEBRASKA,4988.8286,,18.350258,11.127733,10.379971
1993,NE,31,353800000,98500000,69631,3420045056,33289,1625590,0,2,NE,3,NEBRASKA,5081.0703,,18.405567,11.150965,10.412982
1994,NE,31,357900000,105200000,68401,3716859904,35431,1639041,0,2,NE,3,NEBRASKA,5232.3799,,18.471375,11.133142,10.475343
1995,NE,31,368000000,111300000,67240,3924943104,37436,1656992,0,2,NE,3,NEBRASKA,5472.9326,,18.52774,11.116024,10.530388
1996,NE,31,385300000,117300000,66490,4181433088,40790,1673740,0,2,NE,3,NEBRASKA,5794.8564,,18.580246,11.104807,10.616192
1997,NE,31,401800000,120600000,64423,4492416000,42018,1686418,0,2,NE,3,NEBRASKA,6236.9028,,18.60799,11.073226,10.645853
1998,NE,31,415400000,139176192,64441,4575640064,44861,1695816,0,2,NE,3,NEBRASKA,6446.2065,,18.751251,11.073505,10.711324
1999,NE,31,442000000,149092976,64583,4623912960,46969,1704764,0,2,NE,3,NEBRASKA,6843.9063,,18.82008,11.075706,10.757243
2000,NE,31,467500000,157906144,64860,4972967936,49736,1713820,0,3,NE,3,NEBRASKA,7207.832,,18.877512,11.079987,10.814485
2001,NE,31,489500000,168647920,65725,5206924288,51962,1719836,0,3,NE,3,NEBRASKA,7447.6987,,18.943323,11.093235,10.858268
2002,NE,31,512800000,185186720,67683,5316341248,52768,1728292,0,3,NE,3,NEBRASKA,7576.4961,,19.036875,11.12259,10.87366
2003,NE,31,533314432,199578432,68672,5782233600,56024,1738643,0,3,NE,3,NEBRASKA,7766.1118,,19.111717,11.137096,10.933536
2004,NE,31,509188768,234913408,71310,6307884032,58602,1749370,0,3,NE,3,NEBRASKA,7140.4961,,19.274727,11.174792,10.978524
2005,NE,31,519741664,233148320,71932,6586237952,60790,1761497,0,3,NE,3,NEBRASKA,7225.4585,,19.267185,11.183476,11.015181
2006,NE,31,564842368,258668080,72622,6874573824,63584,1772693,0,3,NE,3,NEBRASKA,7777.8408,,19.371056,11.193023,11.060117
2007,NE,31,604025664,243112000,73940,7210509824,68466,1783440,0,3,NE,3,NEBRASKA,8169.1328,,19.309032,11.211009,11.134092
2008,NE,31,635032832,284690240,75451,7508042240,72260,1796378,0,3,NE,3,NEBRASKA,8416.4932,,19.466913,11.231238,11.188026
2009,NE,31,651703744,307693152,77825.078,7352002048,71174,1812683,0,3,NE,3,NEBRASKA,8373.9551,,19.544613,11.262219,11.172883
2010,NE,31,641402176,288899840,83206,7369089024,74864,1829536,0,4,NE,3,NEBRASKA,7708.605,,19.48159,11.329075,11.223429
2011,NE,31,653935360,385278048,84384,7800548864,83614,1840538,0,4,NE,3,NEBRASKA,7749.5186,,19.769476,11.343133,11.333966
2012,NE,31,650437312,413827680,83861,8124862976,86294,1853323,0,4,NE,3,NEBRASKA,7756.1357,,19.84096,11.336916,11.365516
2013,NE,31,659571392,426227616,81175,8697819136,86914,1865414,0,4,NE,3,NEBRASKA,8125.3022,,19.870483,11.304362,11.372674
2014,NE,31,688183040,442669664,79704,9185340416,91999,1879522,0,4,NE,3,NEBRASKA,8634.2344,,19.908335,11.286075,11.429533
2015,NE,31,717028032,440056576,78469,9576939520,95687,1891507,0,4,NE,3,NEBRASKA,9137.7236,,19.902414,11.270459,11.468838
2016,NE,31,747592384,461018752,76442,9704585216,94731,1905924,0,4,NE,3,NEBRASKA,9779.8643,,19.94895,11.244287,11.458797
2017,NE,31,753553856,469865024,76899,9814666240,97151,1917575,0,4,NE,3,NEBRASKA,9799.2676,,19.967957,11.250248,11.484022
2018,NE,31,745710144,496473280,76792,,102759,1929268,0,4,NE,3,NEBRASKA,9710.7793,,20.023041,11.248856,11.540142
1980,NV,32,58300000,11900000,19367,776761024,9683,810215,0,1,NV,2,NEVADA,3010.2751,,16.292049,9.8713255,9.1781273
1981,NV,32,64100000,13200000,21022,882342016,11012,847656,0,1,NV,2,NEVADA,3049.1865,,16.395727,9.9533243,9.3067408
1982,NV,32,68600000,17700000,21797,1017035008,11762,881538,0,1,NV,2,NEVADA,3147.2222,,16.689075,9.9895277,9.3726292
1983,NV,32,71900000,20100000,23227,1081703936,12530,901978,0,1,NV,2,NEVADA,3095.5354,,16.816231,10.053071,9.4358807
1984,NV,32,75400000,23800000,22747,1232898944,13652,924921,0,1,NV,2,NEVADA,3314.7229,,16.985197,10.032188,9.5216417
1985,NV,32,78600000,24600000,22403,1351104000,14799,951032,0,1,NV,2,NEVADA,3508.4587,,17.018257,10.016951,9.6023149
1986,NV,32,94400000,23200000,21282,1501121024,15989,980614,0,1,NV,2,NEVADA,4435.6733,,16.959663,9.9656172,9.679656
1987,NV,32,102400000,23200000,22155,1633472000,17474,1023374,0,1,NV,2,NEVADA,4621.9814,,16.959663,10.005818,9.7684698
1988,NV,32,112600000,24500000,23875,1781528960,19843,1075023,0,1,NV,2,NEVADA,4716.2305,,17.014183,10.080587,9.895607
1989,NV,32,121900000,28500000,25734,2007501056,22353,1137382,0,1,NV,2,NEVADA,4736.9238,,17.165415,10.155568,10.014716
1990,NV,32,146600000,32600000,28085,2314512896,25043,1220695,0,2,NV,2,NEVADA,5219.8682,,17.299824,10.24299,10.128349
1991,NV,32,163800000,39900000,30620,2493737984,27515,1296171,0,2,NV,2,NEVADA,5349.4448,,17.501886,10.329409,10.222486
1992,NV,32,191800000,30800000,33544,2702821888,30479,1351367,0,2,NV,2,NEVADA,5717.8633,,17.243025,10.420613,10.324793
1993,NV,32,207600000,36700000,35131,3119249920,32966,1411215,0,2,NV,2,NEVADA,5909.311,,17.418287,10.466839,10.403232
1994,NV,32,194200000,38900000,34672,3429936128,36486,1499298,0,2,NV,2,NEVADA,5601.0615,,17.476505,10.453688,10.504683
1995,NV,32,194900000,42100000,34903,3927614976,40138,1581578,0,2,NV,2,NEVADA,5584.0474,,17.555559,10.460328,10.600079
1996,NV,32,224600000,41500000,36584,4266097920,44435,1666320,0,2,NV,2,NEVADA,6139.2959,,17.541204,10.507366,10.701783
1997,NV,32,237600000,61000000,39601,4567339008,48573,1764104,0,2,NV,2,NEVADA,5999.8486,,17.926384,10.58661,10.790823
1998,NV,32,292527456,67944184,42013,4764141056,54281,1853191,0,2,NV,2,NEVADA,6962.7842,,18.034197,10.645735,10.90193
1999,NV,32,290629344,75521736,44199,5290739200,58607,1934718,0,2,NV,2,NEVADA,6575.4731,,18.139931,10.696458,10.978609
2000,NV,32,306211008,84651496,46809,5824823808,64340,2018741,0,3,NV,2,NEVADA,6541.7124,,18.254053,10.753831,11.071937
2001,NV,32,316589856,91020296,48107,5926995456,67862,2098399,0,3,NV,2,NEVADA,6580.9521,,18.326593,10.781183,11.125232
2002,NV,32,347166176,99826400,49953,6432564224,69627,2173791,0,3,NV,2,NEVADA,6949.8564,,18.418943,10.818838,11.150908
2003,NV,32,356852576,111376656,54037,6523872256,74202,2248850,0,3,NV,2,NEVADA,6603.856,,18.528429,10.897425,11.214546
2004,NV,32,479847712,119748912,57219,7971597824,82501,2346222,0,3,NV,2,NEVADA,8386.1602,,18.600908,10.954641,11.320565
2005,NV,32,502023872,133367360,59746,9043569664,92671,2432143,0,3,NV,2,NEVADA,8402.6357,,18.708618,10.997857,11.43681
2006,NV,32,555541184,141580512,60948,9763849216,100384,2522658,0,3,NV,2,NEVADA,9115.0029,,18.768379,11.017776,11.516758
2007,NV,32,593775744,144828352,61323,10443895808,104565,2601072,0,3,NV,2,NEVADA,9682.7578,,18.791059,11.023911,11.557564
2008,NV,32,620032576,160289072,63324,10587743232,102786,2653630,0,3,NV,2,NEVADA,9791.4307,,18.89249,11.05602,11.540404
2009,NV,32,623227264,178663392,65665,10132795392,96859,2684665,0,3,NV,2,NEVADA,9491.0117,,19.001015,11.092321,11.481011
2010,NV,32,581263936,193177184,68799,10135060480,100606,2702464,0,4,NV,2,NEVADA,8448.7266,,19.079119,11.138945,11.518968
2011,NV,32,550168576,215092096,69169,10214320128,104579,2712799,0,4,NV,2,NEVADA,7953.9761,,19.186577,11.144308,11.557698
2012,NV,32,473148320,233758768,65238,10620291072,108825,2744566,0,4,NV,2,NEVADA,7252.6489,,19.2698,11.085797,11.597496
2013,NV,32,472368032,242574000,65917,10817782784,109055,2776972,0,4,NV,2,NEVADA,7166.1035,,19.306818,11.096151,11.599607
2014,NV,32,485640576,252737536,64497,10997962752,116945,2819012,0,4,NV,2,NEVADA,7529.6616,,19.347862,11.074374,11.669459
2015,NV,32,487293568,268113792,66924,11850297344,126408,2868666,0,4,NV,2,NEVADA,7281.2979,,19.406921,11.111313,11.74727
2016,NV,32,538609216,285118752,68959,12571201536,131294,2919772,0,4,NV,2,NEVADA,7810.5718,,19.468416,11.141268,11.785194
2017,NV,32,570958208,299896960,69104,13361940480,139449,2972405,0,4,NV,2,NEVADA,8262.3037,,19.51895,11.143368,11.845454
2018,NV,32,622020992,307243296,70437,,149219,3034392,0,4,NV,2,NEVADA,8830.8838,,19.54315,11.162474,11.91317
1980,NH,33,29800000,33800000,19415,681518976,9278,924250,0,1,NH,4,NEW HAMPSHIRE,1534.8958,,17.335972,9.8738012,9.1354017
1981,NH,33,32900000,39700000,19803,731534016,10517,936621,0,1,NH,4,NEW HAMPSHIRE,1661.3644,,17.496862,9.893589,9.2607479
1982,NH,33,39300000,51400000,20714,859235008,11580,947720,0,1,NH,4,NEW HAMPSHIRE,1897.2676,,17.755148,9.9385653,9.3570347
1983,NH,33,35200000,55000000,20634,911548992,12713,958134,0,1,NH,4,NEW HAMPSHIRE,1705.9222,,17.822844,9.9346952,9.4503803
1984,NH,33,41100000,60200000,20902,1067208000,14376,976863,0,1,NH,4,NEW HAMPSHIRE,1966.319,,17.913183,9.9476004,9.5733156
1985,NH,33,42600000,60800000,21441,1124205952,15842,996753,0,1,NH,4,NEW HAMPSHIRE,1986.8477,,17.9231,9.9730606,9.6704197
1986,NH,33,50200000,63300000,20674,1248606976,17509,1025054,0,1,NH,4,NEW HAMPSHIRE,2428.1707,,17.963396,9.9366322,9.7704706
1987,NH,33,55900000,67800000,21385,1483815936,19362,1054289,0,1,NH,4,NEW HAMPSHIRE,2613.9817,,18.032072,9.9704447,9.871068
1988,NH,33,66600000,73600000,23874,1597104000,21322,1082576,0,1,NH,4,NEW HAMPSHIRE,2789.6458,,18.114155,10.080545,9.967495
1989,NH,33,72400000,84400000,24590,1783054976,22847,1104523,0,1,NH,4,NEW HAMPSHIRE,2944.2864,,18.251078,10.110095,10.036575
1990,NH,33,69000000,81000000,26486,1874642944,23007,1112384,0,2,NH,4,NEW HAMPSHIRE,2605.1499,,18.209959,10.184372,10.043553
1991,NH,33,73000000,95200000,26160,2115736064,23792,1109929,0,2,NH,4,NEW HAMPSHIRE,2790.5198,,18.37149,10.171987,10.077105
1992,NH,33,75200000,111600000,27612,2493669888,24968,1117784,0,2,NH,4,NEW HAMPSHIRE,2723.4536,,18.530432,10.226006,10.12535
1993,NH,33,74000000,122500000,28432,2581844992,25787,1129458,0,2,NH,4,NEW HAMPSHIRE,2602.7012,,18.623621,10.255271,10.157626
1994,NH,33,80000000,130600000,28719,2489524992,27522,1142560,0,2,NH,4,NEW HAMPSHIRE,2785.6123,,18.687651,10.265314,10.222741
1995,NH,33,85000000,139000000,28432,2602622976,29203,1157561,0,2,NH,4,NEW HAMPSHIRE,2989.5891,,18.749985,10.255271,10.282026
1996,NH,33,83000000,160000000,27863,2618777088,30942,1174719,0,2,NH,4,NEW HAMPSHIRE,2978.8608,,18.890684,10.235055,10.339869
1997,NH,33,89000000,169000000,27863,2751584000,33274,1189425,0,2,NH,4,NEW HAMPSHIRE,3194.2002,,18.94541,10.235055,10.412532
1998,NH,33,89000000,175000000,27027,2862860032,36532,1205940,0,2,NH,4,NEW HAMPSHIRE,3293.0032,,18.980297,10.204592,10.505944
1999,NH,33,92000000,178000000,27018,3110087936,38960,1222014,0,2,NH,4,NEW HAMPSHIRE,3405.1372,,18.997293,10.204259,10.570291
2000,NH,33,100700000,179200000,28862,3278374912,43867,1239882,0,3,NH,4,NEW HAMPSHIRE,3489.0166,,19.004013,10.270281,10.688917
2001,NH,33,107600000,193500000,26506,4492065280,46194,1255517,0,3,NH,4,NEW HAMPSHIRE,4059.4583,,19.080788,10.185126,10.740605
2002,NH,33,103347000,205200000,27455,3598862080,47054,1269089,0,3,NH,4,NEW HAMPSHIRE,3764.2324,,19.139496,10.220304,10.759051
2003,NH,33,106872000,165504464,28068,4398078976,48041,1279840,0,3,NH,4,NEW HAMPSHIRE,3807.6101,,18.924509,10.242386,10.77981
2004,NH,33,112446000,157692992,30495,4069670912,50940,1290121,0,3,NH,4,NEW HAMPSHIRE,3687.3586,,18.87616,10.325318,10.838404
2005,NH,33,115367000,201244768,30885,4319776768,52879,1298492,0,3,NH,4,NEW HAMPSHIRE,3735.373,,19.120033,10.338026,10.875762
2006,NH,33,117172000,216296800,31720,4517017088,56586,1308389,0,3,NH,4,NEW HAMPSHIRE,3693.947,,19.192162,10.364702,10.943517
2007,NH,33,123966000,257155680,32092,4742721024,58631,1312540,0,3,NH,4,NEW HAMPSHIRE,3862.8318,,19.365192,10.376362,10.979019
2008,NH,33,133093000,280081760,32982,4962804224,60129,1315906,0,3,NH,4,NEW HAMPSHIRE,4035.3223,,19.450592,10.403717,11.004248
2009,NH,33,138531008,296252864,34311,4987643904,59083,1316102,0,3,NH,4,NEW HAMPSHIRE,4037.51,,19.506723,10.443221,10.986698
2010,NH,33,144610960,328746144,39171,5019681792,61605,1316777,0,4,NH,4,NEW HAMPSHIRE,3691.7864,,19.610796,10.575692,11.028499
2011,NH,33,137555488,356995680,39036,5311293952,64590,1319815,0,4,NH,4,NEW HAMPSHIRE,3523.811,,19.693233,10.57224,11.075815
2012,NH,33,82697776,389877568,39099,5270875136,67529,1323962,0,4,NH,4,NEW HAMPSHIRE,2115.0867,,19.781343,10.573853,11.120313
2013,NH,33,85622352,416200928,39224,5551156224,67320,1326408,0,4,NH,4,NEW HAMPSHIRE,2182.9072,,19.846678,10.577044,11.117212
2014,NH,33,109000000,406697952,36988,5746857984,70225,1333223,0,4,NH,4,NEW HAMPSHIRE,2946.9016,,19.823582,10.518349,11.15946
2015,NH,33,123155000,423652416,38398,6183716864,73212,1336294,0,4,NH,4,NEW HAMPSHIRE,3207.3286,,19.864424,10.55576,11.201115
2016,NH,33,123921072,416814368,36640,6431537152,75817,1342373,0,4,NH,4,NEW HAMPSHIRE,3382.1252,,19.848152,10.508896,11.236078
2017,NH,33,125200056,420398368,38156,6607235072,78822,1349767,0,4,NH,4,NEW HAMPSHIRE,3281.2678,,19.856714,10.549438,11.274947
2018,NH,33,127935616,422238912,37643,,83143,1356458,0,4,NH,4,NEW HAMPSHIRE,3398.6563,,19.861082,10.535902,11.328318
1980,NJ,34,466800000,101000000,171390,8376508928,87047,7376330,0,1,NJ,0,NEW JERSEY,2723.6128,,18.430632,12.051697,11.374204
1981,NJ,34,500700000,118000000,172559,9050790912,97265,7407471,0,1,NJ,0,NEW JERSEY,2901.6162,,18.586195,12.058495,11.485194
1982,NJ,34,553100032,132000000,171609,9916708864,105090,7430970,0,1,NJ,0,NEW JERSEY,3223.0247,,18.698313,12.052974,11.562572
