fy,state_abbrev,fips,y,x1,x2,x3,x4,x5,MD,decade,state,region_compact,state_name,yfte,MDSREB,lnnetut,lnfte,lnperinc
1998,UT,49,470800000,158867152,84598,5162852864,48266,2165960,0,2,UT,2,UTAH,5565.1436,,18.883579,11.345666,10.784483
1999,UT,49,488600000,160457152,85196,5468795904,50851,2203482,0,2,UT,2,UTAH,5735.0112,,18.893538,11.35271,10.836655
2000,UT,49,522519136,162010352,87640,5873125888,54466,2244502,0,3,UT,2,UTAH,5962.1079,,18.903172,11.380993,10.905332
2001,UT,49,554027648,179486320,91953,6040027136,56933,2283715,0,3,UT,2,UTAH,6025.1177,,19.00561,11.429033,10.949631
2002,UT,49,593641088,189461600,98654,6026142208,58605,2324815,0,3,UT,2,UTAH,6017.4053,,19.059696,11.499374,10.978576
2003,UT,49,614006976,249524704,108386,5942855680,60749,2360137,0,3,UT,2,UTAH,5665.0024,,19.335068,11.593454,11.014506
2004,UT,49,614438976,277724352,108636,6621224960,64803,2401580,0,3,UT,2,UTAH,5655.9424,,19.442141,11.595758,11.079107
2005,UT,49,646914112,295270304,107703,7303964160,70862,2457719,0,3,UT,2,UTAH,6006.4634,,19.503403,11.587132,11.168489
2006,UT,49,690227968,317842304,104350,8283152896,79063,2525507,0,3,UT,2,UTAH,6614.5469,,19.577066,11.555506,11.278
2007,UT,49,718208576,332048608,102372,9093004288,86046,2597746,0,3,UT,2,UTAH,7015.6738,,19.620792,11.536368,11.362638
2008,UT,49,812337472,370386528,103320,9371459584,90162,2663029,0,3,UT,2,UTAH,7862.3447,,19.730057,11.545587,11.409364
2009,UT,49,777757504,372251360,107649,8728976384,86696,2723421,0,3,UT,2,UTAH,7224.9395,,19.735081,11.586631,11.370163
2010,UT,49,745139392,464400352,118446,8321478144,89242,2775334,0,4,UT,2,UTAH,6290.9629,,19.956257,11.682213,11.399107
2011,UT,49,734871616,541725888,125073,9057133568,96245,2814216,0,4,UT,2,UTAH,5875.5415,,20.110271,11.736652,11.474652
2012,UT,49,728922624,598688832,126594,9556674560,103121,2853467,0,4,UT,2,UTAH,5757.9556,,20.210253,11.74874,11.543658
2013,UT,49,748758976,619075712,123851,10188214272,106427,2897927,0,4,UT,2,UTAH,6045.6436,,20.243738,11.726834,11.575214
2014,UT,49,798346176,642402496,119692,10315191296,113141,2937399,0,4,UT,2,UTAH,6670.0044,,20.280725,11.692677,11.63639
2015,UT,49,887761280,671912384,120352,10850561024,121885,2982497,0,4,UT,2,UTAH,7376.3735,,20.325638,11.698176,11.710834
2016,UT,49,933251520,716136192,122066,11395728384,128929,3042613,0,4,UT,2,UTAH,7645.4663,,20.389381,11.712317,11.767017
2017,UT,49,978663616,742019712,123075,12608666624,136544,3103118,0,4,UT,2,UTAH,7951.7661,,20.424887,11.72055,11.824402
2018,UT,49,1029936128,778430016,125550,,146423,3161105,0,4,UT,2,UTAH,8203.3945,,20.47279,11.740459,11.894255
1980,VT,50,24700000,29900000,13656,459908992,4505,512524,0,1,VT,4,VERMONT,1808.7288,,17.213369,9.5219345,8.4129429
1981,VT,50,26500000,33600000,14120,505033984,5069,515594,0,1,VT,4,VERMONT,1876.7705,,17.330036,9.5553474,8.530899
1982,VT,50,29800000,37400000,14170,569932032,5502,519108,0,1,VT,4,VERMONT,2103.0347,,17.437181,9.5588827,8.6128674
1983,VT,50,32400000,42200000,13984,597504000,5908,523302,0,1,VT,4,VERMONT,2316.9336,,17.55793,9.5456696,8.684063
1984,VT,50,35100000,47200000,14288,673884032,6496,526658,0,1,VT,4,VERMONT,2456.6069,,17.669905,9.5671749,8.7789421
1985,VT,50,37000000,50600000,14275,744702976,7041,530035,0,1,VT,4,VERMONT,2591.9438,,17.739462,9.5662651,8.8595057
1986,VT,50,42700000,50100000,13942,802753984,7574,534066,0,1,VT,4,VERMONT,3062.6882,,17.729532,9.5426607,8.932477
1987,VT,50,45400000,56000000,14100,987180032,8218,540267,0,1,VT,4,VERMONT,3219.8582,,17.840862,9.5539303,9.014082
1988,VT,50,48500000,62400000,14441,1037350976,8977,549763,0,1,VT,4,VERMONT,3358.4932,,17.949076,9.5778265,9.1024208
1989,VT,50,52700000,68300000,14678,1050508992,9917,557708,0,1,VT,4,VERMONT,3590.4075,,18.039421,9.5941048,9.2020054
1990,VT,50,56100000,77000000,15210,1130962048,10298,564798,0,2,VT,4,VERMONT,3688.363,,18.159315,9.6297083,9.2397051
1991,VT,50,55400000,85100000,15382,1202627968,10499,568606,0,2,VT,4,VERMONT,3601.6123,,18.259338,9.6409531,9.2590351
1992,VT,50,54500000,94200000,15780,1323524992,11242,572751,0,2,VT,4,VERMONT,3453.739,,18.360931,9.6664982,9.3274117
1993,VT,50,52900000,104200000,15595,1354444032,11681,577748,0,2,VT,4,VERMONT,3392.1128,,18.461823,9.654706,9.3657188
1994,VT,50,51700000,108500000,15344,1439726976,12247,583836,0,2,VT,4,VERMONT,3369.3953,,18.50226,9.6384802,9.4130363
1995,VT,50,52400000,109800000,14979,1444108032,12890,589002,0,2,VT,4,VERMONT,3498.231,,18.514172,9.6144047,9.4642067
1996,VT,50,53600000,114600000,14933,1517681024,13586,593701,0,2,VT,4,VERMONT,3589.3657,,18.556959,9.6113291,9.5167952
1997,VT,50,53700000,118000000,14982,1617650048,14333,597239,0,2,VT,4,VERMONT,3584.3013,,18.586195,9.6146049,9.5703201
1998,VT,50,43543544,138093728,15324,1720112000,15411,600416,0,2,VT,4,VERMONT,2841.5259,,18.743443,9.6371756,9.6428366
1999,VT,50,45469160,141757424,16049,1784408960,16394,604683,0,2,VT,4,VERMONT,2833.146,,18.769629,9.6834021,9.7046709
2000,VT,50,62502852,136764528,15571,1875545984,17746,609618,0,3,VT,4,VERMONT,4014.0552,,18.73377,9.6531658,9.7839155
2001,VT,50,66777192,142677616,15914,2249407232,18822,612223,0,3,VT,4,VERMONT,4196.1289,,18.776098,9.6749544,9.842782
2002,VT,50,71128600,148856736,16379,1965132032,19227,615442,0,3,VT,4,VERMONT,4342.6704,,18.818495,9.7037554,9.8640709
2003,VT,50,75125184,150284640,16843,1997223296,19984,617858,0,3,VT,4,VERMONT,4460.3208,,18.828041,9.7316904,9.9026871
2004,VT,50,77222256,165937024,17429,2286182912,21147,619920,0,3,VT,4,VERMONT,4430.6763,,18.927118,9.7658911,9.9592533
2005,VT,50,78008808,182062944,18059,2574760960,21727,621215,0,3,VT,4,VERMONT,4319.6636,,19.019863,9.8013992,9.986311
2006,VT,50,82067784,204118960,18868,2752997120,23109,622892,0,3,VT,4,VERMONT,4349.5752,,19.134214,9.8452225,10.047977
2007,VT,50,85923032,225426000,19381,2934732032,24320,623481,0,3,VT,4,VERMONT,4433.3643,,19.233503,9.8720484,10.099054
2008,VT,50,90801448,244169424,19875,2935600896,25530,624151,0,3,VT,4,VERMONT,4568.6265,,19.313374,9.8972178,10.14761
2009,VT,50,87189480,275974336,20654,2904321024,25164,624817,0,3,VT,4,VERMONT,4221.4331,,19.435818,9.9356642,10.13317
2010,VT,50,93255056,274528256,21778,2953896960,25939,625880,0,4,VT,4,VERMONT,4282.0762,,19.430565,9.9886551,10.163503
2011,VT,50,94227424,287048576,22548,3140119040,27455,626979,0,4,VT,4,VERMONT,4178.9702,,19.475163,10.023401,10.220304
2012,VT,50,90109664,302517344,21791,3215473920,28396,626063,0,4,VT,4,VERMONT,4135.1782,,19.527649,9.9892521,10.254004
2013,VT,50,89340752,307098048,21259,3399212032,28769,626212,0,4,VT,4,VERMONT,4202.4907,,19.542677,9.9645357,10.267054
2014,VT,50,92686200,304676800,20903,3473260032,29887,625218,0,4,VT,4,VERMONT,4434.1099,,19.534761,9.947648,10.305179
2015,VT,50,91247840,315529536,20639,3631382016,30999,625197,0,4,VT,4,VERMONT,4421.1367,,19.569763,9.9349375,10.34171
2016,VT,50,91722392,329297696,20447,3680190976,31679,623644,0,4,VT,4,VERMONT,4485.8608,,19.612473,9.9255915,10.363409
2017,VT,50,93158128,342663296,20662,3774715904,32461,624525,0,4,VT,4,VERMONT,4508.6694,,19.65226,9.9360514,10.387794
2018,VT,50,95533064,346459200,20583,,33929,626299,0,4,VT,4,VERMONT,4641.3574,,19.663275,9.9322205,10.432025
1980,VA,51,433200000,111500000,175197,4574106112,56727,5368334,0,1,VA,1,VIRGINIA,2472.645,0,18.529535,12.073667,10.946006
1981,VA,51,499600000,135300000,181432,5057073152,63698,5444094,0,1,VA,1,VIRGINIA,2753.6487,0,18.723005,12.108636,11.061909
1982,VA,51,529400000,156000000,185937,5510279168,68855,5492785,0,1,VA,1,VIRGINIA,2847.2009,0,18.865366,12.133163,11.139758
1983,VA,51,572300032,184400000,183630,6074071040,74239,5564662,0,1,VA,1,VIRGINIA,3116.5933,0,19.032618,12.120678,11.215045
1984,VA,51,600499968,205900000,182342,6820567040,82638,5643868,0,1,VA,1,VIRGINIA,3293.262,0,19.1429,12.113639,11.322225
1985,VA,51,679200000,230300000,179638,7460430848,89308,5715149,0,1,VA,1,VIRGINIA,3780.9373,0,19.254894,12.098699,11.399846
1986,VA,51,730499968,246900000,179049,8124724224,96342,5811692,0,1,VA,1,VIRGINIA,4079.8887,0,19.324493,12.095415,11.475659
1987,VA,51,866400000,285200000,184121,9155585024,104064,5932273,0,1,VA,1,VIRGINIA,4705.6011,0,19.4687,12.123348,11.552761
1988,VA,51,879000000,299400000,191908,10146409472,113917,6036908,0,1,VA,1,VIRGINIA,4580.3198,0,19.51729,12.164771,11.643226
1989,VA,51,986200000,347000000,198869,11223514112,123237,6120246,0,1,VA,1,VIRGINIA,4959.0435,0,19.664835,12.200401,11.721865
1990,VA,51,1041500032,373100000,211007,11727662080,129558,6216884,0,2,VA,1,VIRGINIA,4935.8555,0,19.737356,12.259646,11.771884
1991,VA,51,1026400000,417800000,215377,12319669248,135042,6301217,0,2,VA,1,VIRGINIA,4765.5972,0,19.850513,12.280146,11.813341
1992,VA,51,922800000,481200000,220348,12726224896,143669,6414307,0,2,VA,1,VIRGINIA,4187.9209,0,19.991793,12.302963,11.875267
1993,VA,51,895600000,550800000,220795,13427641344,150973,6509630,0,2,VA,1,VIRGINIA,4056.2512,0,20.126883,12.30499,11.924856
1994,VA,51,908200000,603699968,218808,14162230272,158883,6593139,0,2,VA,1,VIRGINIA,4150.6709,0,20.218588,12.29595,11.975924
1995,VA,51,925800000,626800000,216673,15269772288,167003,6670693,0,2,VA,1,VIRGINIA,4272.7983,0,20.256138,12.286144,12.025767
1996,VA,51,938099968,664800000,216024,15626510336,175342,6750884,0,2,VA,1,VIRGINIA,4342.5728,0,20.314997,12.283145,12.074493
1997,VA,51,1023600000,670800000,217672,16828226560,186846,6829183,0,2,VA,1,VIRGINIA,4702.4883,0,20.323982,12.290745,12.13804
1998,VA,51,1100499968,688099968,223817,18168723456,200072,6900918,0,2,VA,1,VIRGINIA,4916.9634,0,20.349445,12.318584,12.206432
1999,VA,51,1296077952,699271232,229909,19557644288,214309,7000174,0,2,VA,1,VIRGINIA,5637.3521,0,20.365549,12.345439,12.275174
2000,VA,51,1480258048,652771072,233263,21082951680,232314,7105817,0,3,VA,1,VIRGINIA,6345.876,0,20.296738,12.359921,12.355845
2001,VA,51,1629776000,671445440,236014,22164959232,244411,7198362,0,3,VA,1,VIRGINIA,6905.4209,0,20.324944,12.371647,12.406607
2002,VA,51,1681645952,702005696,246637,22131245056,251068,7286873,0,3,VA,1,VIRGINIA,6818.3037,0,20.369452,12.415673,12.433479
2003,VA,51,1427176960,915458432,254694,22003879936,266237,7366977,0,3,VA,1,VIRGINIA,5603.4966,0,20.634935,12.447818,12.492142
2004,VA,51,1346280960,1011091840,257534,25002305536,285301,7475575,0,3,VA,1,VIRGINIA,5227.5854,0,20.734297,12.458907,12.5613
2005,VA,51,1480521984,1170561792,260813,27659186176,305047,7577105,0,3,VA,1,VIRGINIA,5676.5649,0,20.880749,12.471559,12.628222
2006,VA,51,1594605056,1255004416,265615,30058819584,326087,7673725,0,3,VA,1,VIRGINIA,6003.4448,0,20.950405,12.489803,12.69492
2007,VA,51,1854731008,1340218624,273039,32374024192,343153,7751000,0,3,VA,1,VIRGINIA,6792.916,0,21.016098,12.51737,12.745932
2008,VA,51,1885553280,1486788224,281940,32706639872,355931,7833496,0,3,VA,1,VIRGINIA,6687.7822,0,21.119884,12.54945,12.782493
2009,VA,51,1899464064,1657951360,294436,31464327168,349712,7925937,0,3,VA,1,VIRGINIA,6451.1948,0,21.228849,12.592817,12.764865
2010,VA,51,1802021504,1828423552,312598,31176036352,365041,8023680,0,4,VA,1,VIRGINIA,5764.6611,0,21.326719,12.652674,12.807765
2011,VA,51,1903977856,2070199808,321965,32152971264,387004,8100469,0,4,VA,1,VIRGINIA,5913.6177,0,21.450911,12.682199,12.86619
2012,VA,51,1624026752,2527671040,325517,33176782848,405864,8185229,0,4,VA,1,VIRGINIA,4989.0688,0,21.650564,12.69317,12.913774
2013,VA,51,1712075264,2409965568,320481,35046760448,403199,8253053,0,4,VA,1,VIRGINIA,5342.2051,0,21.602879,12.677578,12.907186
2014,VA,51,1780468352,2368914432,318166,35009056768,421875,8312076,0,4,VA,1,VIRGINIA,5596.0356,0,21.585697,12.670328,12.952464
2015,VA,51,1809790976,2519457024,314066,37366321152,442331,8362907,0,4,VA,1,VIRGINIA,5762.4541,0,21.647308,12.657358,12.999814
2016,VA,51,1861817216,2800214272,310368,38372577280,450870,8410946,0,4,VA,1,VIRGINIA,5998.7407,0,21.752962,12.645514,13.018934
2017,VA,51,2051845120,2832987392,305307,40610164736,468177,8465207,0,4,VA,1,VIRGINIA,6720.5962,0,21.764597,12.629073,13.056602
2018,VA,51,2013572480,2947936768,303300,,492313,8517685,0,4,VA,1,VIRGINIA,6638.8804,0,21.804371,12.622478,13.10687
1980,WA,53,456900000,103500000,163866,4083947008,46242,4154678,0,1,WA,2,WASHINGTON,2788.2539,,18.455082,12.006804,10.741644
1981,WA,53,451800000,107200000,168150,4286841088,51391,4235728,0,1,WA,2,WASHINGTON,2686.8867,,18.490208,12.032612,10.847219
1982,WA,53,443100000,111900000,151683,4821002752,54606,4276551,0,1,WA,2,WASHINGTON,2921.2239,,18.533115,11.929548,10.907899
1983,WA,53,443700000,111000000,150375,5615050240,58282,4300269,0,1,WA,2,WASHINGTON,2950.6235,,18.525042,11.920887,10.973048
1984,WA,53,543800000,131700000,150569,6159997952,62431,4343657,0,1,WA,2,WASHINGTON,3611.6333,,18.696037,11.922176,11.041818
1985,WA,53,558400000,133600000,149298,6328248832,66376,4400096,0,1,WA,2,WASHINGTON,3740.1707,,18.710361,11.913699,11.103091
1986,WA,53,588899968,144900000,148995,7092129792,70876,4452724,0,1,WA,2,WASHINGTON,3952.4814,,18.791553,11.911668,11.168687
1987,WA,53,624200000,144900000,150132,7736854016,75031,4531903,0,1,WA,2,WASHINGTON,4157.6748,,18.791553,11.919271,11.225657
1988,WA,53,668000000,155900000,150412,8285881856,81724,4639894,0,1,WA,2,WASHINGTON,4441.1353,,18.864725,11.921133,11.311103
1989,WA,53,713500032,160900000,149625,9092240384,90313,4746315,0,1,WA,2,WASHINGTON,4768.5884,,18.896294,11.915888,11.411036
1990,WA,53,788099968,172500000,153569,10332029952,99151,4903043,0,2,WA,2,WASHINGTON,5131.895,,18.965908,11.941905,11.504399
1991,WA,53,851699968,189600000,155141,11222190080,106189,5025624,0,2,WA,2,WASHINGTON,5489.8447,,19.060427,11.952089,11.572976
1992,WA,53,870700032,210900000,159388,11905220608,114759,5160757,0,2,WA,2,WASHINGTON,5462.7705,,19.166895,11.979096,11.65059
1993,WA,53,956200000,239400000,174851,12771843072,120677,5278842,0,2,WA,2,WASHINGTON,5468.6563,,19.293646,12.07169,11.700872
1994,WA,53,945000000,258900000,183858,13872522240,126855,5375161,0,2,WA,2,WASHINGTON,5139.8359,,19.371952,12.121919,11.7508
1995,WA,53,923800000,305100000,187135,14815131648,134146,5481027,0,2,WA,2,WASHINGTON,4936.543,,19.53615,12.139585,11.806684
1996,WA,53,984000000,314300000,192375,15466559488,144246,5569753,0,2,WA,2,WASHINGTON,5115.0098,,19.565859,12.167202,11.879275
1997,WA,53,1063200000,330800000,194795,16369782784,155514,5674747,0,2,WA,2,WASHINGTON,5458.0454,,19.617025,12.179703,11.954491
1998,WA,53,1093900032,341500000,195074,17282574336,170382,5769562,0,2,WA,2,WASHINGTON,5607.6157,,19.648859,12.181134,12.045798
1999,WA,53,1128300032,384600000,199809,18118092800,181941,5842564,0,2,WA,2,WASHINGTON,5646.8931,,19.767714,12.205117,12.111438
2000,WA,53,1238034944,290055008,198984,18733864960,194510,5910512,0,3,WA,2,WASHINGTON,6221.7813,,19.48558,12.200979,12.178239
2001,WA,53,1314499968,358704992,204663,18693951488,199204,5985722,0,3,WA,2,WASHINGTON,6422.7534,,19.698011,12.22912,12.202085
2002,WA,53,1349299968,398739008,213147,19513503744,202618,6052349,0,3,WA,2,WASHINGTON,6330.3726,,19.803818,12.269737,12.219078
2003,WA,53,1375255040,463228000,220677,19459307520,210857,6104115,0,3,WA,2,WASHINGTON,6231.9819,,19.95373,12.304456,12.258936
2004,WA,53,1360708992,503368992,220041,21424928768,226360,6178645,0,3,WA,2,WASHINGTON,6183.8882,,20.036835,12.301569,12.329882
2005,WA,53,1411664000,558470976,213801,22974042112,235828,6257305,0,3,WA,2,WASHINGTON,6602.7007,,20.140713,12.272801,12.370858
2006,WA,53,1536328960,575283008,213055,25168807936,257120,6370753,0,3,WA,2,WASHINGTON,7210.9502,,20.170372,12.269305,12.457298
2007,WA,53,1631058944,621774016,214847,27541846016,278687,6461587,0,3,WA,2,WASHINGTON,7591.7231,,20.248087,12.277681,12.537845
2008,WA,53,1768290944,668291968,221264,28589570048,292403,6562231,0,3,WA,2,WASHINGTON,7991.7695,,20.320236,12.307112,12.585888
2009,WA,53,1809447040,719705920,236742,26980749312,279750,6667426,0,3,WA,2,WASHINGTON,7643.1182,,20.394354,12.374726,12.541652
2010,WA,53,1673104000,813477568,254867,26773231616,287760,6742902,0,4,WA,2,WASHINGTON,6564.6162,,20.516829,12.448497,12.569882
2011,WA,53,1592882048,994744704,261485,28409657344,304987,6821655,0,4,WA,2,WASHINGTON,6091.6768,,20.717997,12.474133,12.628024
2012,WA,53,1361782016,1132833152,253902,29433862144,329259,6892876,0,4,WA,2,WASHINGTON,5363.416,,20.847988,12.444704,12.7046
2013,WA,53,1407137024,1278143360,248273,30792951808,336334,6962906,0,4,WA,2,WASHINGTON,5667.7007,,20.968674,12.422284,12.72586
2014,WA,53,1570807040,1333430656,245011,32186992640,363327,7052439,0,4,WA,2,WASHINGTON,6411.1694,,21.011021,12.409059,12.803059
2015,WA,53,1580749952,1378863744,242221,34168995840,385688,7163543,0,4,WA,2,WASHINGTON,6526.0649,,21.044525,12.397606,12.862784
2016,WA,53,1770882048,1372283520,240788,36770738176,407654,7294680,0,4,WA,2,WASHINGTON,7354.5278,,21.039742,12.391672,12.918174
2017,WA,53,1878115968,1317667200,239481,39663423488,434759,7425432,0,4,WA,2,WASHINGTON,7842.4424,,20.999128,12.38623,12.982547
2018,WA,53,1906809984,1374176000,237289,,467399,7535591,0,4,WA,2,WASHINGTON,8035.813,,21.041121,12.377034,13.054938
1980,WV,54,145300000,24700000,53331,1551719936,15633,1951349,0,1,WV,1,WEST VIRGINIA,2724.4941,0,17.022314,10.884274,9.6571398
1981,WV,54,152700000,27300000,55468,1632108032,17051,1954125,0,1,WV,1,WEST VIRGINIA,2752.9387,0,17.122396,10.923561,9.7439642
1982,WV,54,169700000,32000000,56448,1861966976,18069,1949605,0,1,WV,1,WEST VIRGINIA,3006.3066,0,17.281246,10.941075,9.8019533
1983,WV,54,162900000,43800000,56425,1909315968,18550,1945058,0,1,WV,1,WEST VIRGINIA,2887.0181,0,17.595144,10.940667,9.8282251
1984,WV,54,171000000,54200000,56136,2172966912,19941,1927696,0,1,WV,1,WEST VIRGINIA,3046.1736,0,17.808191,10.935533,9.9005327
1985,WV,54,192800000,57000000,53784,2320940032,20766,1906831,0,1,WV,1,WEST VIRGINIA,3584.7092,0,17.858562,10.892732,9.9410725
1986,WV,54,207700000,56900000,51947,2329829888,21261,1882352,0,1,WV,1,WEST VIRGINIA,3998.3059,0,17.856806,10.857979,9.9646301
1987,WV,54,207500000,57300000,52906,2364173056,21785,1857583,0,1,WV,1,WEST VIRGINIA,3922.0505,0,17.863811,10.876272,9.9889765
1988,WV,54,214800000,60700000,53271,2273242112,23238,1830213,0,1,WV,1,WEST VIRGINIA,4032.2126,0,17.921453,10.883147,10.053544
1989,WV,54,225600000,65100000,55594,2459930880,24601,1806570,0,1,WV,1,WEST VIRGINIA,4057.9919,0,17.991436,10.925831,10.110542
1990,WV,54,222000000,81000000,58766,2801477888,26186,1792548,0,2,WV,1,WEST VIRGINIA,3777.6946,0,18.209959,10.981318,10.17298
1991,WV,54,245200000,97200000,60626,2935683072,27308,1798735,0,2,WV,1,WEST VIRGINIA,4044.4695,0,18.392281,11.012479,10.214935
1992,WV,54,250500000,113400000,63284,3007654912,29404,1806451,0,2,WV,1,WEST VIRGINIA,3958.3464,0,18.546432,11.055387,10.288886
1993,WV,54,250200000,118400000,63777,3181413888,30499,1817539,0,2,WV,1,WEST VIRGINIA,3923.0444,0,18.589579,11.063148,10.325449
1994,WV,54,268100000,132200000,62316,3351365888,31821,1820421,0,2,WV,1,WEST VIRGINIA,4302.2661,0,18.699827,11.039973,10.367882
1995,WV,54,277800000,149500000,61519,3573579008,32895,1823700,0,2,WV,1,WEST VIRGINIA,4515.6782,0,18.822807,11.027102,10.401076
1996,WV,54,291500000,147800000,60806,3642757120,34209,1822808,0,2,WV,1,WEST VIRGINIA,4793.9346,0,18.811371,11.015444,10.440244
1997,WV,54,302500000,153500000,60822,3852130048,35630,1819113,0,2,WV,1,WEST VIRGINIA,4973.5293,0,18.849211,11.015707,10.480944
1998,WV,54,316400000,164100000,62026,3952986112,37135,1815609,0,2,WV,1,WEST VIRGINIA,5101.0864,0,18.915987,11.035309,10.522315
1999,WV,54,329700000,176800000,62337,4278788096,38152,1811799,0,2,WV,1,WEST VIRGINIA,5288.9937,0,18.99053,11.040311,10.549334
2000,WV,54,385729696,164178672,62959,4362304000,40353,1807021,0,3,WV,1,WEST VIRGINIA,6126.6807,0,18.916466,11.050239,10.605421
2001,WV,54,409438336,162498640,62902,4464591360,42784,1801481,0,3,WV,1,WEST VIRGINIA,6509.1465,0,18.906179,11.049334,10.663919
2002,WV,54,437204736,186620256,64799,4641349120,44239,1805414,0,3,WV,1,WEST VIRGINIA,6747.0908,0,19.044586,11.079045,10.697362
2003,WV,54,434393824,199790400,67374,4681029632,44870,1812295,0,3,WV,1,WEST VIRGINIA,6447.4995,0,19.11278,11.118014,10.711525
2004,WV,54,405472640,221816048,69466,4967504896,46477,1816438,0,3,WV,1,WEST VIRGINIA,5836.9941,0,19.21736,11.148593,10.746713
2005,WV,54,426408704,255215184,70786,5550746112,48861,1820492,0,3,WV,1,WEST VIRGINIA,6023.9131,0,19.357618,11.167417,10.796735
2006,WV,54,416660832,279062240,71717,5882442240,52194,1827912,0,3,WV,1,WEST VIRGINIA,5809.7915,0,19.446945,11.180483,10.862722
2007,WV,54,455444800,296169984,72679,6101664768,54129,1834052,0,3,WV,1,WEST VIRGINIA,6266.5254,0,19.506445,11.193808,10.899125
2008,WV,54,566498560,319043648,73525,6428071936,57524,1840310,0,3,WV,1,WEST VIRGINIA,7704.8428,0,19.580839,11.20538,10.959957
2009,WV,54,518293568,354007616,74864,6406512128,57949,1847775,0,3,WV,1,WEST VIRGINIA,6923.1348,0,19.68483,11.223429,10.967319
2010,WV,54,523261056,375925792,78798,6471136256,59928,1854214,0,4,WV,1,WEST VIRGINIA,6640.5371,0,19.744902,11.274643,11.000899
2011,WV,54,535119008,403962464,81116,6975261184,63349,1856074,0,4,WV,1,WEST VIRGINIA,6596.96,0,19.816832,11.303636,11.056415
