endyear,opeid5_new,lneg,lnstatea,lntuition,lntotfteiarep,lnftfac,lnptfac
2011,2326,18.264088,16.992733,17.910753,8.8028231,5.7235851,5.4293456
2012,2326,18.29952,16.830162,18.040447,8.8138847,5.7462034,5.4293456
2013,2326,18.345438,16.886635,18.081633,8.811801,5.7557421,5.5490761
2004,2327,17.348988,16.823477,17.118046,8.4957657,5.3612924,5.0498562
2005,2327,17.411377,16.86265,17.169641,8.5051203,5.3706379,5.1929569
2006,2327,17.49618,16.832775,17.342024,8.5385628,5.4026775,5.209486
2007,2327,17.567726,16.739527,17.448286,8.5602531,5.4467373,5.267858
2008,2327,17.704493,16.934875,17.526587,8.6210127,5.4380794,5.3565865
2009,2327,17.904516,16.857292,17.630911,8.6699142,5.5053315,5.4161005
2010,2327,17.922585,16.823286,17.737869,8.7640533,5.5529594,5.4722705
2011,2327,17.981869,16.824532,17.826471,8.8171492,5.602119,5.480639
2012,2327,18.094038,16.66194,17.907259,8.8248253,5.6312118,5.5333896
2013,2327,18.064816,16.756676,17.988195,8.8277617,5.6629605,5.572154
2004,2336,17.22023,16.798717,16.621832,8.3911762,5.187386,4.5538769
2006,2336,17.318155,16.905655,16.695433,8.3553801,5.1647859,4.59512
2007,2336,17.30187,16.858866,16.722292,8.5617838,5.1474943,4.4659081
2008,2336,17.337193,16.930796,16.771013,8.3647413,5.0814042,4.6821313
2009,2336,17.413769,16.94858,16.810896,8.347353,5.0625949,4.7535901
2010,2336,17.54847,16.824148,16.760918,8.3970575,5.0751739,4.7095304
2011,2336,17.604763,16.806959,16.878008,8.4480572,5.0875964,4.7095304
2012,2336,17.49275,16.634369,16.876602,8.4325066,4.9628448,4.6443911
2013,2336,17.515163,16.643644,16.832586,8.3703156,4.89784,4.6634393
2004,2360,18.166603,17.705811,17.784201,9.4856205,6.1527328,5.3327188
2006,2360,18.318209,17.7785,17.914734,9.4829597,6.1984787,5.4249501
2007,2360,18.351463,17.791847,17.957926,9.474165,6.2005091,5.3659759
2008,2360,18.419004,17.869761,17.992149,9.5046501,6.2245584,5.5606818
2009,2360,18.467157,17.884094,18.026896,9.5134773,6.2146082,5.572154
2010,2360,18.618942,17.769947,17.951651,9.5239096,6.20859,5.4638319
2011,2360,18.60277,17.738983,18.040079,9.5568333,6.1420374,5.4764633
2012,2360,18.595312,17.641176,18.084106,9.5595169,6.1047931,5.7037826
2013,2360,18.657415,17.635067,18.146305,9.5425892,6.0799332,5.7651911
2004,2367,17.512178,17.169552,16.846537,8.8559484,5.6240177,4.8903489
2006,2367,17.595289,17.218962,17.100662,8.8359375,5.6629605,5.1239638
2007,2367,17.678085,17.251987,17.146051,8.8043251,5.6629605,5.1416636
2008,2367,17.690882,17.30953,17.11372,8.7916384,5.6835799,5.3518581
2009,2367,17.716135,17.314262,17.119507,8.7885933,5.655992,5.1929569
2010,2367,17.896587,17.197147,17.234167,8.8050756,5.6312118,5.0498562
2011,2367,17.919851,17.16168,17.199451,8.8226166,5.659482,5.209486
2012,2367,17.838818,17.039314,17.223242,8.7797117,5.6347895,5.1704841
2013,2367,17.918139,17.033777,17.228783,8.7155523,5.5872488,5.1817837
2004,2375,16.829287,16.565908,16.274086,8.1501789,4.7791233,4.3307333
2006,2375,16.926224,16.601723,16.398544,8.2814713,4.8362818,4.3174882
2007,2375,16.980934,16.603813,16.385269,8.214736,4.8598123,4.2195077
2008,2375,16.965054,16.656179,16.384674,8.2090359,4.8362818,4.4067192
2009,2375,17.018484,16.668951,16.423435,8.2308435,4.7874918,4.3820267
2010,2375,17.190697,16.560213,16.380953,8.2292442,4.7361984,4.5217886
2011,2375,17.189503,16.535988,16.398983,8.2152767,4.7621741,4.5538769
2012,2375,17.125793,16.43247,16.368422,8.1950579,4.7361984,4.5217886
2013,2375,17.164783,16.459991,16.401617,8.219326,4.7095304,4.7004805
2004,2377,18.226851,17.77663,17.837774,9.5343065,6.253829,4.9052749
2006,2377,18.390947,17.820799,17.895128,9.5189276,6.2480431,5.1179938
2007,2377,18.453999,17.820198,17.983027,9.5354624,6.2971091,5.1647859
2008,2377,18.521505,17.918924,18.036396,9.5573988,6.3279366,5.3278761
2009,2377,18.609095,17.950146,18.087387,9.5693426,6.3135481,5.4553213
2010,2377,18.707199,17.860565,18.003399,9.6047449,6.3153582,5.4071717
2011,2377,18.694027,17.853495,18.054379,9.596487,6.2859979,5.4249501
2012,2377,18.599043,17.758673,17.993116,9.5252972,6.1903152,5.6058021
2013,2377,18.633951,17.780727,17.947083,9.4589958,6.1003189,5.768321
2004,2388,17.926435,17.441422,17.778322,9.1090822,5.9889612,4.59512
2005,2388,17.916367,17.426514,17.939993,9.125762,6.0088134,4.4543471
2006,2388,18.002523,17.412905,18.018478,9.1216183,6.0426331,4.5747108
2008,2388,18.13162,17.702013,18.11194,9.1947193,6.1527328,4.7957907
2009,2388,18.354052,17.753159,18.257656,9.2829399,6.1612072,4.7791233
2010,2388,18.353552,17.535662,18.108669,9.2905369,6.1441855,4.6728287
2011,2388,18.408506,17.483463,18.189791,9.3234015,6.1654177,4.94876
2012,2388,18.48473,17.191523,18.293598,9.3352089,6.1675167,5.0238805
2013,2388,18.504486,17.212919,18.304964,9.3136187,6.2402759,4.94876
2004,2394,17.614555,17.188702,17.402548,8.9572525,5.7137327,4.7874918
2006,2394,17.751427,17.275579,17.511776,8.9752512,5.7990928,4.7361984
2007,2394,17.78771,17.311737,17.591896,8.9686508,5.7776523,4.9052749
2008,2394,17.903198,17.382545,17.628536,8.9733515,5.8636312,5.0875964
2009,2394,17.962322,17.397982,17.67729,9.0001135,5.8318825,4.919981
2010,2394,18.116322,17.295467,17.45059,9.0272589,5.8464389,4.9126549
2011,2394,18.087645,17.264486,17.507483,9.0160275,5.8464389,4.9904327
2012,2394,18.118488,17.184641,17.611233,9.0460548,5.8141303,5.1059456
2013,2394,18.145271,17.177774,17.614302,9.0357485,5.7589016,5.2364421
2004,2396,17.106386,16.957731,15.614938,8.0919333,5.3082676,2.9957323
2005,2396,17.134275,16.924458,15.816565,8.1116285,5.2257466,3.7612002
2006,2396,17.067703,16.972481,15.956387,8.0931568,5.2311087,3.5553482
2007,2396,17.084841,17.029675,16.005823,8.1040993,5.1817837,3.3672957
2008,2396,17.33987,17.156286,16.014156,8.0817842,5.1647859,3.871201
2009,2396,17.297596,17.148956,16.09868,8.0110235,5.1817837,3.7376697
2010,2396,17.166178,17.120258,16.142374,8.0580111,5.2522736,3.6375861
2011,2396,17.296892,17.091282,16.335196,8.1721649,5.220356,3.5553482
2012,2396,17.384571,17.105204,16.424526,8.226841,5.1416636,3.6109178
2013,2396,17.515556,17.077311,16.425062,8.154788,5.1704841,3.8501475
2004,2403,16.969858,16.793974,16.105064,8.1128273,5.0304379,3.4339871
2006,2403,17.080425,16.807573,16.255648,8.1400242,5.1119876,3.871201
2008,2403,17.31506,16.95595,16.449774,8.1244469,5.1929569,4.2484951
2009,2403,17.324551,16.900923,16.488537,8.2071295,5.2626901,4.1896548
2010,2403,17.372408,16.787451,16.549021,8.1562233,5.267858,4.2046928
2011,2403,17.33753,16.701994,16.563641,8.154213,5.2311087,4.2341065
2012,2403,17.37487,16.845076,16.563213,8.103797,5.2149358,4.3438053
2013,2403,17.455795,16.839411,16.671753,8.1031914,5.2257466,4.356709
2004,2422,16.759983,16.367086,15.054196,7.5668283,4.9052749,4.1271343
2006,2422,16.7609,16.368057,15.644153,7.6615272,4.919981,4.2046928
2007,2422,16.806381,16.470974,15.710802,7.6736879,4.8903489,4.1896548
2008,2422,17.032465,16.548304,15.761904,7.6401234,4.919981,4.2626801
2009,2422,17.044044,16.492422,15.854346,7.6764736,4.9126549,4.0943446
2010,2422,17.02964,16.374231,15.923254,7.7621708,4.9052749,3.9512436
2011,2422,17.009058,16.275742,16.025173,7.8450246,4.8751974,3.9702919
2012,2422,17.088543,16.425163,16.079956,7.846199,4.919981,4.2046928
2013,2422,17.11599,16.416155,16.207132,7.8524389,4.8751974,4.4426513
2004,2424,16.748827,16.503754,16.454617,8.1161184,4.7095304,3.3322046
2006,2424,16.866156,16.590332,16.208427,8.0053673,4.7706847,3.6375861
2007,2424,17.005056,16.695061,16.243811,7.9939575,4.8040209,3.2580965
2008,2424,17.079849,16.795626,15.90061,7.9571772,4.919981,3.7841897
2010,2424,17.316031,16.634192,15.791494,7.9186287,4.89784,3.4339871
2011,2424,17.24906,16.577293,15.598103,7.7997532,4.8441873,3.4965076
2012,2424,17.146112,16.675898,15.854481,7.7292957,4.8751974,3.4339871
2013,2424,17.129776,16.687359,15.73488,7.7115488,4.9052749,3.4657359
2004,2479,16.688395,16.549284,15.583434,7.7844734,4.919981,1.7917595
2005,2479,16.723104,16.572971,15.63272,7.7960582,4.882802,1.3862944
2006,2479,16.680643,16.572971,15.636719,7.7685332,4.9126549,3.871201
2007,2479,16.755051,16.597767,15.753202,7.7672639,4.9416423,.69314718
2008,2479,16.847685,16.693834,15.893817,7.7463007,4.9416423,2.0794415
2009,2479,16.862581,16.73913,15.923359,7.7506146,4.9904327,2.1972246
2010,2479,17.033272,16.779125,15.784374,7.8438487,5.0304379,2.0794415
2011,2479,16.99379,16.685678,15.71624,7.8555446,5.0814042,4.5538769
2012,2479,16.975494,16.615856,15.804502,7.8762589,5.1179938,4.59512
2013,2479,16.955832,16.615952,15.760652,7.761745,5.0998664,4.4308167
2004,2495,17.648706,17.438633,16.825548,8.644002,5.872118,3.1354942
2006,2495,17.737247,17.46232,16.971901,8.6490984,5.869297,3.4965076
2007,2495,17.720396,17.485186,16.950407,8.6371069,5.8289456,3.3322046
2008,2495,17.762526,17.526213,16.994017,8.6548662,5.8435445,3.3322046
2009,2495,17.900267,17.564663,16.935781,8.6422386,5.8805332,3.3322046
2010,2495,17.849283,17.564663,16.850454,8.6219139,5.8464389,3.3322046
2011,2495,17.849255,17.511211,16.933893,8.6372843,5.8260002,3.8066626
2012,2495,17.886984,17.44157,17.073017,8.6255093,5.7651911,3.9702919
2013,2495,17.896837,17.441286,17.11763,8.6222734,5.7589016,4.1108737
2004,2496,17.483418,17.127468,17.031956,8.6083126,5.4553213,3.871201
2006,2496,17.601801,17.151154,17.068041,8.5876513,5.4889379,3.2188759
2007,2496,17.271282,17.174503,17.090687,8.5788527,5.4889379,3.0445225
2008,2496,17.705803,17.215305,17.189003,8.6564331,5.4971681,3.2580965
2009,2496,17.73177,17.25392,17.238319,8.7016792,5.521461,4.3040652
2010,2496,17.879374,17.269726,17.252172,8.7343988,5.5490761,4.3694477
2011,2496,17.930168,17.200468,17.281193,8.7335939,5.5834961,4.2046928
2012,2496,17.922735,17.13065,17.359623,8.7361679,5.5683446,4.1743875
2013,2496,17.874233,17.145409,17.37188,8.6906424,5.4553213,3.9318256
2004,2501,17.724102,17.519779,17.439234,8.9663563,6.0063534,1.7917595
2005,2501,17.710812,17.541042,17.466681,8.961751,6.0088134,2.3025851
2006,2501,17.816759,17.540577,17.549955,9.0135956,5.9939613,3.1354942
2007,2501,17.841997,17.562946,17.609331,9.0135956,6.0137153,2.3025851
2008,2501,18.065266,17.614059,17.691956,9.0271387,6.025866,1.9459101
2009,2501,18.128115,17.64496,17.752155,9.0368204,6.075346,1.9459101
2010,2501,18.162546,17.668251,17.785822,9.0694675,6.0730443,1.7917595
2011,2501,18.183069,17.609871,17.917501,9.1386299,6.0497336,1.7917595
2012,2501,18.168362,17.521791,17.995317,9.1705599,6.0161572,1.6094379
2013,2501,18.241753,17.539213,18.049149,9.1777134,5.9814143,1.3862944
2004,2503,18.387182,18.053577,17.762194,9.6321383,6.5875502,5.5984221
2005,2503,18.411098,18.083725,17.868176,9.6404982,6.5889263,5.5333896
2006,2503,18.484907,18.079163,17.982397,9.6545134,6.5916739,5.7037826
2008,2503,18.572248,18.161501,18.139868,9.6753941,6.5778613,5.7990928
2009,2503,18.681314,18.1926,18.183039,9.6722488,6.6039438,5.8777356
2010,2503,18.794651,18.187212,18.343416,9.7139597,6.5998707,5.7268476
2011,2503,18.777662,18.133709,18.361977,9.7292528,6.5510802,5.7525725
2012,2503,18.796494,18.061468,18.393639,9.7223253,6.5539336,5.8081427
2013,2503,18.805828,18.058266,18.437134,9.730978,6.5467854,5.894403
2004,2530,17.359329,16.580671,16.664867,8.3320675,5.0434251,4.6821313
2005,2530,17.412302,16.618053,16.748533,8.3274841,5.1059456,4.7535901
2006,2530,17.464678,16.697449,16.842447,8.3456926,5.0625949,4.8903489
2007,2530,17.481075,16.712467,16.844372,8.3216648,5.0625949,5.0304379
2008,2530,17.552336,16.843519,16.858238,8.3289337,5.0498562,4.7621741
2009,2530,17.707672,16.934885,16.853361,8.3002806,5.0434251,5.0689044
2010,2530,17.381409,16.537376,16.864735,8.3570242,5.0434251,4.919981
2011,2530,17.410231,16.5583,16.926483,8.4244194,5.0172796,5.2626901
2012,2530,17.416994,16.757977,16.99683,8.407155,5.0434251,5.2470241
2013,2530,17.462788,16.758865,16.968187,8.3710108,5.0875964,5.1119876
2004,2551,17.358152,17.206547,16.513845,8.6499739,5.6937323,4.4659081
2005,2551,17.452972,17.19054,16.64183,8.6499739,5.7037826,4.5432949
2006,2551,17.473089,17.229729,16.69619,8.6501493,5.7268476,4.3174882
2007,2551,17.520844,17.311384,16.745562,8.6408262,5.7365723,4.2341065
2008,2551,17.527514,17.328257,16.76544,8.6247911,5.7268476,4.3174882
2009,2551,17.592934,17.359709,16.852554,8.6231737,5.7203116,4.5747108
2010,2551,17.761393,17.371073,16.84297,8.6378164,5.7235851,4.6249728
2011,2551,17.817337,17.364786,16.908215,8.6541691,5.7300997,4.7791233
2012,2551,17.837811,17.362343,17.048264,8.693161,5.7397928,4.7273879
2013,2551,17.884918,17.373705,17.090599,8.7074833,5.7776523,4.7706847
2004,2554,18.105804,17.694773,17.541187,9.3059235,6.1569791,5.7397928
2006,2554,18.221235,17.760344,17.666452,9.3203602,6.1800165,5.8888779
2007,2554,18.280598,17.833351,17.709488,9.3239365,6.2105999,5.9053617
2008,2554,18.31991,17.862305,17.775887,9.3314953,6.1903152,5.971262
2009,2554,18.371853,17.896233,17.829723,9.3516665,6.2065759,6.0112672
2010,2554,18.505688,17.904634,17.89311,9.3796616,6.2105999,5.9889612
2011,2554,18.543079,17.883875,17.96497,9.3932447,6.1862087,5.9763508
2012,2554,18.548475,17.848732,18.031378,9.3958235,6.1590953,6.1355648
2013,2554,18.600843,17.869595,18.091887,9.3988094,6.2186003,6.1717005
2004,2566,16.621492,16.468716,15.754608,8.0362501,4.8441873,4.1271343
2005,2566,16.746252,16.487894,15.915917,8.0449467,4.8520303,4.2904596
2006,2566,16.762186,16.595251,15.903615,8.0232248,4.8441873,4.3174882
2007,2566,16.839872,16.647888,15.949894,8.0291071,4.8751974,4.2484951
2008,2566,17.024622,16.696928,16.038425,8.0542049,4.8903489,4.2904596
2009,2566,17.058163,16.770056,16.098021,8.0478296,4.8362818,4.3820267
2010,2566,17.044672,16.840338,16.116947,8.072155,4.8283138,4.5108595
2011,2566,17.093143,16.837997,16.17865,8.0573778,4.8362818,4.6051702
2012,2566,17.071299,16.755419,16.235668,8.0398026,4.8283138,4.4426513
2013,2566,17.154436,16.764103,16.257864,8.0462294,4.8283138,4.4773369
2004,2590,17.391966,16.179495,17.222546,8.4153824,5.2257466,5.1984968
2005,2590,17.455921,16.214632,17.29664,8.4209023,5.2149358,5.4071717
2006,2590,17.495804,16.234848,17.367428,8.4268303,5.1984968,5.3798971
2008,2590,17.756338,16.329382,17.571011,8.5213842,5.2257466,5.4971681
2009,2590,17.817789,16.372644,17.653824,8.5694065,5.2257466,5.4424176
2010,2590,17.860714,16.373995,17.691433,8.611412,5.2729998,5.5834961
2011,2590,17.910164,16.373995,17.733601,8.5827932,5.2882671,5.556828
2012,2590,17.891207,15.717072,17.848272,8.5803556,5.3327188,5.556828
2013,2590,17.916712,15.764827,17.842953,8.5367994,5.3471074,5.3844953
2004,2591,17.287714,16.19784,17.113134,8.3972826,5.1474943,5.2257466
2005,2591,17.37254,16.219103,17.239883,8.4580803,5.2149358,5.1474943
2006,2591,17.45561,16.239325,17.35758,8.4759541,5.209486,5.1298985
2008,2591,17.692492,16.333464,17.468628,7.9858246,5.2417469,5.2626901
2009,2591,17.735725,16.376619,17.513781,8.5500479,5.2470241,5.4722705
2010,2591,17.753025,16.379461,17.543499,8.5638857,5.2311087,5.4424176
2011,2591,17.803005,16.379461,17.627247,8.5356226,5.2522736,5.3844953
2012,2591,17.820049,15.71876,17.747725,8.5197897,5.2626901,5.4467373
2013,2591,17.849237,15.772207,17.771835,8.4844637,5.2729998,5.5606818
2004,2609,18.148558,17.768272,17.630571,8.9527349,5.9375362,5.9322453
2005,2609,18.223623,17.86986,17.776247,8.9773989,6.075346,5.9269261
2006,2609,18.304079,17.914856,17.892441,9.0472326,6.09131,6.1136823
2007,2609,18.367981,17.895493,17.948334,9.0536861,6.0799332,6.0497336
2008,2609,18.407896,17.937172,18.066811,9.0754366,6.0112672,6.1923623
2009,2609,18.48502,17.962582,18.099207,9.1011953,6.0112672,6.2747622
2010,2609,18.749804,18.108192,18.206141,9.1804991,5.9964519,6.4264884
2011,2609,18.957279,18.151964,18.298267,9.201602,5.9814143,6.4630294
2012,2609,18.972013,18.187162,18.359478,9.2330799,5.9661469,6.4937539
2013,2609,19.101778,18.346066,18.42268,9.282382,5.6629605,6.4232469
2004,2613,17.877832,17.577349,17.331583,8.7178459,5.4553213,5.8833222
2005,2613,17.959517,17.644569,17.389317,8.8515205,5.4889379,5.9814143
2006,2613,18.027075,17.698572,17.410625,8.713418,5.529429,5.8749309
2007,2613,18.064615,17.675999,17.496231,8.6372843,5.4930615,5.9687076
2008,2613,18.114828,17.709061,17.568697,8.6454105,5.5174527,6.0776424
2009,2613,18.131907,17.674503,17.603373,8.7140751,5.4764633,6.0730443
2010,2613,18.264565,17.723131,17.613855,8.774931,5.5093884,6.1527328
2011,2613,18.345869,17.663437,17.642658,8.8477907,5.4930615,6.2383246
2012,2613,18.355925,17.656704,17.682728,8.8279076,5.4971681,6.2934194
2013,2613,18.386059,17.659033,17.774632,8.8286409,5.484797,6.2383246
2004,2617,18.266144,17.97537,17.978611,9.4799089,6.1180973,6.3225651
2005,2617,18.361637,18.053722,18.176447,9.5006189,6.1377273,6.4425402
2006,2617,18.457127,18.132093,18.298338,9.5042028,6.1633148,6.5439119
2007,2617,18.511202,18.106968,18.405163,9.5291576,6.1984787,6.5610309
2008,2617,18.612095,18.156185,18.476061,9.5758162,6.2344108,6.6424866
2009,2617,18.661936,18.144888,18.584957,9.6295767,6.2633982,6.7730803
2010,2617,18.790115,18.120401,18.581188,9.6686506,6.3171649,6.8426833
2011,2617,18.876453,18.149199,18.615213,9.6940622,6.3456364,6.8690143
2012,2617,19.033777,18.126551,18.732658,9.7071075,6.3456364,6.9275579
2013,2617,19.09408,18.119139,18.768118,9.7007589,6.363028,6.9186954
2004,2622,18.24131,17.80287,17.894363,9.252058,5.908083,6.4473057
2005,2622,18.349216,17.928854,17.944021,9.2584639,5.9269261,6.5834093
2006,2622,18.415447,17.906757,18.01368,9.2750034,5.9480348,6.658011
2007,2622,18.416262,17.878605,18.094036,9.3015509,5.908083,6.7522702
2008,2622,18.480103,17.98485,18.224592,9.3398762,5.9269261,6.8200164
2009,2622,18.514757,17.960604,18.29455,9.3823595,5.8998976,6.8211074
2010,2622,18.736298,17.881769,18.331581,9.4453335,5.866468,6.8855095
2011,2622,18.797262,17.887203,18.423559,9.516942,5.8348107,6.9324479
2012,2622,18.84041,17.908461,18.482637,9.5123692,5.8289456,7.0237589
2013,2622,18.829546,17.96694,18.425283,9.4453335,5.8435445,7.0370278
2004,2642,17.84223,17.727934,17.582857,8.749732,5.7868972,5.8260002
2005,2642,17.882549,17.761021,17.614693,8.712924,5.8141303,5.872118
2006,2642,17.878155,17.809265,17.681625,8.7066555,5.8348107,5.8998976
2007,2642,17.898239,17.768066,17.826595,8.7363291,5.8081427,5.9188938
2008,2642,17.966822,17.833092,17.950209,8.8246775,5.817111,5.9889612
2009,2642,18.049555,17.824009,18.073212,8.8206997,5.8406415,6.0014148
2010,2642,18.434553,17.783224,18.086304,8.8413038,5.855072,5.9989367
2011,2642,18.451189,17.806866,18.171257,8.9307585,5.855072,5.9558372
2012,2642,18.498417,17.781389,18.223013,8.9380064,5.8636312,6.0014148
2013,2642,18.515261,17.761021,18.265911,8.932477,5.857933,6.0980744
2004,2651,17.450445,17.364182,15.729172,8.6743679,5.3471074,4.5432949
2005,2651,17.448898,17.435074,15.825314,8.7173548,4.9836068,4.59512
2006,2651,17.559675,17.481125,16.00112,8.7093,5.3844953,5.6312118
2007,2651,17.564459,17.606394,16.017685,8.653471,5.4205351,5.6167712
2008,2651,17.60202,17.763128,16.209389,8.6642332,5.46806,5.5645204
2009,2651,17.785854,17.696568,16.274836,8.6894646,5.0998664,4.8283138
2010,2651,17.772837,17.625153,16.29373,8.8040247,5.4026775,5.6937323
2011,2651,17.749069,17.528078,16.4161,8.8787756,5.3798971,5.5872488
2012,2651,17.761395,17.471521,16.529577,8.8891706,5.3612924,5.9454207
2013,2651,17.802134,17.524828,16.612823,8.8518066,5.1059456,5.1416636
2004,2654,16.642681,16.914766,15.154181,7.2626286,4.8520303,3.583519
2005,2654,16.765003,16.981268,15.312901,7.2710085,4.8903489,3.4011974
2006,2654,16.788876,17.094139,15.36777,6.5998707,4.8903489,3.6375861
2007,2654,16.890429,17.189148,15.513988,7.9476786,4.8675346,4.3307333
2008,2654,16.834492,17.597563,15.484841,7.2806973,4.8675346,1.3862944
2009,2654,16.788317,17.526787,15.588422,7.297091,4.89784,4.0430512
2010,2654,16.756447,17.493172,15.67428,7.3620105,4.8675346,3.7376697
2011,2654,16.837278,17.405609,15.745882,7.3689704,4.8362818,3.8501475
2012,2654,16.736666,17.335217,15.88721,7.3765082,4.8121843,3.9318256
2013,2654,16.79883,17.352011,15.992057,7.474772,4.8441873,4.0943446
2004,2664,16.550148,16.526659,14.933907,7.6177597,4.6051702,3.4965076
2006,2664,16.656759,16.667904,14.968705,7.5207763,4.8202815,4.9972124
2007,2664,16.688061,16.761692,15.05331,7.5131636,4.7957907,4.9052749
2008,2664,16.718321,16.893564,15.056675,7.4838066,4.7957907,4.8751974
2009,2664,16.694328,16.816671,15.102342,7.5043917,4.7535901,4.8283138
2010,2664,16.910049,16.744865,15.319403,7.6879973,4.6347289,5.2781148
2011,2664,16.930246,16.644234,15.327694,7.7919359,4.5538769,5.3659759
2012,2664,16.9245,16.599115,15.449052,7.7341213,4.6443911,5.3890719
2013,2664,17.012419,16.654398,15.645486,7.8066964,4.6347289,4.9272537
2004,2687,18.261921,17.893995,17.450514,9.3647766,6.2344108,6.0980744
2005,2687,18.303541,17.915489,17.521809,9.3851337,6.2441669,6.2747622
2006,2687,18.428894,18.098116,17.638424,9.3885698,6.2363696,6.3750248
2007,2687,18.515982,18.195017,17.613214,9.4428005,6.2461066,6.4297194
2008,2687,18.554913,18.306221,17.685333,9.4805202,6.2747622,6.4785094
2009,2687,18.744366,18.309572,17.710869,9.5170155,6.280396,6.6871085
2010,2687,18.819613,18.274326,17.833855,9.5352459,6.3243589,6.7393365
2011,2687,18.849886,18.328581,17.866783,9.5183401,6.253829,6.7202201
2012,2687,18.862505,18.264126,17.896339,9.5178251,6.2841344,6.6770835
2013,2687,18.88028,18.261782,17.871262,9.4946165,6.2989492,6.5467854
2004,2688,18.46427,18.133709,17.290976,9.1279364,6.2402759,6.0426331
2005,2688,18.536688,18.23357,17.302286,9.1148205,6.2785215,6.1290503
2006,2688,18.554205,18.329342,17.383257,9.1438799,6.2747622,6.2245584
2007,2688,18.623129,18.425482,17.443092,9.2236509,6.2576675,6.3403592
2008,2688,18.715824,18.541626,17.495886,9.3182974,6.2747622,6.4876842
2009,2688,18.960302,18.577078,17.581608,9.3687963,6.3421216,6.7557688
2010,2688,19.065248,18.594515,17.719248,9.4286728,6.3543701,6.9087548
2011,2688,19.091455,18.610403,17.723162,9.4195471,6.3784261,6.8554087
2012,2688,19.071157,18.556763,17.799805,9.4308405,6.3664703,6.818924
2013,2688,19.193413,18.617928,17.789444,9.4362001,6.3851943,6.8997231
2004,2689,18.432564,17.71364,18.0256,9.6416035,6.418365,6.6253924
2005,2689,18.495876,17.807583,18.050117,9.6483374,6.4645882,6.5847912
2006,2689,18.685282,18.125326,18.133295,9.674263,6.4520488,6.6883545
2007,2689,18.644474,18.153717,18.133554,9.6763983,6.4504704,6.7592554
2008,2689,18.764256,18.340059,18.137037,9.6948633,6.505784,6.8341088
2009,2689,18.96007,18.356558,18.194479,9.7223854,6.5323343,6.906755
2010,2689,19.070324,18.407469,18.377531,9.7763357,6.5439119,6.9911771
2011,2689,19.125805,18.431627,18.389778,9.7852106,6.5596151,7.0698743
2012,2689,19.129772,18.417667,18.443031,9.8124685,6.5708828,7.1000271
2013,2689,19.171572,18.454689,18.476549,9.8222771,6.5708828,7.145196
2004,2690,18.312605,17.851149,17.755793,9.4720888,6.3403592,6.3613024
2005,2690,18.399679,17.91177,17.77499,9.4952936,6.3868794,6.4567695
2006,2690,18.541374,18.034216,17.852707,9.5065117,6.3595738,6.5279579
2007,2690,18.587404,18.140343,17.903915,9.5503063,6.368187,6.5778613
2008,2690,18.676966,18.219805,17.931751,9.5995407,6.4441314,6.5424719
2009,2690,18.833498,18.286045,18.045374,9.6529083,6.4473057,6.6795993
2010,2690,18.934277,18.222992,18.217617,9.7253771,6.4567695,6.6424866
2011,2690,18.976519,18.3237,18.182592,9.7209463,6.4645882,6.7979403
2012,2690,18.955574,18.224934,18.175793,9.6875677,6.4085288,6.7557688
2013,2690,18.961338,18.201338,18.131979,9.6658649,6.4134588,6.7357802
2004,2693,17.889242,16.822615,17.238888,9.2050266,5.7776523,6.2166061
2005,2693,17.934473,16.927563,17.333345,9.2608433,5.8260002,6.3561077
2006,2693,18.03326,17.19166,17.420963,9.2928419,5.8081427,6.43294
2007,2693,18.186771,17.54833,17.450335,9.3521004,5.908083,6.4754329
2008,2693,18.252939,17.769295,17.437716,9.3568621,5.9839363,6.4150968
2009,2693,18.474215,17.868967,17.438997,9.3550463,6.025866,6.3595738
2010,2693,18.56488,17.774431,17.565428,9.4124641,6.0867748,6.4967752
2011,2693,18.636177,17.854589,17.588089,9.4027777,5.9584246,6.3613024
2012,2693,18.642641,17.95825,17.618055,9.3877335,5.9558372,6.5424719
2013,2693,18.790672,17.961193,17.66201,9.4002991,6.0038872,6.5722823
2004,2698,17.93191,17.322411,17.256161,9.052516,5.8141303,6.0185933
2005,2698,17.967806,17.368034,17.27564,9.0731449,5.8406415,6.1224928
2006,2698,18.059633,17.583464,17.313824,9.0673933,5.811141,6.1290503
2007,2698,18.126451,17.667555,17.335989,9.1688929,5.7960577,6.1569791
2008,2698,18.191473,17.872835,17.348789,9.1867647,5.8464389,6.2005091
2009,2698,18.391657,17.808905,17.390827,9.249753,5.8522024,6.2766433
2010,2698,18.544762,17.839878,17.519949,9.3200016,5.8607864,6.3733196
2011,2698,18.5348,17.867119,17.517412,9.3337965,5.9053617,6.5410299
2012,2698,18.490587,17.890043,17.565557,9.3489714,5.8805332,6.4676986
2013,2698,18.579346,17.953959,17.599308,9.3660612,5.894403,6.558198
2004,2841,17.810291,17.559473,17.091547,8.9235916,5.7930136,5.6419072
2006,2841,17.939217,17.769722,17.089804,8.8990488,5.7333412,5.6383548
2007,2841,18.085424,17.868242,17.068563,8.9059868,5.8200831,5.659482
2008,2841,18.136766,17.979008,17.062887,8.9046297,5.872118,5.659482
2009,2841,18.150623,17.989111,17.141075,8.9233246,5.8749309,5.6629605
2010,2841,18.386354,17.904558,17.228472,8.9323444,5.8888779,5.6698809
