endyear,opeid5_new,lneg,lnstatea,lntuition,lntotfteiarep,lnftfac,lnptfac
2009,3407,17.918556,17.47113,17.47072,8.867568,5.7930136,.69314718
2010,3407,18.079178,17.41333,17.511818,8.9134159,5.811141,.69314718
2011,3407,18.099289,17.411016,17.577963,8.9077473,5.8377304,.69314718
2012,3407,18.154871,17.428749,17.58234,8.8926115,5.855072,6.0014148
2013,3407,18.203564,17.43508,17.615671,8.8804464,5.866468,6.0038872
2004,3428,17.963284,17.093735,17.952854,9.2403841,6.1527328,5.8493247
2005,3428,18.039862,17.148567,18.03636,9.2460938,6.1779442,5.7620516
2006,3428,18.123877,17.196964,18.126554,9.2416449,6.2065759,5.7620516
2007,3428,18.177521,17.417347,18.197561,9.231123,6.2205901,5.8406415
2008,3428,18.239313,17.371014,18.289505,9.2416449,6.2146082,5.8522024
2009,3428,18.255594,17.087095,18.373981,9.2354231,6.2225761,5.872118
2010,3428,18.42421,16.994362,18.467091,9.2666264,6.2245584,5.8377304
2011,3428,18.511986,16.770269,18.562048,9.2681379,6.2363696,5.8230457
2012,3428,18.562788,16.722574,18.637636,9.3050137,6.2576675,5.872118
2013,3428,18.638739,16.771053,18.682238,9.3033752,6.253829,5.9242558
2004,3478,17.472466,17.209555,16.908148,8.8926115,5.5683446,5.2626901
2005,3478,17.585741,17.257326,16.952929,8.9393187,5.572154,5.2832036
2006,3478,17.653461,17.271761,17.14249,8.9581537,5.6733232,5.1647859
2007,3478,17.789274,17.339563,17.246031,8.9581537,5.6937323,5.4249501
2008,3478,17.793219,17.400654,17.285717,8.938138,5.6664267,5.4071717
2009,3478,17.830807,17.317139,17.376757,8.9648237,5.7170277,5.3471074
2010,3478,18.019754,17.210083,17.464518,9.0137167,5.7397928,5.484797
2011,3478,18.125124,17.392117,17.537321,9.0678549,5.7960577,5.5834961
2012,3478,18.228554,17.088585,17.627226,9.072916,5.855072,5.6347895
2013,3478,18.208485,17.167545,17.64345,9.0620728,5.8749309,5.5834961
2004,3510,18.577431,18.195969,18.118498,9.9001818,6.5985088,5.6167712
2006,3510,18.719625,18.26833,18.201887,9.9142294,6.7821922,5.7620516
2007,3510,18.794859,18.342556,18.201008,9.9274483,6.7322106,5.7838254
2008,3510,18.871128,18.407492,18.275942,9.9361,6.7833252,5.8200831
2009,3510,18.87714,18.325941,18.343485,9.9566021,6.7810578,5.6524892
2010,3510,18.981569,18.214424,18.397274,10.002699,6.7945867,5.7170277
2011,3510,19.027977,18.399862,18.491652,10.044075,6.7889719,6.0137153
2012,3510,19.130129,18.101355,18.589071,10.029106,6.8308744,5.971262
2013,3510,19.17375,18.143049,18.587387,9.9817905,6.8416157,5.9989367
2004,3523,17.786354,17.585505,17.016193,8.9306269,5.894403,4.9972124
2005,3523,17.849159,17.653353,16.9725,8.9697962,5.9215784,5.1647859
2006,3523,17.878674,17.666502,17.049509,8.9732246,5.9427996,5.1984968
2007,3523,17.929243,17.717518,17.051497,9.0161486,5.9687076,5.2574954
2008,3523,18.018354,17.7635,17.170132,9.0613766,5.9635792,5.4510384
2009,3523,18.042101,17.69157,17.195555,9.0960512,5.9558372,5.572154
2010,3523,18.15239,17.599909,17.17593,9.1349697,5.9558372,5.5174527
2011,3523,18.222935,17.756033,17.223732,9.1579943,5.9661469,5.5333896
2012,3523,18.285204,17.471741,17.465696,9.1796751,5.9610052,5.572154
2013,3523,18.342766,17.501856,17.64999,9.1862526,5.9506426,5.5759492
2004,3529,17.731607,17.462296,17.375208,8.9491053,5.8805332,5.6629605
2005,3529,17.776377,17.513493,17.451132,8.9571238,5.9348941,5.6801724
2006,3529,17.854927,17.529945,17.179739,8.9586687,5.9558372,5.749393
2007,3529,17.906013,17.584974,17.223387,9.0081015,5.9269261,5.855072
2008,3529,18.013557,17.653177,17.344173,9.0468798,5.9584246,5.9738097
2009,3529,18.019505,17.573935,17.492823,9.0800037,5.9939613,6.0867748
2010,3529,18.231836,17.485167,17.394449,9.1615705,6.0088134,5.57973
2011,3529,18.309776,17.645754,17.464916,9.1822491,6.1441855,5.6419072
2012,3529,18.367306,17.353777,17.646664,9.2320042,6.1158919,5.655992
2013,3529,18.442089,17.378227,17.702316,9.2433882,6.1463294,5.7104268
2006,3531,17.513855,17.201569,17.01228,8.7202969,5.556828,.69314718
2007,3531,17.587337,17.254747,16.802763,8.7481461,5.6058021,5.0434251
2008,3531,17.692453,17.36735,16.823368,8.7626457,5.6167712,5.3033047
2009,3531,17.658478,17.245794,16.931969,8.7914858,5.6276212,5.3752785
2010,3531,17.919119,17.154484,17.036818,8.8552361,5.6489744,5.3752785
2011,3531,17.906683,17.315948,17.174498,8.8844719,5.6664267,5.3798971
2012,3531,18.031925,17.024435,17.195992,8.8720665,5.655992,5.3565865
2013,3531,18.064657,17.063194,17.297831,8.8556633,5.6276212,4.5643482
2004,3541,17.335213,17.262039,16.586578,8.5527534,5.3612924,4.6443911
2006,3541,17.432564,17.18133,16.722219,8.6287346,5.4249501,4.59512
2008,3541,17.541689,17.22888,17.042669,8.5965586,5.4638319,4.5643482
2009,3541,17.640806,17.193966,17.110701,8.6013508,5.5093884,4.356709
2010,3541,17.746763,17.230532,17.150862,8.6644058,5.5134287,4.3174882
2011,3541,17.83983,17.191729,17.399368,8.7173548,5.5645204,4.4188404
2012,3541,17.831179,17.132635,17.488316,8.7428932,5.6094718,4.1896548
2013,3541,17.8099,17.155638,17.455843,8.7142391,5.6131282,4.4188404
2004,3592,17.125307,16.822384,16.697683,8.6121397,5.3033047,4.5108595
2005,3592,17.179127,16.826593,16.729687,8.588583,5.3752785,4.4543471
2006,3592,17.262781,16.913607,16.875025,8.5822315,5.31812,4.356709
2008,3592,17.402369,16.934668,16.99213,8.5389547,5.3659759,4.5325994
2010,3592,17.791245,16.955912,17.089272,8.5926714,5.4510384,4.2766662
2011,3592,17.776297,16.917255,17.188568,8.5743294,5.4249501,4.5108595
2012,3592,17.748207,16.838251,17.165665,8.5627403,5.4467373,4.4543471
2013,3592,17.795439,16.836763,17.230703,8.4973984,5.2626901,4.4426513
2004,3599,18.09893,17.957293,17.148094,9.5456696,6.182085,4.9628448
2006,3599,18.332542,18.093933,17.390591,9.6091833,6.3578424,4.6443911
2007,3599,18.350874,18.101511,17.512445,9.6384144,6.4345465,4.8441873
2008,3599,18.4025,18.079601,17.682407,9.6409531,6.4567695,4.9836068
2009,3599,18.451653,18.09161,17.697721,9.6480141,6.5042882,4.9698133
2010,3599,18.721247,18.11902,17.708904,9.7189636,6.4861608,2.0794415
2011,3599,18.691401,18.0399,17.752665,9.7386131,6.4892049,2.6390574
2012,3599,18.692015,18.0063,17.888565,9.7236433,6.4488893,3.8918202
2013,3599,18.733952,18.011974,17.978298,9.7271681,6.4861608,4.8121843
2004,3615,18.60117,18.365231,18.328718,10.049189,6.6871085,5.7899604
2005,3615,18.663603,18.381836,18.501635,10.057323,6.7381525,5.8200831
2006,3615,18.686436,18.441811,18.566763,10.072133,6.7810578,5.7557421
2007,3615,18.870844,18.441521,18.704229,10.096007,6.8167357,5.9914646
2008,3615,19.00382,18.614563,18.778982,10.120814,6.865891,5.9914646
2009,3615,19.107445,18.60128,18.852198,10.144668,6.865891,5.855072
2010,3615,19.17168,18.594604,18.9238,10.198989,6.933423,5.9914646
2011,3615,19.244059,18.623695,18.961485,10.249698,6.9939332,6.0161572
2012,3615,19.314075,18.57369,19.058788,10.293772,7.0148144,6.1136823
2013,3615,19.381004,18.598558,19.081831,10.298465,7.0875735,5.9661469
2004,3625,16.756805,16.917961,15.491707,7.8292327,4.7791233,3.7612002
2006,3625,16.890247,16.948505,15.626791,7.785305,4.8040209,4.0253515
2007,3625,16.886164,16.953499,15.694813,7.7467327,4.8362818,3.9120231
2008,3625,16.961243,16.984228,15.688995,7.6962128,4.8202815,3.6635616
2009,3625,16.924742,16.973549,15.713389,7.7186856,4.8598123,3.4657359
2010,3625,17.075151,16.966406,15.81268,7.7927618,4.8598123,3.6375861
2011,3625,16.818537,16.942213,16.299953,7.8018003,4.8520303,3.871201
2012,3625,17.000401,17.113771,16.330648,7.7613192,4.7874918,3.8066626
2013,3625,16.990908,16.844965,16.286438,7.6506448,4.7535901,3.4011974
2004,3631,17.456045,17.284756,16.925182,8.9571238,5.7620516,5.209486
2006,3631,17.630417,17.412195,17.183554,8.974618,5.7203116,5.1647859
2008,3631,17.820908,17.659618,17.396601,9.0060186,5.771441,5.1704841
2009,3631,17.902687,17.665411,17.465101,9.030735,5.8861041,5.3659759
2010,3631,18.154526,17.741388,17.558266,9.0981789,5.8464389,5.5984221
2011,3631,18.153254,17.714088,17.647051,9.1567287,5.8435445,5.8522024
2012,3631,18.219929,17.706852,17.789122,9.2121391,5.9295893,5.855072
2013,3631,18.0952,17.373322,17.732069,9.0918941,6.0637851,5.7557421
2004,3642,18.052246,17.764986,17.308289,8.9934273,5.9635792,4.6347289
2006,3642,18.211668,17.961107,17.550699,8.5051203,6.0161572,4.8598123
2007,3642,18.151474,17.971632,17.559113,8.4242001,6.0354815,5.0751739
2008,3642,18.25852,18.122044,17.528275,8.4164886,5.8607864,5.3936276
2009,3642,18.384466,18.20454,17.499933,8.3763208,5.8805332,5.5373344
2010,3642,18.70014,18.005413,17.775164,8.4153824,5.9687076,5.0106354
2011,3642,18.69689,17.961821,17.844761,9.0925703,5.9375362,5.31812
2012,3642,18.645454,17.912882,17.908941,9.219696,5.9939613,5.0106354
2013,3642,18.620798,17.905317,17.976395,9.1868668,6.0867748,5.2417469
2004,3678,17.222429,17.085001,16.233976,8.6529474,5.3278761,4.1588831
2005,3678,17.280214,17.117054,16.436441,8.6410027,5.3659759,3.8918202
2006,3678,17.340715,17.145998,16.695677,8.7335939,5.3565865,3.9318256
2008,3678,17.598465,17.313786,16.896494,8.7907257,5.4071717,4.5643482
2009,3678,17.626202,17.224831,17.000694,8.8372459,5.4380794,4.5643482
2010,3678,17.755495,17.150463,17.037027,8.8816977,5.3798971,4.7095304
2011,3678,17.88554,17.167585,17.149513,8.8586531,5.4467373,4.5747108
2012,3678,17.94709,17.182274,17.258682,8.7876778,5.5053315,4.4886365
2013,3678,17.961403,17.207485,17.342678,8.7830896,5.5412636,4.2484951
2004,3719,16.958698,16.717356,16.41704,8.2514029,5.209486,3.9120231
2005,3719,17.076414,16.846706,16.503752,8.292799,5.2729998,3.8066626
2006,3719,17.137877,17.037981,16.611734,8.3170338,5.3082676,3.9512436
2008,3719,17.334717,17.216549,16.720837,8.3452177,5.3423343,3.6888795
2009,3719,17.402105,17.234709,16.858242,8.3936691,5.3565865,4.3438053
2010,3719,17.513092,17.062107,16.928072,8.4060383,5.3375382,4.2904596
2011,3719,17.59181,17.115776,17.024256,8.4144955,5.3706379,4.1108737
2012,3719,17.671204,17.040279,17.144026,8.4314175,5.4071717,4.3694477
2013,3719,17.705116,17.121281,17.155027,8.4263926,5.4205351,4.1588831
2004,3721,18.431694,17.83836,18.086815,9.6687145,6.5847912,5.6204009
2005,3721,18.532221,17.936424,18.191729,9.6820297,6.6200733,5.6240177
2006,3721,18.617525,18.081356,18.342684,9.7254372,6.6808548,5.6835799
2007,3721,18.744568,18.113056,18.437405,9.7498703,6.7238326,5.7071104
2008,3721,18.836357,18.201427,18.542366,9.7783775,6.7511015,5.749393
2010,3721,19.047071,18.021671,18.685421,9.8334408,6.8101425,5.6347895
2012,3721,19.15889,18.015131,18.849424,9.8792973,6.8297939,5.817111
2013,3721,19.21277,18.154566,18.919287,9.8910608,6.8469429,6.0282784
2004,3732,17.733164,17.392736,17.019054,9.0822802,5.8318825,5.209486
2005,3732,17.81411,17.512674,17.160872,9.1001902,5.8777356,5.1817837
2006,3732,17.926907,17.635595,17.292097,9.1387367,5.9348941,5.1119876
2007,3732,18.023197,17.743862,17.300732,9.0917816,5.9506426,5.2040067
2008,3732,18.166365,17.82321,17.395372,9.0838699,5.9864521,5.2626901
2009,3732,18.190212,17.799826,17.409735,9.0936937,5.9939613,5.2040067
2010,3732,18.108192,17.724154,17.431473,9.0561399,5.9610052,4.94876
2011,3732,18.166037,17.709642,17.546064,9.0854568,5.9763508,5.0562458
2012,3732,18.226051,17.616808,17.680422,9.1204157,6.0088134,5.209486
2013,3732,18.341106,17.76156,17.750494,9.1496344,6.0210233,5.4293456
2004,3746,17.112148,16.498281,16.866383,8.3556147,5.3423343,4.7184987
2005,3746,17.171949,16.590691,16.949005,8.3461676,5.3706379,4.7874918
2006,3746,17.249765,16.709021,17.070917,8.3786201,5.4467373,4.9767337
2007,3746,17.385176,16.924374,17.110094,8.4033527,5.4930615,4.7706847
2008,3746,17.502468,16.981483,17.156212,8.4144955,5.5093884,4.7957907
2010,3746,17.624546,16.761423,17.242466,8.4521208,5.4930615,4.8598123
2011,3746,17.656942,16.83778,17.212118,8.4426851,5.480639,5.0039463
2012,3746,17.708483,16.843473,17.263035,8.4338112,5.5093884,4.882802
2013,3746,17.704256,16.925646,17.276741,8.4133873,5.5012584,4.9628448
2004,3764,17.326595,17.246647,16.412672,8.3806858,5.4467373,4.3694477
2005,3764,17.417072,17.31362,16.558468,8.4309816,5.4764633,4.6443911
2006,3764,17.35084,17.396111,16.60821,8.496582,5.4889379,4.0253515
2007,3764,17.635487,17.457048,16.705196,8.4728231,5.5490761,4.59512
2008,3764,17.771917,17.516218,16.754696,8.3806858,5.6419072,4.8362818
2009,3764,17.812969,17.489225,16.910341,8.526351,5.6698809,4.6634393
2010,3764,17.819729,17.421869,16.942801,8.5827932,5.6240177,4.6443911
2011,3764,17.92503,17.432369,17.053513,8.6388798,5.5759492,5.267858
2012,3764,17.942457,17.427109,17.170914,8.6553888,5.6383548,5.3936276
2013,3764,17.922449,17.56669,17.215744,8.6692276,5.7037826,5.2257466
2004,3802,18.251513,17.815088,17.927723,9.4919796,6.2065759,3.3672957
2006,3802,18.33359,17.926441,18.064659,9.5110378,6.1944056,5.0625949
2007,3802,18.416586,17.95126,18.116358,9.5042782,6.1862087,5.1179938
2008,3802,18.513769,18.107922,18.019012,9.5103712,6.2557502,5.4380794
2010,3802,18.664923,17.953423,18.163137,9.5289392,6.2422233,5.6903596
2011,3802,18.707838,17.940016,18.264544,9.5450249,6.2245584,5.7137327
2012,3802,18.674189,17.548006,18.387075,9.5470266,6.2186003,5.659482
2013,3802,18.771406,17.475061,18.49338,9.5379162,6.2480431,5.5909872
2004,3815,18.2264,17.918879,17.555878,9.4985228,6.5250297,5.9295893
2005,3815,18.300287,17.898884,17.648724,9.359622,6.4876842,5.9401712
2006,3815,18.342411,17.835154,17.67075,9.3592777,6.4769726,5.6489744
2007,3815,18.394386,17.900185,17.74394,9.3484488,6.4952655,5.7268476
2008,3815,18.429411,17.974291,17.783306,9.3357391,6.5176711,5.57973
2009,3815,18.467577,18.055727,17.827375,9.3250971,6.5366917,5.5683446
2010,3815,18.698309,18.006882,17.860788,9.3784781,6.5482192,5.7170277
2011,3815,18.707699,18.023956,17.909512,9.4220591,6.558198,5.6733232
2012,3815,18.772074,18.108421,17.980881,9.394577,6.5847912,5.659482
2013,3815,18.710423,18.134087,18.00153,9.3864765,6.6025877,5.6419072
2004,3917,18.003012,17.551151,17.395868,9.1708717,6.0497336,4.8121843
2006,3917,18.073006,17.537062,17.550333,9.1717033,6.0402546,4.8283138
2008,3917,18.167068,17.536633,17.646626,9.1857405,6.0402546,4.9272537
2009,3917,18.236891,17.617403,17.724915,9.2107401,6.0567842,4.9272537
2010,3917,18.318382,17.569613,17.773525,9.2316122,6.0730443,4.6347289
2011,3917,18.397564,17.728153,17.903217,9.2341547,6.089045,4.7184987
2012,3917,18.39105,17.360762,17.97846,9.2385387,6.1202974,4.7004805
2013,3917,18.424749,17.291368,18.034578,9.2272959,6.1377273,4.5849676
2004,3919,17.926586,17.247627,17.265682,9.0870419,5.8971539,4.4426513
2006,3919,17.887444,17.320602,17.448034,9.0977316,5.8998976,4.5325994
2008,3919,18.004826,17.274311,17.593586,9.1596785,5.9322453,4.4067192
2009,3919,18.064775,17.350956,17.672306,9.1585207,5.9135032,4.7621741
2010,3919,18.187775,17.432514,17.78896,9.154933,5.9814143,4.6634393
2011,3919,18.249397,17.430559,17.85577,9.1747131,6.0282784,4.7273879
2012,3919,18.26647,16.727337,17.956375,9.2017031,6.0614572,4.6249728
2013,3919,18.320173,16.712648,18.019194,9.2145319,6.1484685,4.5217886
2004,3920,18.057787,17.56905,17.335606,9.1536646,5.9107966,5.3752785
2006,3920,18.071154,17.426865,17.536043,9.1624098,5.9558372,5.2626901
2008,3920,18.156332,17.420965,17.584909,9.1998863,5.9610052,5.2626901
2009,3920,18.234936,17.527283,17.611322,9.202611,5.9661469,5.3981628
2010,3920,18.378145,17.530563,17.714815,9.2459974,6.025866,5.2933049
2011,3920,18.414093,17.539165,17.769009,9.267477,6.0520892,5.3082676
2012,3920,18.420141,17.360561,17.864264,9.2737846,6.0330863,5.3936276
2013,3920,18.427357,17.366207,17.893091,9.2743473,6.025866,5.3706379
2004,3921,17.522964,17.017614,16.810656,8.6033707,5.4764633,4.2341065
2006,3921,17.574911,16.994402,17.062666,8.6344423,5.521461,4.4659081
2008,3921,17.662708,16.943869,17.232834,8.7481461,5.6383548,4.4188404
2009,3921,17.714399,16.968769,17.393559,8.785387,5.659482,4.4543471
2010,3921,17.872663,16.658701,17.457298,8.8417377,5.676754,4.2341065
2011,3921,17.972973,16.755854,17.459118,8.8713646,5.6869755,4.3438053
2012,3921,17.988195,16.25013,17.634329,8.9057159,5.7620516,4.4659081
2013,3921,18.019564,15.960572,17.736757,8.9463749,5.7745514,4.5325994
2004,3923,17.465439,17.035,16.712433,8.601902,5.4161005,4.6051702
2006,3923,17.523849,17.027517,16.969336,8.6298075,5.4638319,4.5643482
2008,3923,17.680441,17.139444,17.104919,8.6869364,5.4889379,4.7706847
2009,3923,17.708984,17.06068,17.176247,8.700181,5.5134287,4.6347289
2010,3923,17.812441,16.99065,17.230156,8.7264814,5.46806,4.7273879
2011,3923,17.881096,17.122253,17.287882,8.7396965,5.5053315,4.8121843
2012,3923,17.869701,16.900476,17.327059,8.7235565,5.480639,4.7184987
2013,3923,17.867168,16.925943,17.353598,8.6774397,5.480639,4.7791233
2004,3924,17.939318,17.471193,17.161697,9.009203,5.9348941,4.1271343
2006,3924,17.950825,17.401241,17.345945,9.0030699,5.9107966,4.4426513
2008,3924,18.068907,17.437006,17.47357,9.0414486,5.9135032,4.4426513
2009,3924,18.095734,17.423096,17.522263,9.0415668,5.8971539,4.4543471
2010,3924,18.175066,17.44445,17.579782,9.0691223,5.9135032,4.5217886
2011,3924,18.24333,17.547903,17.611689,9.0897532,5.9558372,4.4426513
2012,3924,18.208456,17.317236,17.72126,9.1060905,5.9480348,4.6051702
2013,3924,18.21949,17.377321,17.741913,9.1165791,5.9610052,4.5643482
2004,3925,16.743933,16.597345,15.905088,7.7630215,4.7449322,3.9120231
2006,3925,16.762991,16.571262,16.071272,7.7668405,4.7621741,3.9120231
2008,3925,16.880112,16.658041,16.093077,7.7397943,4.7706847,3.9120231
2009,3925,16.918518,16.728109,16.194901,7.7288556,4.7535901,4.1743875
2010,3925,17.110685,16.839207,16.263508,7.7828074,4.7706847,3.9702919
2011,3925,17.197321,16.874014,16.185167,7.8038435,4.8598123,3.7612002
2012,3925,17.166935,16.61072,16.310095,7.791523,4.882802,3.9512436
2013,3925,17.258059,16.697872,16.354336,7.7419677,4.9628448,3.6109178
2004,3926,17.929024,17.248819,17.394777,9.1869698,5.9687076,4.5643482
2006,3926,17.96537,17.230469,17.52564,9.1658659,6.0234475,4.4188404
2008,3926,18.06706,17.239656,17.672224,9.182044,6.0185933,4.5432949
2009,3926,18.105648,17.283262,17.745169,9.2184076,6.0544395,4.59512
2010,3926,18.252989,17.283318,17.834478,9.2474432,6.0497336,4.5849676
2011,3926,18.287302,17.370451,17.927673,9.2815437,6.0661082,4.5538769
2012,3926,18.282337,17.232544,17.998209,9.2948656,6.0867748,4.59512
2013,3926,18.35413,17.331709,18.090904,9.3169498,6.1202974,4.5643482
2004,4509,17.498096,16.575682,17.147896,8.4608345,5.6167712,5.4424176
2006,4509,17.567278,0,17.678806,8.7601395,5.7557421,5.4116459
2007,4509,17.662157,0,17.746836,8.8762655,5.5872488,4.4773369
2008,4509,17.786242,0,17.822365,8.883502,5.659482,5.8260002
2009,4509,17.860445,0,17.861555,8.9352455,5.7807436,5.7990928
2010,4509,18.013111,0,17.874264,8.9734783,5.8230457,4.4773369
2011,4509,18.07848,0,17.982199,8.982687,5.8289456,4.3174882
2012,4509,18.131021,0,18.09099,9.0328865,5.866468,5.9763508
2013,4509,18.210283,0,18.191477,9.0723419,6.0661082,5.8081427
2004,7022,17.975071,17.506201,16.937828,8.8775215,5.7333412,5.9964519
2005,7022,18.046589,17.561928,17.015089,8.9382696,5.8230457,6.0958247
2006,7022,18.105953,17.712675,17.145462,8.961751,5.8021183,6.1841488
2007,7022,18.188494,17.788658,17.14435,9.0288181,5.8435445,6.1224928
2008,7022,18.276676,17.961094,17.193712,9.0514622,5.8971539,6.1268692
2009,7022,18.487024,17.991428,17.261244,9.1230383,5.9242558,6.1696105
2010,7022,18.585512,17.9732,17.364653,9.1522875,5.9269261,6.3868794
2011,7022,18.607056,18.004007,17.306368,9.1394882,5.9532433,6.2480431
2012,7022,18.541897,17.991657,17.52709,9.1406689,5.9107966,6.1569791
2013,7022,18.5996,18.010723,17.345213,9.079092,5.9401712,6.0330863
2004,7273,18.201719,17.358486,17.848488,9.4966469,6.1612072,6.1070228
2005,7273,18.290798,17.481974,17.945557,9.5258074,6.1882639,6.0776424
2006,7273,18.373495,17.635769,17.974108,9.5464554,6.1612072,6.1158919
2007,7273,18.455582,17.770931,18.09581,9.5580349,6.1882639,6.182085
2008,7273,18.55109,17.86438,18.130123,9.5673857,6.2186003,6.1398845
2009,7273,18.719015,17.883654,18.161098,9.584796,6.2344108,6.2344108
2010,7273,18.858654,17.895304,18.263031,9.5912399,6.212606,6.505784
2011,7273,18.84833,17.859846,18.291248,9.6239719,6.2595816,6.3456364
2012,7273,18.867186,17.843399,18.39999,9.6545773,6.1612072,6.3473892
2013,7273,18.903711,17.830706,18.361362,9.6429663,6.1590953,6.3952618
2004,7993,19.175924,19.454546,16.620195,8.7981529,5.7333412,5.0625949
2006,7993,19.235531,19.464792,16.773571,8.82129,5.7365723,5.0562458
2008,7993,19.400452,19.434141,16.80419,8.8414478,5.6970935,4.7957907
2009,7993,19.508766,19.118172,16.868021,8.855093,5.6058021,4.9416423
2010,7993,19.37837,19.492634,16.981781,8.8822527,5.5412636,4.7449322
2011,7993,18.062361,17.856321,16.898449,8.8716459,5.4889379,4.7535901
2012,7993,18.115118,17.635878,17.000883,8.9061222,5.4424176,4.9628448
2013,7993,18.136513,17.664263,16.965857,8.9312878,5.5012584,4.8441873
2004,8155,17.367506,16.925627,17.029842,8.3970575,5.0625949,4.1431346
2005,8155,17.200928,16.971426,17.098967,8.3286924,5.0814042,4.1743875
2006,8155,17.447224,17.060247,17.1189,8.3318272,5.0689044,4.1588831
2007,8155,17.478935,17.129248,17.185604,8.3902683,5.0689044,4.3174882
2008,8155,17.534979,17.243715,17.130032,8.4459124,5.0689044,4.4426513
2009,8155,17.553963,17.208,17.232578,8.4740772,5.1059456,4.3820267
2010,8155,17.746546,16.93071,17.243971,8.4922857,5.1357985,4.3174882
2011,8155,17.81152,16.801392,17.294134,8.4867344,5.1357985,4.3694477
2012,8155,17.766623,16.695051,17.365025,8.4879704,5.1704841,4.2904596
2013,8155,17.770098,16.674694,17.336649,8.4368505,5.1761498,4.1743875
2004,9226,16.819656,16.322006,16.191015,8.0836372,5.1119876,3.8501475
2005,9226,16.910229,16.384155,16.285692,8.0758934,5.1416636,3.7841897
2006,9226,16.996225,16.540173,16.390175,8.1382723,5.1761498,3.8918202
2007,9226,17.08329,16.620169,16.503618,8.140316,5.2522736,3.9120231
2008,9226,17.176315,16.798552,16.537903,8.1324129,5.3033047,3.9120231
2009,9226,17.156174,16.472303,16.636116,8.1414814,5.2983174,4.0253515
2010,9226,17.370792,16.3799,16.665033,8.1839561,5.2983174,4.0604429
2011,9226,17.41445,16.18803,16.755404,8.2095804,5.3132062,4.1896548
2012,9226,17.457193,16.152153,16.836142,8.2103958,5.2832036,4.1588831
2013,9226,17.518845,16.283194,16.797812,8.1956091,5.3278761,4.2626801
2004,9275,18.02537,17.594358,17.733116,9.2990837,6.2709885,5.9427996
2005,9275,18.121841,17.570635,17.869576,9.2916441,6.3099184,6.0730443
2006,9275,18.20402,17.72323,17.967386,9.3021898,6.3421216,6.0614572
2007,9275,18.269922,17.771563,18.039738,9.333354,6.363028,6.1841488
2008,9275,18.366411,17.767862,18.187674,9.3592777,6.4068799,6.4520488
2009,9275,18.426573,17.771563,18.270182,9.3720341,6.3153582,6.2822666
2010,9275,18.593487,17.702505,18.313135,9.4494362,6.2971091,6.2025356
2011,9275,18.642338,17.721983,18.365387,9.4602423,6.2785215,6.1246834
2012,9275,18.726149,17.691767,18.440466,9.4568882,6.3062754,6.0014148
2013,9275,18.764971,17.631508,18.481369,9.4497509,6.3117347,6.0544395
2004,9333,16.852463,16.745537,16.123714,8.0737143,5.1239638,4.7095304
2006,9333,16.973608,16.907074,16.29838,8.1229649,5.1474943,4.8283138
2007,9333,17.169853,16.894073,16.56065,8.1833973,5.2832036,4.7621741
2008,9333,17.204103,16.931416,16.677872,8.1715994,5.3132062,4.7791233
2009,9333,17.484522,16.925215,16.75083,8.1820002,5.3132062,4.8362818
2010,9333,17.717457,16.885979,16.88834,8.2424936,5.32301,4.8520303
2011,9333,17.700474,16.82346,16.976063,8.2710371,5.2257466,4.9972124
2012,9333,17.794556,16.726185,17.068819,8.2625589,5.3082676,4.8675346
2013,9333,17.928291,16.758583,17.028761,8.2292442,5.3278761,4.9628448
2004,9344,17.468418,17.139227,17.083118,8.5490789,5.1474943,5.3798971
2005,9344,17.502077,17.263962,17.177572,8.5002508,5.1929569,5.6629605
2006,9344,17.585588,17.302019,17.261244,8.5642672,5.2364421,5.5093884
2007,9344,17.664192,17.287487,17.361008,8.5773468,5.2626901,5.4764633
2008,9344,17.758654,17.335529,17.47578,8.623353,5.2882671,5.5645204
2009,9344,17.935066,17.336475,17.566404,8.6607742,5.2983174,5.572154
2010,9344,17.931894,17.279413,17.653805,8.7116079,5.3659759,5.6240177
2012,9344,18.011171,17.280598,17.770393,8.7000151,5.3798971,5.5053315
2013,9344,18.074678,17.392248,17.779531,8.6767578,5.3890719,5.4930615
2004,9345,17.581467,17.337826,17.080795,8.7384148,5.3936276,5.2257466
2005,9345,17.679356,17.3867,17.1912,8.7546339,5.4293456,5.1929569
2006,9345,17.768696,17.462856,17.380665,8.756525,5.4930615,5.220356
2007,9345,17.893032,17.45126,17.554165,8.8007164,5.5333896,5.2417469
2008,9345,17.894619,17.484734,17.636595,8.8672867,5.5606818,5.2470241
2009,9345,17.955765,17.474161,17.62907,8.8629084,5.57973,5.3706379
2010,9345,18.222422,17.439405,17.630039,8.92665,5.5759492,5.3936276
2011,9345,18.263023,17.466894,17.710962,8.9709406,5.6058021,5.4764633
2012,9345,18.27553,17.457867,17.814484,9.0095701,5.6454468,5.6131282
2013,9345,18.317715,17.469233,17.860903,9.0436954,5.6524892,5.676754
2004,9841,17.979137,17.988022,17.315985,9.3709278,6.0730443,5.4116459
2005,9841,18.091173,18.062347,17.085882,9.4246454,6.1070228,5.4764633
2006,9841,18.414473,18.122541,17.236534,9.4816647,6.1092477,5.4638319
2007,9841,18.562057,18.273012,17.298706,9.5412254,6.1800165,5.4930615
2008,9841,18.496532,18.294317,17.37812,9.5602932,6.2402759,5.5373344
2009,9841,18.49824,18.221415,17.511198,9.5130339,6.1779442,5.480639
