fy,state_abbrev,fips,State,lny1,lnx1,lnx2,lnx3,lnx4
2017,OR,41,OREGON,6.8363585,7.1374831,11.878595,12.156047,12.278627
1991,PA,42,PENNSYLVANIA,7.1292176,6.8875527,12.564048,12.358359,12.410159
1992,PA,42,PENNSYLVANIA,7.150466,6.9575925,12.59776,12.399031,12.449656
1993,PA,42,PENNSYLVANIA,7.145669,7.0242929,12.608403,12.453135,12.505618
1994,PA,42,PENNSYLVANIA,7.1813636,7.0656133,12.581587,12.490459,12.548611
1995,PA,42,PENNSYLVANIA,7.2175903,7.0863199,12.532599,12.525053,12.600145
1996,PA,42,PENNSYLVANIA,7.2507772,7.1209292,12.537891,12.569592,12.653925
1997,PA,42,PENNSYLVANIA,7.2530456,7.1899223,12.516505,12.619425,12.691583
1998,PA,42,PENNSYLVANIA,7.2991214,7.2462254,12.532808,12.668297,12.783096
1999,PA,42,PENNSYLVANIA,7.3744411,7.2986479,12.54317,12.720809,12.828632
2000,PA,42,PENNSYLVANIA,7.4319968,7.344739,12.544664,12.762598,12.873173
2001,PA,42,PENNSYLVANIA,7.4844952,7.4334311,12.571875,12.830291,12.918171
2002,PA,42,PENNSYLVANIA,7.4895349,7.4967642,12.590457,12.868882,12.959763
2003,PA,42,PENNSYLVANIA,7.4827614,7.4462543,12.662202,12.887677,12.987656
2004,PA,42,PENNSYLVANIA,7.4546437,7.5876017,12.68437,12.921201,13.028288
2005,PA,42,PENNSYLVANIA,7.4962249,7.6795425,12.696721,12.977896,13.085157
2006,PA,42,PENNSYLVANIA,7.5241489,7.7536826,12.698434,13.021328,13.133471
2007,PA,42,PENNSYLVANIA,7.5771327,7.8071241,12.729098,13.072785,13.17381
2008,PA,42,PENNSYLVANIA,7.5987082,7.8836713,12.745611,13.132915,13.237037
2009,PA,42,PENNSYLVANIA,7.6113548,7.9962463,12.775621,13.168401,13.274638
2010,PA,42,PENNSYLVANIA,7.5052948,8.0980396,12.824728,13.145333,13.266255
2011,PA,42,PENNSYLVANIA,7.4850345,8.1737556,12.834673,13.189031,13.303539
2012,PA,42,PENNSYLVANIA,7.2797008,8.1267633,12.818677,13.241807,13.335841
2013,PA,42,PENNSYLVANIA,7.2726359,8.1884232,12.806194,13.283669,13.37128
2014,PA,42,PENNSYLVANIA,7.2821474,8.2095938,12.790222,13.292905,13.405888
2015,PA,42,PENNSYLVANIA,7.3081155,8.2499056,12.779566,13.336487,13.446166
2016,PA,42,PENNSYLVANIA,7.3014231,8.2815409,12.766931,13.37564,13.474716
2017,PA,42,PENNSYLVANIA,7.3432055,8.3261204,12.761887,13.399697,13.495531
1991,RI,44,RHODE ISLAND,4.7184987,4.3359828,10.23545,9.9251556,9.9834023
1992,RI,44,RHODE ISLAND,4.6347289,4.5108595,10.255903,9.9347973,9.9868078
1993,RI,44,RHODE ISLAND,4.6520538,4.6051702,10.252418,9.9803143,10.028586
1994,RI,44,RHODE ISLAND,4.6913481,4.6220274,10.193728,10.021928,10.067577
1995,RI,44,RHODE ISLAND,4.7492704,4.6765604,10.159795,10.047198,10.100439
1996,RI,44,RHODE ISLAND,4.7706847,4.6913481,10.1313,10.099231,10.148385
1997,RI,44,RHODE ISLAND,4.8178592,4.688592,10.11755,10.133492,10.183151
1998,RI,44,RHODE ISLAND,4.8613615,4.7113304,10.115772,10.189937,10.272631
1999,RI,44,RHODE ISLAND,4.927978,4.7113304,10.117994,10.254511,10.332666
2000,RI,44,RHODE ISLAND,5.024538,4.8097425,10.142583,10.300632,10.382683
2001,RI,44,RHODE ISLAND,5.1116481,4.8720365,10.151207,10.375018,10.44919
2002,RI,44,RHODE ISLAND,5.1788168,4.9410124,10.191557,10.42625,10.491055
2003,RI,44,RHODE ISLAND,5.1506658,5.0347648,10.199398,10.466908,10.548812
2004,RI,44,RHODE ISLAND,5.1767387,5.1471782,10.233331,10.51797,10.603432
2005,RI,44,RHODE ISLAND,5.1952715,5.2493272,10.244129,10.56895,10.674651
2006,RI,44,RHODE ISLAND,5.2229085,5.3291073,10.24324,10.590302,10.71802
2007,RI,44,RHODE ISLAND,5.2438183,5.4399223,10.272496,10.638537,10.772934
2008,RI,44,RHODE ISLAND,5.2116213,5.3084188,10.312944,10.67809,10.775735
2009,RI,44,RHODE ISLAND,5.2116213,5.3084188,10.312944,10.693114,10.760194
2010,RI,44,RHODE ISLAND,5.0311179,5.4976573,10.375708,10.667852,10.7769
2011,RI,44,RHODE ISLAND,5.0654001,5.5332074,10.364829,10.720201,10.811177
2012,RI,44,RHODE ISLAND,5.1686835,5.5560169,10.364986,10.759328,10.82329
2013,RI,44,RHODE ISLAND,5.0534606,5.6092682,10.36404,10.795696,10.852091
2014,RI,44,RHODE ISLAND,5.0819588,5.5993314,10.357933,10.794926,10.882
2015,RI,44,RHODE ISLAND,5.1247735,5.6248622,10.359234,10.836901,10.904621
2016,RI,44,RHODE ISLAND,5.1848378,5.6530361,10.333873,10.875497,10.946576
2017,RI,44,RHODE ISLAND,5.2241311,5.6414752,10.31712,10.886044,10.962907
1991,SC,45,SOUTH CAROLINA,6.1205173,5.478971,11.567129,10.940221,11.084554
1992,SC,45,SOUTH CAROLINA,6.0847273,5.4798055,11.625933,10.983474,11.127267
1993,SC,45,SOUTH CAROLINA,6.1136823,5.6094718,11.685146,11.046013,11.182308
1994,SC,45,SOUTH CAROLINA,6.1368628,5.7130723,11.751083,11.096015,11.240569
1995,SC,45,SOUTH CAROLINA,6.1831174,5.8221579,11.747831,11.154953,11.315225
1996,SC,45,SOUTH CAROLINA,6.1960368,5.8656178,11.722059,11.213064,11.376507
1997,SC,45,SOUTH CAROLINA,6.262064,5.9599738,11.73912,11.274566,11.415916
1998,SC,45,SOUTH CAROLINA,6.3139105,6.0440569,11.758793,11.336967,11.486509
1999,SC,45,SOUTH CAROLINA,6.35992,5.7153373,11.782464,11.406855,11.548704
2000,SC,45,SOUTH CAROLINA,6.3912215,5.7953477,11.760309,11.456928,11.610522
2001,SC,45,SOUTH CAROLINA,6.4875503,5.9568133,11.793613,11.525026,11.654831
2002,SC,45,SOUTH CAROLINA,6.3979573,6.1039433,11.822614,11.55848,11.689408
2003,SC,45,SOUTH CAROLINA,6.6946502,6.2047548,11.829683,11.585585,11.729327
2004,SC,45,SOUTH CAROLINA,6.5764713,6.4022799,11.871097,11.618814,11.777882
2005,SC,45,SOUTH CAROLINA,6.6329799,6.5363588,11.867567,11.674275,11.814216
2006,SC,45,SOUTH CAROLINA,6.7159929,6.6314664,11.880349,11.732595,11.867915
2007,SC,45,SOUTH CAROLINA,6.7836876,6.662014,11.890396,11.81023,11.922775
2008,SC,45,SOUTH CAROLINA,6.852313,6.701798,11.915326,11.87328,11.978937
2009,SC,45,SOUTH CAROLINA,6.6846542,6.7293115,11.966971,11.913618,11.994145
2010,SC,45,SOUTH CAROLINA,6.7269382,6.8945665,12.053661,11.88877,11.981901
2011,SC,45,SOUTH CAROLINA,6.6441073,7.0233259,12.057427,11.921472,12.006748
2012,SC,45,SOUTH CAROLINA,6.5783029,7.1165614,12.063633,11.977838,12.044066
2013,SC,45,SOUTH CAROLINA,6.6388588,7.1572399,12.090886,12.030513,12.07468
2014,SC,45,SOUTH CAROLINA,6.6400528,7.184164,12.071489,12.044889,12.117323
2015,SC,45,SOUTH CAROLINA,6.7111769,7.2743907,12.070499,12.108917,12.164928
2016,SC,45,SOUTH CAROLINA,6.7728453,7.3130908,12.050599,12.171615,12.225488
2017,SC,45,SOUTH CAROLINA,6.8380237,7.3549142,12.028225,12.207738,12.268989
1991,SD,46,SOUTH DAKOTA,4.1881385,3.6988299,9.9065828,9.3487625,9.4548779
1992,SD,46,SOUTH DAKOTA,4.2484951,3.777348,9.9499893,9.3898745,9.5277824
1993,SD,46,SOUTH DAKOTA,3.981549,3.8979242,9.9937849,9.4682178,9.6081429
1994,SD,46,SOUTH DAKOTA,4.3541412,3.9627161,10.039635,9.5127382,9.6868544
1995,SD,46,SOUTH DAKOTA,4.3681812,3.9871304,10.03298,9.5879478,9.7601709
1996,SD,46,SOUTH DAKOTA,4.4379344,4.1206617,10.003378,9.6080084,9.8011112
1997,SD,46,SOUTH DAKOTA,4.4739218,4.1557531,9.9699774,9.707777,9.873992
1998,SD,46,SOUTH DAKOTA,4.4818721,4.2484951,9.9312973,9.7294798,9.8521938
1999,SD,46,SOUTH DAKOTA,4.525044,4.2524877,9.9270086,9.8064318,9.9126797
2000,SD,46,SOUTH DAKOTA,4.544785,4.3715544,10.00134,9.8525047,9.9546938
2001,SD,46,SOUTH DAKOTA,4.5770278,4.4176912,10.001702,9.9174347,10.029711
2002,SD,46,SOUTH DAKOTA,4.6347222,4.494216,10.024509,9.9498034,10.0653
2003,SD,46,SOUTH DAKOTA,4.7836637,4.7403445,10.248211,9.9494066,10.178749
2004,SD,46,SOUTH DAKOTA,4.814755,4.8538628,10.245444,10.038482,10.219939
2005,SD,46,SOUTH DAKOTA,4.8631163,4.9240236,10.258466,10.109648,10.296506
2006,SD,46,SOUTH DAKOTA,4.8688984,4.9526863,10.283772,10.17017,10.330694
2007,SD,46,SOUTH DAKOTA,4.9574952,5.0342908,10.282985,10.223562,10.370317
2008,SD,46,SOUTH DAKOTA,5.0767512,5.0267448,10.295361,10.328909,10.454541
2009,SD,46,SOUTH DAKOTA,5.0684366,5.0984082,10.342613,10.394864,10.509673
2010,SD,46,SOUTH DAKOTA,5.0803151,5.309464,10.383565,10.367052,10.496624
2011,SD,46,SOUTH DAKOTA,5.0783672,5.3971763,10.413703,10.422169,10.53168
2012,SD,46,SOUTH DAKOTA,4.9821157,5.5121746,10.420494,10.511673,10.634448
2013,SD,46,SOUTH DAKOTA,5.0571799,5.5493836,10.402595,10.536338,10.679242
2014,SD,46,SOUTH DAKOTA,5.103301,5.6160002,10.424036,10.548195,10.710296
2015,SD,46,SOUTH DAKOTA,5.1573062,5.6505618,10.432291,10.593434,10.737407
2016,SD,46,SOUTH DAKOTA,5.1547518,5.6812024,10.424511,10.634603,10.773783
2017,SD,46,SOUTH DAKOTA,5.2571077,5.6787734,10.382668,10.644469,10.791504
1991,TN,47,TENNESSEE,6.3302555,5.386786,11.880814,11.311835,11.451972
1992,TN,47,TENNESSEE,6.2863703,5.4722705,11.937042,11.362206,11.524937
1993,TN,47,TENNESSEE,6.4072099,5.5560555,11.955353,11.451612,11.623218
1994,TN,47,TENNESSEE,6.4969258,5.6383548,11.95568,11.513843,11.691637
1995,TN,47,TENNESSEE,6.5749364,5.6605268,11.934506,11.575869,11.774484
1996,TN,47,TENNESSEE,6.5854816,5.7120814,11.940641,11.647149,11.828183
1997,TN,47,TENNESSEE,6.5964632,5.790266,11.954183,11.701883,11.871737
1998,TN,47,TENNESSEE,6.5842385,5.8723993,11.9725,11.759418,11.947386
1999,TN,47,TENNESSEE,6.6375203,6.0702591,11.98236,11.849662,12.027595
2000,TN,47,TENNESSEE,6.6553307,6.0920653,11.987612,11.888375,12.077215
2001,TN,47,TENNESSEE,6.7116699,6.0291095,11.981916,11.947428,12.109724
2002,TN,47,TENNESSEE,6.7464237,6.1636209,11.988053,11.972606,12.13229
2003,TN,47,TENNESSEE,6.7653112,6.2627811,12.029538,12.000519,12.182237
2004,TN,47,TENNESSEE,6.7536654,6.3858323,12.041275,12.040341,12.22506
2005,TN,47,TENNESSEE,6.9922862,6.344564,12.044047,12.097833,12.292345
2006,TN,47,TENNESSEE,6.9968314,6.3993559,12.037903,12.14389,12.337537
2007,TN,47,TENNESSEE,7.082027,6.3874421,12.054348,12.207597,12.389202
2008,TN,47,TENNESSEE,7.1648889,6.4212036,12.06512,12.254689,12.405957
2009,TN,47,TENNESSEE,7.1885867,6.474216,12.0901,12.290407,12.435632
2010,TN,47,TENNESSEE,7.1838932,6.5873175,12.156283,12.283227,12.431392
2011,TN,47,TENNESSEE,7.1639605,6.7157564,12.212939,12.330882,12.452682
2012,TN,47,TENNESSEE,6.9795465,6.8450804,12.21471,12.39138,12.49747
2013,TN,47,TENNESSEE,7.0080843,6.9051585,12.186365,12.443565,12.55575
2014,TN,47,TENNESSEE,7.1034217,6.9720984,12.157329,12.452995,12.587258
2015,TN,47,TENNESSEE,7.0983944,7.0047626,12.129818,12.49453,12.624154
2016,TN,47,TENNESSEE,7.1414509,7.0325341,12.131042,12.545112,12.684365
2017,TN,47,TENNESSEE,7.2007051,7.0390468,12.13088,12.579567,12.721963
1991,TX,48,TEXAS,7.7337713,6.50249,13.324541,12.60393,12.845141
1992,TX,48,TEXAS,7.8245258,6.6263204,13.335681,12.648739,12.883024
1993,TX,48,TEXAS,7.8389344,6.7664223,13.346655,12.726788,12.939404
1994,TX,48,TEXAS,7.8900957,6.8231773,13.344183,12.783807,13.003074
1995,TX,48,TEXAS,7.9025245,6.921165,13.341352,12.838975,13.073152
1996,TX,48,TEXAS,7.9482088,7.068172,13.336794,12.906209,13.137696
1997,TX,48,TEXAS,7.9562316,7.1984081,13.350636,12.978874,13.22042
1998,TX,48,TEXAS,8.0358295,7.2197151,13.356635,13.065112,13.321634
1999,TX,48,TEXAS,8.0472536,7.1996784,13.376634,13.150103,13.378085
2000,TX,48,TEXAS,8.1671314,7.4581447,13.390923,13.201988,13.43181
2001,TX,48,TEXAS,8.2210875,7.5574207,13.411345,13.286649,13.512878
2002,TX,48,TEXAS,8.3423128,7.6490703,13.464973,13.346295,13.558043
2003,TX,48,TEXAS,8.3116589,7.7299385,13.549384,13.358282,13.576311
2004,TX,48,TEXAS,8.3651352,7.5197902,13.591294,13.393776,13.628897
2005,TX,48,TEXAS,8.3838577,7.6481271,13.608112,13.44041,13.717149
2006,TX,48,TEXAS,8.546958,7.8040118,13.61802,13.522291,13.801819
2007,TX,48,TEXAS,8.5503349,7.9444389,13.585104,13.618217,13.897363
2008,TX,48,TEXAS,8.681365,8.0259466,13.598495,13.680097,13.979823
2009,TX,48,TEXAS,8.6584196,7.9822779,13.666895,13.7691,14.028519
2010,TX,48,TEXAS,8.7920618,8.1191616,13.706624,13.721747,13.966859
2011,TX,48,TEXAS,8.7549763,8.2462168,13.79525,13.781074,14.028358
2012,TX,48,TEXAS,8.7493868,8.2416859,13.829065,13.871662,14.101606
2013,TX,48,TEXAS,8.7414932,8.3657036,13.834502,13.939692,14.160078
2014,TX,48,TEXAS,8.8409395,8.3885736,13.826387,13.963711,14.222474
2015,TX,48,TEXAS,8.8108206,8.4348469,13.825791,14.03764,14.26838
2016,TX,48,TEXAS,8.8981609,8.5009394,13.835672,14.062567,14.265603
2017,TX,48,TEXAS,8.9371214,8.5595808,13.849383,14.057982,14.263801
1991,UT,49,UTAH,5.6035938,4.5053496,11.084064,10.165271,10.349752
1992,UT,49,UTAH,5.6774387,4.658711,11.179883,10.235091,10.419331
1993,UT,49,UTAH,5.7500296,4.7510004,11.232801,10.313128,10.480165
1994,UT,49,UTAH,5.7951455,4.8338981,11.262257,10.388728,10.561821
1995,UT,49,UTAH,5.8883238,4.9111834,11.287004,10.467573,10.659401
1996,UT,49,UTAH,5.9482961,4.9999113,11.31005,10.553422,10.752493
1997,UT,49,UTAH,6.0366769,4.9698133,11.306123,10.639189,10.859306
1998,UT,49,UTAH,6.055378,5.0680685,11.345666,10.717196,10.963007
1999,UT,49,UTAH,6.089045,5.0780268,11.35271,10.784491,11.039578
2000,UT,49,UTAH,6.1516476,5.0876603,11.380993,10.836663,11.097753
2001,UT,49,UTAH,6.2044549,5.1900992,11.429033,10.905323,11.160411
2002,UT,49,UTAH,6.2714481,5.2441864,11.499374,10.949634,11.201305
2003,UT,49,UTAH,6.3151393,5.519558,11.593454,10.978572,11.238473
2004,UT,49,UTAH,6.3069453,5.6266294,11.595758,11.014501,11.279089
2005,UT,49,UTAH,6.3614612,5.687891,11.587132,11.079113,11.35863
2006,UT,49,UTAH,6.4298067,5.7615552,11.555506,11.168484,11.453121
2007,UT,49,UTAH,6.4710855,5.8052812,11.536368,11.278,11.572366
2008,UT,49,UTAH,6.6012583,5.914547,11.545587,11.362638,11.649663
2009,UT,49,UTAH,6.5501952,5.9195695,11.586631,11.409361,11.66122
2010,UT,49,UTAH,6.5110173,6.1407471,11.682213,11.370158,11.638084
2011,UT,49,UTAH,6.5036836,6.2947602,11.736652,11.399112,11.678105
2012,UT,49,UTAH,6.4734344,6.394742,11.74874,11.474655,11.732377
2013,UT,49,UTAH,6.4978065,6.4282274,11.726834,11.543654,11.765403
2014,UT,49,UTAH,6.5585155,6.4652152,11.692677,11.575216,11.807475
2015,UT,49,UTAH,6.6680698,6.510128,11.698176,11.636389,11.858356
2016,UT,49,UTAH,6.7137847,6.5738702,11.712317,11.710833,11.914192
2017,UT,49,UTAH,6.7623734,6.609376,11.72055,11.76702,11.969611
1991,VT,50,VERMONT,3.8480177,4.4438272,9.6409531,9.2397051,9.3650856
1992,VT,50,VERMONT,3.8351419,4.5454202,9.6664982,9.2590733,9.3701267
1993,VT,50,VERMONT,3.8044379,4.6463122,9.654706,9.3273849,9.4365435
1994,VT,50,VERMONT,3.7796338,4.6867499,9.6384802,9.3657103,9.4747715
1995,VT,50,VERMONT,3.7954891,4.6986604,9.6144047,9.4130449,9.5243626
1996,VT,50,VERMONT,3.8199077,4.7414479,9.6113291,9.4642229,9.5390253
1997,VT,50,VERMONT,3.8220983,4.7706847,9.6146049,9.5167656,9.5937233
1998,VT,50,VERMONT,3.5128443,4.9279327,9.6371756,9.5703268,9.643096
1999,VT,50,VERMONT,3.5552099,4.9541173,9.6834021,9.6428175,9.6849022
2000,VT,50,VERMONT,3.7583489,4.9182606,9.6531658,9.7046833,9.7502956
2001,VT,50,VERMONT,3.8286772,4.9605875,9.6749544,9.7838926,9.8153067
2002,VT,50,VERMONT,3.8952889,5.0029845,9.7037554,9.8427763,9.8665171
2003,VT,50,VERMONT,3.93999,5.0125313,9.7316904,9.8640604,9.9116192
2004,VT,50,VERMONT,3.966404,5.1116085,9.7658911,9.9026718,9.9584541
2005,VT,50,VERMONT,3.9942551,5.2043524,9.8013992,9.9592676,10.028622
2006,VT,50,VERMONT,4.0461617,5.3187032,9.8452225,9.9863014,10.065151
2007,VT,50,VERMONT,4.1047492,5.4179921,9.8720484,10.047969,10.098635
2008,VT,50,VERMONT,4.1468258,5.4978623,9.8972178,10.099042,10.114429
2009,VT,50,VERMONT,4.1137786,5.6203079,9.9356642,10.147625,10.15339
2010,VT,50,VERMONT,4.2037907,5.6150541,9.9886551,10.133182,10.160754
2011,VT,50,VERMONT,4.2226515,5.6596513,10.023401,10.163507,10.207599
2012,VT,50,VERMONT,4.1535535,5.7121387,9.9892521,10.220311,10.244773
2013,VT,50,VERMONT,4.1517706,5.7271671,9.9645357,10.253993,10.271161
2014,VT,50,VERMONT,4.2043509,5.7192516,9.947648,10.267043,10.278452
2015,VT,50,VERMONT,4.1169238,5.7542524,9.9349375,10.305169,10.298946
2016,VT,50,VERMONT,4.1278014,5.7969623,9.9255915,10.341701,10.332982
2017,VT,50,VERMONT,4.1508431,5.8367481,9.9360514,10.363394,10.362778
1991,VA,51,VIRGINIA,6.7263532,6.0350027,12.280146,11.771886,11.884286
1992,VA,51,VIRGINIA,6.6203399,6.1762829,12.302963,11.813337,11.925648
1993,VA,51,VIRGINIA,6.6194062,6.3113718,12.30499,11.875264,11.976598
1994,VA,51,VIRGINIA,6.6443105,6.4030776,12.29595,11.924858,12.029862
1995,VA,51,VIRGINIA,6.6833611,6.4406276,12.286144,11.975923,12.084229
1996,VA,51,VIRGINIA,6.7286286,6.4994864,12.283145,12.025769,12.134768
1997,VA,51,VIRGINIA,6.8248081,6.508471,12.290745,12.074496,12.194791
1998,VA,51,VIRGINIA,6.9003277,6.5339341,12.318584,12.138038,12.288813
1999,VA,51,VIRGINIA,7.0054297,6.5500388,12.345439,12.206431,12.359203
2000,VA,51,VIRGINIA,7.1519146,6.4812264,12.359921,12.275173,12.428409
2001,VA,51,VIRGINIA,7.2513466,6.5094328,12.371647,12.355844,12.494578
2002,VA,51,VIRGINIA,7.2844501,6.5539417,12.415673,12.406606,12.556736
2003,VA,51,VIRGINIA,7.116046,6.8194251,12.447818,12.43348,12.588869
2004,VA,51,VIRGINIA,7.0628133,6.918786,12.458907,12.49214,12.644267
2005,VA,51,VIRGINIA,7.1599607,7.065239,12.471559,12.561298,12.713645
2006,VA,51,VIRGINIA,7.2351451,7.1348944,12.489803,12.628221,12.794692
2007,VA,51,VIRGINIA,7.3817697,7.2005882,12.51737,12.69492,12.845633
2008,VA,51,VIRGINIA,7.4004169,7.3043737,12.54945,12.745932,12.881354
2009,VA,51,VIRGINIA,7.4196115,7.4133382,12.592817,12.782494,12.896797
2010,VA,51,VIRGINIA,7.367197,7.5112095,12.652674,12.764866,12.921271
2011,VA,51,VIRGINIA,7.4279809,7.6354003,12.682199,12.807766,12.954896
2012,VA,51,VIRGINIA,7.236866,7.8350534,12.69317,12.86619,12.97709
2013,VA,51,VIRGINIA,7.2822776,7.7873678,12.677578,12.913774,13.005717
2014,VA,51,VIRGINIA,7.3251853,7.7701869,12.670328,12.907186,13.028207
2015,VA,51,VIRGINIA,7.3421388,7.8317986,12.657358,12.952463,13.046514
2016,VA,51,VIRGINIA,7.3746881,7.9374514,12.645514,12.999815,13.090287
2017,VA,51,VIRGINIA,7.4789991,7.9490871,12.629073,13.018935,13.110044
1991,WA,53,WASHINGTON,6.6445708,5.2449164,11.952089,11.504401,11.68385
1992,WA,53,WASHINGTON,6.6630049,5.3513842,11.979096,11.572975,11.743203
1993,WA,53,WASHINGTON,6.7645774,5.4781356,12.07169,11.65059,11.809089
1994,WA,53,WASHINGTON,6.7459421,5.5564418,12.121919,11.700872,11.867095
1995,WA,53,WASHINGTON,6.717442,5.7206397,12.139585,11.750803,11.923744
1996,WA,53,WASHINGTON,6.7827587,5.7503481,12.167202,11.806686,11.951623
1997,WA,53,WASHINGTON,6.8631763,5.8015141,12.179703,11.879277,12.022989
1998,WA,53,WASHINGTON,6.8888783,5.8333478,12.181134,11.954491,12.175085
1999,WA,53,WASHINGTON,6.9178047,5.9522038,12.205117,12.0458,12.255838
2000,WA,53,WASHINGTON,7.001883,5.6700706,12.200979,12.111435,12.348245
2001,WA,53,WASHINGTON,7.0598426,5.8825002,12.22912,12.178238,12.379319
2002,WA,53,WASHINGTON,7.084415,5.988307,12.269737,12.202085,12.385999
2003,WA,53,WASHINGTON,7.1112509,6.1382194,12.304456,12.219078,12.421947
2004,WA,53,WASHINGTON,7.1002097,6.2213235,12.301569,12.258933,12.461733
2005,WA,53,WASHINGTON,7.1353297,6.3252025,12.272801,12.32988,12.506604
2006,WA,53,WASHINGTON,7.2235546,6.3548622,12.269305,12.370858,12.598454
2007,WA,53,WASHINGTON,7.2822461,6.4325767,12.277681,12.457298,12.667184
2008,WA,53,WASHINGTON,7.3577495,6.504725,12.307112,12.537844,12.755473
2009,WA,53,WASHINGTON,7.3819776,6.5788426,12.374726,12.585888,12.78178
2010,WA,53,WASHINGTON,7.3497753,6.7013183,12.448497,12.541651,12.776012
2011,WA,53,WASHINGTON,7.2850981,6.9024863,12.474133,12.569883,12.809164
2012,WA,53,WASHINGTON,7.1209445,7.0324769,12.444704,12.628024,12.846713
2013,WA,53,WASHINGTON,7.1552863,7.1531639,12.422284,12.704598,12.901376
2014,WA,53,WASHINGTON,7.2766871,7.1955104,12.409059,12.72586,12.946449
2015,WA,53,WASHINGTON,7.2752814,7.2290149,12.397606,12.803059,12.99952
2016,WA,53,WASHINGTON,7.3988914,7.2242312,12.391672,12.862783,13.061189
2017,WA,53,WASHINGTON,7.4656072,7.1836181,12.38623,12.918175,13.104929
1991,WV,54,WEST VIRGINIA,5.1191907,4.5767708,11.012479,10.172988,10.231146
1992,WV,54,WEST VIRGINIA,5.1137934,4.7309213,11.055387,10.214942,10.278222
1993,WV,54,WEST VIRGINIA,5.1119876,4.7740688,11.063148,10.288899,10.322536
1994,WV,54,WEST VIRGINIA,5.1823454,4.884316,11.039973,10.325442,10.369778
1995,WV,54,WEST VIRGINIA,5.2364421,5.0072966,11.027102,10.367867,10.451381
1996,WV,54,WEST VIRGINIA,5.248076,4.9958601,11.015444,10.401067,10.495397
1997,WV,54,WEST VIRGINIA,5.269918,5.0337005,11.015707,10.440238,10.524714
1998,WV,54,WEST VIRGINIA,5.3278761,5.1004758,11.035309,10.480948,10.567198
1999,WV,54,WEST VIRGINIA,5.3738885,5.1750193,11.040311,10.522326,10.598785
2000,WV,54,WEST VIRGINIA,5.5820007,5.1009555,11.050239,10.549326,10.641393
2001,WV,54,WEST VIRGINIA,5.6473565,5.0906696,11.049334,10.605421,10.659772
2002,WV,54,WEST VIRGINIA,5.7308006,5.2290759,11.079045,10.663915,10.691436
2003,WV,54,WEST VIRGINIA,5.7316079,5.2972689,11.118014,10.697365,10.72401
2004,WV,54,WEST VIRGINIA,5.6388669,5.4018483,11.148593,10.71152,10.750812
2005,WV,54,WEST VIRGINIA,5.7315979,5.5421071,11.167417,10.746713,10.805105
2006,WV,54,WEST VIRGINIA,5.7073708,5.6314349,11.180483,10.796735,10.882922
2007,WV,54,WEST VIRGINIA,5.8117175,5.6909337,11.193808,10.862717,10.942527
2008,WV,54,WEST VIRGINIA,6.0680609,5.7653279,11.20538,10.899121,10.979101
2009,WV,54,WEST VIRGINIA,5.9256544,5.8693185,11.223429,10.959952,11.035965
2010,WV,54,WEST VIRGINIA,5.936049,5.9293919,11.274643,10.967317,11.05022
2011,WV,54,WEST VIRGINIA,5.9713802,6.0013218,11.303636,11.000895,11.08635
2012,WV,54,WEST VIRGINIA,5.9783626,6.055829,11.292192,11.056417,11.134953
2013,WV,54,WEST VIRGINIA,5.9842181,6.0417223,11.270319,11.08531,11.147628
2014,WV,54,WEST VIRGINIA,5.9027309,6.1670909,11.241143,11.07883,11.170964
2015,WV,54,WEST VIRGINIA,5.8829741,6.1671948,11.19499,11.110409,11.183298
2016,WV,54,WEST VIRGINIA,5.8062673,6.2103081,11.170801,11.127223,11.160256
2017,WV,54,WEST VIRGINIA,5.8039742,6.2129207,11.155378,11.121628,11.152263
1991,WI,55,WISCONSIN,6.7665372,5.9433241,12.14459,11.412345,11.515281
1992,WI,55,WISCONSIN,6.7998362,5.9851952,12.145621,11.451076,11.55956
1993,WI,55,WISCONSIN,6.846199,6.0423951,12.136465,11.526904,11.634896
1994,WI,55,WISCONSIN,6.8841796,5.9584246,12.131285,11.577907,11.695446
1995,WI,55,WISCONSIN,6.9393506,6.012002,12.108933,11.638627,11.770947
1996,WI,55,WISCONSIN,6.9413834,6.0523243,12.10581,11.689624,11.815333
1997,WI,55,WISCONSIN,6.9422531,6.089045,12.098688,11.745597,11.873698
1998,WI,55,WISCONSIN,6.9915447,6.1603632,12.122794,11.804962,11.939765
1999,WI,55,WISCONSIN,7.0250049,6.2191978,12.148391,11.87285,11.998575
2000,WI,55,WISCONSIN,7.0709791,6.2930493,12.162789,11.914521,12.056749
2001,WI,55,WISCONSIN,7.1372476,6.1665459,12.188535,11.978707,12.103703
2002,WI,55,WISCONSIN,7.1706867,6.2546873,12.226478,12.026547,12.143874
2003,WI,55,WISCONSIN,7.1995416,6.348937,12.252952,12.052794,12.179796
2004,WI,55,WISCONSIN,7.1547017,6.4453344,12.268484,12.079798,12.221624
2005,WI,55,WISCONSIN,7.1715689,6.5837617,12.267882,12.124227,12.279039
2006,WI,55,WISCONSIN,7.1513963,6.6648774,12.274035,12.159902,12.326953
2007,WI,55,WISCONSIN,7.205812,6.7311177,12.278849,12.219233,12.370352
2008,WI,55,WISCONSIN,7.2744274,6.7481785,12.296854,12.264176,12.403967
2009,WI,55,WISCONSIN,7.3173866,6.7852125,12.319905,12.299075,12.408033
2010,WI,55,WISCONSIN,7.2966084,6.9119692,12.377515,12.28225,12.411211
