STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL,P1TUITION
10700,2,5,1.0828,5,6,1,0
10701,2,5,.8583,5,5,3,-7
10702,1,-9,-8,-8,-7,-7,-8
10703,2,8,-.1597,3,-8,-8,-8
10704,1,8,.1241,4,6,2,-8
10705,2,8,1.0912,5,4,2,-7
10706,1,6,.5269,4,5,2,-7
10707,2,8,-.3091,3,-7,-7,-7
10708,1,8,1.1097,5,4,1,1
10709,1,8,.273,4,5,3,-8
10711,1,5,.3341,4,-8,-8,-9
10712,2,8,-.6714,2,-7,-7,-7
10713,1,8,1.4744,5,4,3,1
10714,1,8,.1612,4,-7,-7,-8
10715,2,6,.8881,5,5,-9,-7
10716,2,8,-.5770999999999999,2,4,-8,0
10717,1,5,-.4399,2,-7,-7,-7
10718,2,5,-.382,2,5,2,-7
10719,1,5,-.3693,2,-8,-8,-8
10720,2,3,-1.2395,1,4,1,-7
10721,2,3,-8,-8,4,1,-8
10722,2,8,-.2079,3,-8,-8,-8
10723,1,8,1.013,5,4,1,1
10724,2,2,.308,4,4,2,-8
10725,2,2,1.1489,5,4,3,1
10726,2,8,1.7902,5,-7,2,-7
10727,1,2,.4352,4,-8,-8,-7
10728,1,8,.2238,4,4,1,-7
10729,1,8,.003,3,4,3,-8
10730,2,3,.1646,4,-7,2,-8
10731,1,8,-.5506,2,5,2,-7
10732,2,2,-1.0862,1,-8,1,-7
10733,2,8,-.4549,2,4,-4,-7
10734,1,2,1.1341,5,5,1,-7
10735,2,2,.6284,5,-8,1,1
10736,1,8,-.2285,3,4,2,1
10737,2,8,.7961,5,4,1,1
10738,2,8,.2391,4,-8,3,1
10739,1,-9,-8,-8,-8,1,-8
10740,2,8,-.3641,2,3,3,-7
10741,2,4,-.4404,2,-9,2,-8
10742,2,8,-.6333,2,4,1,-7
10743,1,8,-.2075,3,-7,-7,-7
10744,2,8,-.0226,3,-7,3,-8
10745,1,5,1.2108,5,4,1,0
10746,2,5,-.4959,2,6,-7,-8
10747,1,8,-.5789,2,-8,-7,-7
10748,1,8,-.1967,3,-7,-8,-8
10750,2,2,1.6793,5,-8,2,0
10751,1,8,1.2149,5,4,1,0
10752,1,8,1.433,5,4,2,0
10753,1,2,.2825,4,4,1,-7
10754,2,8,-.1247,3,-8,-8,-8
10755,1,8,-.5512,2,-7,-8,-7
10756,2,8,.4308,4,4,2,0
10757,1,3,-1.2098,1,6,-8,0
10758,1,8,1.5402,5,4,-8,-7
10759,1,8,-.3431,2,6,1,-7
10760,1,8,-8,-8,-7,-7,-8
10761,2,8,1.0326,5,4,1,0
10762,2,4,-.2838,3,4,3,-8
10763,1,6,-1.1012,1,-7,-8,-7
10764,2,5,-.1908,3,4,2,0
10765,2,8,-.1277,3,-7,-7,-7
10766,2,8,.3714,4,2,2,0
10767,2,3,-.1256,3,5,1,-8
10768,2,3,-1.0525,1,-7,2,-7
10769,2,2,-.3421,2,4,1,0
10770,1,8,.3538,4,4,1,1
10771,1,8,.4895,4,-7,3,-9
10772,1,8,-.387,2,5,2,-7
10773,2,1,-1.3419,1,-7,-7,-7
10774,2,-9,-8,-8,4,2,-8
10775,1,3,.2484,4,4,-7,-9
10776,1,6,-.101,3,-8,2,-7
10778,2,5,-8,-8,-8,-8,-7
10779,2,3,-.9782,1,-8,-9,-9
10780,2,8,.5528999999999999,5,-8,-8,-8
10781,2,8,1.0925,5,6,2,0
10782,2,8,1.2635,5,-8,-8,1
10784,1,8,.2531,4,5,2,-7
10785,2,8,-.2606,3,6,3,-7
10786,2,8,-1.1012,1,-7,-7,-7
10788,1,8,1.412,5,4,2,1
10789,1,6,.0506,4,6,2,-7
10790,1,8,-8,-8,-8,-7,-8
10791,1,2,.4784,4,5,2,-7
10792,2,3,-8,-8,-8,2,-8
10793,2,4,-8,-8,-9,-7,-8
10794,1,8,-.4046,2,-7,3,-9
10795,1,8,.8855,5,4,2,-8
10796,2,5,1.1654,5,4,1,1
10797,1,5,-.7409,1,-8,-8,-7
10798,2,8,-.2295,3,2,1,-7
10800,2,8,-1.245,1,-7,-7,-9
10802,1,6,.3581,4,5,2,-7
10803,1,6,-.0663,3,-7,-7,-7
10804,2,8,-.7553,1,-7,1,0
10805,1,6,.8218,5,-8,2,1
10807,1,8,-.6714,2,-7,-7,-9
10808,2,8,.6618000000000001,5,-8,2,1
10809,2,2,-.0102,3,5,1,-7
10810,1,8,.5987,5,-7,-7,1
10811,2,8,.0331,3,4,1,-7
10812,1,6,-.5131,2,-8,-8,-8
10813,1,2,.1406,4,-8,-9,-8
10815,2,-9,-8,-8,4,1,-8
10816,2,5,.511,4,-8,1,1
10817,1,3,-8,-8,-8,-8,-7
10818,1,8,1.479,5,4,2,-7
10819,1,8,.0397,3,4,3,-7
10820,2,8,.1703,4,5,1,-7
10821,2,8,2.5668,5,4,2,1
10822,1,8,-.193,3,4,-8,-8
10823,1,2,.8268,5,4,1,-7
10824,2,8,.8071,5,4,-8,-7
10825,2,8,-.3042,3,4,3,-8
10826,2,2,1.48,5,-8,2,-7
10827,2,3,2.2037,5,4,1,1
10828,1,8,-.8399,1,-8,-8,-8
10829,2,5,1.152,5,4,1,-7
10830,1,6,-.5385,2,-7,1,-8
10831,2,8,2.3867,5,4,1,1
10832,1,8,-.071,3,-8,-7,-7
10834,1,5,-.8879,1,-7,-7,-7
10835,1,-9,-8,-8,2,1,-8
10836,2,8,.8485,5,4,2,-7
10837,2,-9,-8,-8,5,-7,-8
10838,1,5,-1.0112,1,-8,-8,-7
10839,1,8,1.4985,5,5,1,-9
10840,1,8,.726,5,4,-9,1
10841,2,8,-.7197,1,4,-8,-9
10842,2,8,-.1838,3,6,3,-8
10843,2,8,-.3394,3,3,-7,-7
10844,2,8,-.2097,3,4,1,-8
10845,2,8,.2195,4,-8,-8,-8
10846,1,6,-.2562,3,5,2,-7
10847,2,8,-.3348,3,-7,-7,-8
10848,2,-9,-8,-8,-7,1,-8
10849,1,8,.7014,5,4,1,1
10850,1,8,.1548,4,-8,-8,-7
10851,1,8,1.0178,5,5,2,1
10852,1,5,-.8411,1,-8,-7,-9
10853,1,6,1.2816,5,4,1,-7
10854,1,3,.302,4,-8,-8,-8
10855,1,8,-1.2698,1,5,-7,-7
10856,2,8,1.1594,5,4,1,-7
10857,1,2,.4344,4,4,1,-9
10858,1,8,-.4964,2,-8,-4,-8
10859,2,5,.6889,5,4,-9,1
10860,1,8,.4518,4,4,2,-7
10861,2,5,-.7642,1,3,2,-8
10862,1,8,.45,4,-8,-7,1
10863,1,5,1.2962,5,4,2,1
10864,1,8,-.0992,3,-7,-7,-8
10865,2,8,1.0087,5,-8,3,-7
10866,1,8,.9062,5,3,2,-7
10867,1,-9,-8,-8,-7,-7,-8
10868,2,8,.4005,4,2,2,-7
10869,1,8,-.874,1,3,1,-7
10870,1,8,.8812,5,4,1,1
10871,1,8,-.8455,1,-7,-8,-7
10873,2,8,-.1416,3,-8,-8,-8
10874,2,6,.1872,4,-8,-8,-8
10875,1,5,-.6755,2,5,3,-7
10876,1,8,-.1739,3,5,2,-7
10877,1,8,1.6251,5,5,1,1
10878,2,8,-.0996,3,3,2,-7
10879,1,8,-.0903,3,-8,-7,-7
10880,1,8,-.2941,3,-8,2,-8
10881,1,3,2.5668,5,4,2,1
10882,2,6,-1.0449,1,4,1,0
10883,1,8,-.4525,2,-8,-7,-7
10885,2,8,-1.1758,1,-7,-7,-8
10886,1,8,.1542,4,-8,-8,-7
10887,2,8,-.0847,3,-8,-8,-8
10888,1,5,-.2355,3,6,-7,-7
10889,2,8,-.1695,3,-7,-7,-8
10890,2,8,-.1915,3,4,1,0
10891,1,5,-1.0556,1,5,1,-7
10892,2,8,-.4438,2,2,2,-7
10893,2,8,-.0922,3,6,1,0
10894,2,6,.8026,5,4,2,-7
10895,2,8,.6546,5,4,2,-7
10896,2,2,.6901,5,4,3,-8
10897,1,2,.0745,4,-7,-8,0
10898,1,5,-.6870000000000001,2,-7,-7,-8
10899,1,8,1.0829,5,-8,-8,-7
10900,2,8,.9004,5,5,-8,-8
10901,1,-9,-8,-8,-7,3,-8
10902,2,8,.1339,4,4,2,-7
10903,2,8,-.6954,2,-7,-7,-7
10904,2,8,-.5407999999999999,2,-7,-7,-7
10905,1,8,-8,-8,-8,-7,-7
10906,1,8,.2008,4,4,2,-7
10907,2,8,-.0197,3,4,1,-7
10908,2,3,.5794,5,5,3,-7
10909,1,2,.0337,3,4,1,0
10910,1,8,1.7061,5,-8,-9,1
10911,2,8,.6952,5,-8,-8,-8
10912,1,8,1.3397,5,4,3,0
10913,1,5,-.3983,2,4,-7,-8
10914,2,8,-1.2803,1,6,1,-7
10915,2,2,1.5454,5,4,2,-7
10916,1,8,-8,-8,6,-7,-7
10918,1,8,.3919,4,6,1,-8
10919,1,8,-8,-8,-7,3,1
10920,2,8,.1302,4,-8,-8,-8
10921,1,6,-.1239,3,-7,3,-7
10922,2,8,-.7751,1,6,3,-7
10923,1,7,.4501,4,-7,-7,-7
10924,1,8,-.5493,2,6,3,-7
10925,1,8,.1505,4,6,1,-7
10926,1,5,-8,-8,5,2,-7
10927,1,3,-.0522,3,4,2,-7
10928,1,8,-.0262,3,4,3,0
10929,1,6,-.6356000000000001,2,-7,-8,-8
10930,1,6,.3227,4,4,-7,-8
10931,1,5,-.9438,1,-7,-7,-7
10932,2,8,1.3314,5,4,2,1
10933,2,6,-.428,2,-7,-7,-7
10934,2,8,.3077,4,-8,-8,-8
10935,1,4,-1.0283,1,6,-8,-7
10936,2,5,-1.0215,1,5,2,-7
10937,2,8,-.3394,3,-8,-8,1
10938,2,8,-1.0157,1,-7,-7,-7
10939,1,5,-.8696,1,-7,-8,-7
10940,2,5,1.6014,5,-8,-8,-7
10941,1,5,-.3667,2,-7,1,-8
10942,1,5,-.7751,1,-8,-7,-9
10943,2,5,-.7927999999999999,1,6,3,1
10944,1,5,-1.3743,1,-8,2,-7
10945,2,3,-8,-8,-8,-8,1
10946,1,8,.3202,4,5,-8,-7
10947,2,8,.2282,4,4,1,0
10948,2,3,.0652,4,-7,1,-8
10949,2,5,-.5023,2,-7,2,-8
10950,2,5,-.4089,2,4,1,-7
10951,2,8,1.1115,5,4,2,-7
10952,2,8,1.1049,5,4,2,1
10953,2,3,-.4377,2,-8,2,-8
10954,1,8,.1463,4,-8,-8,-7
10955,2,2,-.6461,2,-8,3,-7
10956,2,8,1.1903,5,-8,-8,1
10957,2,6,-.8455,1,4,1,0
10958,1,8,.424,4,-8,-7,-8
10959,2,2,1.8857,5,2,2,-7
10960,1,2,-1.2803,1,-7,-7,-7
10961,2,5,-.9756,1,-8,-8,-8
10962,1,8,-.7426,1,6,-7,-7
10963,1,8,-.3755,2,4,-7,-7
10964,1,8,-.3053,3,-8,-7,-9
10965,2,8,.6354,5,4,3,1
10966,2,3,-.791,1,-7,-7,-7
10968,2,6,-.6714,2,-7,-7,-7
10969,2,2,-.1126,3,-7,-7,-8
10971,1,8,.2416,4,4,2,0
10972,2,5,-1.1636,1,6,2,-7
10973,1,8,-.0266,3,-8,-8,-8
10974,2,5,-1.3048,1,-8,-8,-7
10975,1,8,-1.245,1,5,-7,-7
10976,1,3,-1.3419,1,-7,-7,-9
10977,1,8,-.0098,3,-8,-8,-8
10978,2,8,-8,-8,-8,-8,-7
10979,1,6,.7605,5,4,2,0
10980,1,3,-.974,1,-7,-8,-8
10981,1,6,-.0698,3,-8,-8,-7
10982,1,6,1.4717,5,4,2,-7
10983,2,8,1.3683,5,6,2,0
10984,2,8,1.1363,5,4,3,-7
10985,2,6,-.3841,2,6,2,-7
10986,1,5,.4073,4,-8,-8,0
10987,1,4,-1.1008,1,5,1,-7
10988,2,5,.1875,4,4,1,-8
10989,1,3,-.1484,3,4,1,0
10990,2,3,-1.1012,1,-8,1,-7
10991,1,2,1.5623,5,4,1,-7
10992,1,2,-.1505,3,-9,-8,-9
10993,1,5,-.6394,2,-8,-8,-8
10994,2,5,-1.46,1,-7,1,0
10995,1,5,-.0931,3,-7,-7,-8
10996,1,8,.1295,4,6,-8,-9
10997,2,8,2.0492,5,4,2,0
10998,2,5,-.4434,2,6,-8,-8
10999,1,8,-.4813,2,-7,-8,0
11000,1,8,-.4638,2,-7,-7,0
11001,1,8,-.1784,3,-8,3,0
11002,2,8,.1845,4,4,2,-7
11003,1,3,.3815,4,-7,-8,-8
11004,2,6,-.8725000000000001,1,-8,-8,0
11005,2,8,-1.429,1,-7,-7,-7
11006,1,3,-.7463,1,-8,-8,-8
11007,2,8,.3009,4,-8,-7,-7
11008,2,6,-.0996,3,4,1,-7
11009,1,8,-.2917,3,6,3,-7
11010,2,8,.2592,4,6,3,-7
11012,2,3,-.6665,2,-7,-7,-7
11013,2,2,-8,-8,4,1,-8
11014,2,8,-.5934,2,3,-7,-7
11015,1,6,-.4348,2,-7,-7,-9
11017,1,8,.0435,3,5,-7,-7
11018,1,3,-.076,3,-8,-8,-8
11019,1,8,.7585,5,4,1,1
11020,2,8,-.2606,3,5,1,1
11021,2,8,-.7664,1,-7,-8,-8
11022,2,3,.1058,4,4,2,1
11025,2,8,-1.2268,1,-7,-7,-7
11026,2,8,-1.2142,1,-7,-7,-7
11027,1,8,.1187,4,-7,-7,0
11028,1,-9,-8,-8,-8,-8,-8
11029,2,3,.2833,4,4,-8,-8
11031,1,5,.2679,4,-7,2,-8
11032,2,3,.9631,5,6,-7,-8
11033,1,5,-.5237000000000001,2,-8,-7,-8
11034,1,-9,-8,-8,-7,-8,-8
11035,1,8,.4772,4,6,-7,0
11036,2,8,.281,4,-8,2,1
11037,2,2,-1.3682,1,-8,-8,-9
11038,1,8,-.1112,3,5,2,1
11039,1,8,-.8981,1,-7,-7,-7
11040,2,5,-1.222,1,-8,-8,-8
11041,2,5,-.5673,2,3,2,-7
11042,1,8,-1.0067,1,-8,-7,-7
11043,1,8,.835,5,-8,-8,-8
11044,2,-9,-8,-8,4,-4,-8
11045,2,3,-.3268,3,2,1,0
11046,2,2,-8,-8,4,1,-8
11047,1,8,.4402,4,4,-4,0
11048,1,8,-.1505,3,5,1,-7
11049,1,3,.1185,4,-8,-8,-8
11050,1,-9,-8,-8,4,-8,-8
11051,2,3,-.3528,2,-7,-8,-8
11052,2,8,-.1516,3,6,2,-8
11053,2,8,.1045,4,6,2,-9
11054,2,5,-.6824,2,-7,-8,-8
11055,2,6,.0153,3,-8,-8,0
11056,1,8,.9063,5,-8,-8,-7
11057,2,8,.1714,4,4,1,1
11058,2,6,-.128,3,5,3,-7
11059,1,8,-.1452,3,6,1,-7
11060,1,-9,-8,-8,-8,-8,-8
11061,1,8,.8603,5,-8,-8,-8
11062,2,8,-.0832,3,5,-4,-7
11063,2,5,.6846,5,4,3,-7
11064,2,8,.7572,5,4,1,-7
11065,1,6,.2081,4,-7,-7,-7
11067,1,6,.1969,4,6,1,1
11068,1,-9,-8,-8,-8,-8,-8
11069,2,8,.2774,4,-7,-8,-8
11070,1,5,.9351,5,2,2,0
11071,1,8,.6861,5,6,-4,-8
11072,1,2,.0551,4,5,2,-8
11074,2,5,-.9226,1,-8,-8,-7
11075,2,3,-.2852,3,4,-7,-8
11076,1,5,-1.0147,1,-7,-7,-8
11077,1,8,.8071,5,3,2,-7
11078,1,8,-1.0351,1,4,1,0
11079,1,2,.5570000000000001,5,-8,-8,-8
11080,2,3,.9743000000000001,5,-8,1,-7
11081,1,8,-.3327,3,-8,-7,-8
11082,1,8,.4698,4,4,1,-7
11083,2,3,-.874,1,5,3,-7
11084,1,8,1.4754,5,4,2,-7
11085,1,6,.6734,5,4,2,-7
11086,1,8,-.3067,3,5,-8,-8
11087,1,8,1.5335,5,4,2,0
11089,2,8,-1.0486,1,6,-9,-9
11090,2,5,-.2876,3,-8,-7,-7
11091,1,3,.16,4,4,-8,-7
11092,1,6,.041,3,-7,-7,-7
11093,1,8,-.2655,3,6,-8,-8
11094,1,8,.2233,4,-7,-7,-8
11095,2,5,-.4388,2,-8,-7,0
11096,1,8,.1105,4,-9,-7,-7
11097,1,8,-.358,2,-8,-7,-7
11098,2,8,.1556,4,4,-4,-8
11099,1,5,1.1188,5,4,1,-7
11100,1,8,.1314,4,4,1,-7
11101,2,5,-1.2064,1,3,2,-7
11102,1,8,-8,-8,3,-9,-7
11103,1,8,-.8455,1,-7,-7,-9
11104,1,8,.21,4,6,1,1
11105,1,8,.4897,4,5,1,-7
11106,2,2,.6334,5,4,1,-7
11107,1,5,-1.245,1,-8,1,-7
11108,1,8,.2033,4,-7,-7,1
11109,2,2,.4466,4,-8,2,-7
11110,2,3,.3854,4,4,1,-7
11111,1,5,.197,4,2,1,-7
11112,2,3,.7328,5,-8,1,-8
11113,2,2,1.0286,5,-8,2,-8
11114,1,8,1.3734,5,4,1,-7
11115,2,5,-1.7157,1,-7,-8,-7
11116,2,8,.1779,4,4,1,0
11117,1,3,.0169,3,-7,-8,-8
11118,2,8,.0022,3,-8,3,-7
11119,2,2,-.5377,2,6,2,0
11120,2,8,1.2487,5,4,2,1
11121,2,2,1.2169,5,-8,1,-7
11122,2,8,.1324,4,-7,3,1
11123,1,8,.3735,4,5,2,0
11124,1,3,-8,-8,-8,-8,-8
11125,2,8,-.8455,1,6,-7,0
11126,1,3,-8,-8,-8,-7,-8
11127,1,-9,-8,-8,5,1,-8
11128,1,8,.2329,4,-8,-8,0
11129,1,8,-.4653,2,4,1,-7
11130,2,8,.2836,4,4,2,0
11131,2,8,-.482,2,4,1,-7
11132,2,8,1.8772,5,4,2,-7
11133,2,8,-.9288999999999999,1,-8,-7,-8
11134,1,3,-.4024,2,-8,-8,0
11135,1,3,-1.102,1,-8,-8,-8
11136,2,8,-.2,3,4,2,-7
11137,2,3,-.7751,1,-7,-8,-9
11138,1,6,.6899,5,6,1,-8
11139,2,5,1.1188,5,4,1,1
11140,2,3,-.4867,2,-8,1,-8
11141,1,8,.1505,4,4,1,-7
11142,1,5,-.8852,1,-9,-7,-7
11143,2,5,-.1777,3,4,1,-8
11144,1,5,-.5072,2,-7,-7,-7
11145,2,2,1.2559,5,4,2,1
11146,2,8,-.5465,2,4,1,-7
11148,1,6,-.4879,2,6,3,-9
11149,1,5,-1.2268,1,-8,-7,-7
11150,1,3,.2788,4,4,-8,-8
11151,1,8,.466,4,4,1,-7
11152,1,6,1.2373,5,4,1,-8
11153,1,3,-8,-8,-8,-8,-8
11154,2,8,-.7901,1,-8,-7,-7
11155,2,3,.4885,4,-8,-8,-8
11156,1,2,.9113,5,-7,-7,-8
11157,2,8,-.2033,3,4,2,-7
11158,2,8,.5758,5,4,1,-7
11159,2,3,-1.1012,1,-7,2,-7
11160,1,8,1.8848,5,4,2,1
11161,1,3,.8618,5,-8,2,-8
11162,2,8,.8066,5,-8,2,-7
11163,1,3,-.1199,3,-8,-7,-8
11164,2,8,1.0871,5,4,2,1
11165,2,5,-1.1291,1,6,-4,-7
11166,1,6,.1767,4,-8,-8,-8
11167,2,8,.6768,5,4,1,0
11168,2,3,-8,-8,-8,-9,-8
11169,2,8,-.1473,3,-7,1,-7
11170,1,1,-.3091,3,-8,-8,-7
11172,1,6,.3377,4,4,2,1
11174,2,2,-.2123,3,4,1,1
11175,1,8,-.3254,3,3,2,-7
11176,2,3,-.139,3,-8,-7,-8
11177,1,8,-8,-8,4,2,-7
11178,1,8,.0581,4,-8,-7,-8
11179,1,6,.2825,4,-8,-7,-8
11180,2,5,-.6119,2,4,1,-7
11181,2,6,-.4542,2,5,2,0
11182,1,8,-.3664,2,-8,-8,-7
11184,1,3,-8,-8,4,3,-8
11185,2,8,.895,5,4,3,1
11186,2,8,.7183,5,4,2,0
11187,2,3,.0027,3,6,2,-7
11188,2,5,-1.2626,1,6,-7,-7
11189,2,2,.7743,5,-8,-8,0
11190,1,3,-8,-8,4,-4,-8
11191,1,8,.2353,4,6,2,1
11192,1,8,.8722,5,-7,2,0
11193,1,8,-.5610000000000001,2,-7,-7,-8
11194,1,8,.6725,5,-8,3,-7
11195,2,8,-.2091,3,-7,-8,-7
11196,2,5,-.5007,2,-8,-8,-7
11197,2,8,-.1942,3,4,1,-7
11198,1,3,-.3188,3,-8,-8,-7
11199,2,3,-.1905,3,6,-7,-8
11200,1,8,.3072,4,-8,2,0
11201,1,-9,-8,-8,4,3,-8
11202,1,8,.3822,4,4,2,0
11203,1,5,.0466,3,-8,3,1
11204,2,8,-.3684,2,-8,-8,-7
11205,2,8,-.8649,1,4,2,-7
11206,2,8,-.3714,2,4,1,-7
11209,1,2,.7433999999999999,5,6,-7,-9
11210,2,5,-.5109,2,-8,-7,-8
11211,2,5,-.8386,1,6,2,-8
11213,1,5,-1.2225,1,5,-7,-8
11214,2,2,1.2501,5,4,3,-7
11215,2,8,.0789,4,4,-8,-8
11216,1,8,-.4813,2,4,1,-7
11217,1,8,-.9147,1,-7,-7,-7
11218,1,5,-.9952,1,-8,-8,-7
11219,2,8,1.0042,5,4,2,0
11220,2,3,-.6755,2,-8,-8,-9
11221,1,5,-1.0657,1,-7,-7,-7
11222,2,8,-.3623,2,6,1,0
11223,2,5,.0741,4,-8,-8,-8
11224,2,6,-.5742,2,-8,-8,-8
11225,1,8,.9419999999999999,5,4,1,-9
11226,1,8,-.0176,3,6,3,0
11227,2,8,.0101,3,-7,-8,-7
11228,1,5,.6487000000000001,5,4,1,1
11229,2,5,-1.1253,1,6,2,-8
11230,2,5,-.0472,3,-7,-8,-8
11231,2,5,-.4669,2,6,2,-8
11232,1,8,-.3332,3,-7,-8,-7
11233,2,5,-.3518,2,-8,-8,-8
11234,2,6,.5117,4,5,1,-7
11235,2,8,-8,-8,4,1,0
11236,2,8,-.6574,2,-7,-7,-9
11237,1,8,-.2689,3,-7,-7,-7
11238,1,8,1.3607,5,4,1,1
11239,2,2,.5242,4,4,2,-8
11240,2,2,-1.4492,1,5,1,-7
11241,1,8,-.4635,2,-8,-7,-7
11242,2,8,-.6232,2,-7,-8,-9
11243,1,8,-.9366,1,-8,-8,-7
11244,1,6,-.4419,2,-8,-8,-8
11245,1,8,-8,-8,-7,-7,-7
11246,2,6,.1218,4,5,-8,-7
11247,2,8,.3616,4,2,1,-8
11248,1,2,.1751,4,-8,-8,-7
11249,1,8,-.5356,2,-8,-7,-8
11251,2,8,.6781,5,-8,-8,-8
11252,1,6,-.2985,3,6,-8,-9
11253,1,8,1.6527,5,5,2,1
11254,2,8,-.1456,3,6,-7,-8
11255,1,8,.2892,4,-7,2,-8
11256,1,6,.8304,5,4,1,0
11257,2,8,.3707,4,4,2,-7
11258,2,3,-1.4492,1,-7,-7,-7
11259,2,5,.2302,4,-8,2,-9
11260,2,8,-.67,2,-8,-8,-8
11261,1,8,-.5089,2,2,2,1
11262,1,8,1.1856,5,4,-8,1
11263,2,8,1.2607,5,4,2,1
11264,1,2,.2389,4,-8,2,1
11265,1,2,.6261,5,-8,1,1
11266,2,5,-.9992,1,6,2,-8
11267,1,8,-.4024,2,5,-9,-7
11268,1,3,-.5434,2,-8,1,-7
11269,2,8,-.9595,1,-7,2,-7
11270,1,8,-.0494,3,-8,-8,-8
11271,2,5,.7668,5,4,-4,1
11272,1,2,.2445,4,4,1,-7
11273,1,-9,-8,-8,-8,-7,-8
11274,1,8,.7488,5,6,3,-8
11275,1,3,1.0352,5,-8,1,-7
11276,1,6,-.0165,3,-7,-7,-8
11277,2,6,-.5682,2,5,-8,-7
11278,1,2,.5764,5,-7,-7,-8
11279,2,5,.1204,4,5,1,-8
11280,1,6,1.345,5,4,2,1
11281,2,8,-.8866000000000001,1,-7,-8,-8
11282,2,-9,-8,-8,-8,3,-8
11283,1,5,-.2082,3,4,1,-9
11284,1,3,-.2293,3,-8,-8,-7
11286,2,8,-1.2893,1,4,3,0
11287,2,8,.4457,4,4,2,1
11288,2,8,-.9782,1,3,2,-7
11290,2,5,-1.4767,1,-8,3,-7
11291,2,8,-.4584,2,4,2,-7
11292,1,8,-.4747,2,-8,-8,1
11293,1,8,-.8955,1,-7,-7,-7
11294,2,8,.0656,4,-7,-8,-7
11295,2,6,-.005,3,-8,-8,-8
11296,2,-9,-8,-8,-8,-7,-8
11297,1,8,.2316,4,5,1,-8
11298,1,6,.2213,4,-7,-7,-7
11299,1,8,-.2903,3,4,1,1
11300,1,3,-1.5501,1,-8,-7,0
11301,2,8,.3709,4,-8,1,1
11302,2,8,.6195000000000001,5,4,1,-7
11303,1,2,.6688,5,5,2,-7
11304,1,8,1.2464,5,4,1,-7
11305,2,8,.7585,5,4,2,-9
11306,1,2,-8,-8,5,1,-8
11307,1,6,-8,-8,-7,-7,-7
11308,2,8,-.8103,1,5,1,-7
11309,1,3,-8,-8,-7,-7,-8
11310,1,3,-.9183,1,4,1,-7
11311,1,8,-.5750999999999999,2,-8,-8,-8
11312,2,8,.7168,5,4,2,0
11313,2,5,-1.4819,1,-8,-8,-7
11315,1,5,-1.1056,1,5,-7,-7
11316,1,8,1.2324,5,4,2,0
11317,2,8,-.5168,2,-8,-8,-8
11318,2,8,1.087,5,-8,-4,0
11319,1,1,-.3631,2,-7,2,-7
11320,1,-9,-8,-8,-8,-4,-8
11321,1,3,-.5906,2,-8,-7,-8
11322,1,4,-8,-8,-8,-8,-8
11323,1,3,.7678,5,4,-9,1
11324,2,5,-.1676,3,-8,-8,-8
11325,1,8,.4913,4,-7,-8,-7
11326,2,8,.4193,4,4,1,1
11327,2,8,.5498,5,-8,-4,-7
11328,2,8,.2723,4,-9,-7,-7
11329,2,2,-.3975,2,-7,-8,-8
11330,1,8,.1519,4,-7,-7,-7
11331,2,8,-.4642,2,-7,-8,-8
11332,2,8,.2302,4,4,2,-7
11333,2,8,-.8861,1,-7,-8,-7
11334,1,8,-.2624,3,2,2,-8
11335,2,-9,-8,-8,4,-8,-8
11336,1,8,1.2268,5,-8,3,1
11337,1,6,.1079,4,4,1,-7
11338,1,-9,-8,-8,-7,-8,-8
11339,1,5,-1.0941,1,-8,-8,-7
11341,2,8,-.2033,3,-7,-7,-7
11342,1,-9,-8,-8,-8,-8,-8
11343,1,3,1.2968,5,4,1,1
11345,2,8,-.056,3,3,2,-7
11346,2,2,-.4359,2,-8,-7,-8
11347,2,6,.0808,4,-7,-8,-8
11348,1,8,-.6901,2,-7,-7,-7
11349,2,5,.1757,4,-7,-7,-9
11350,2,8,.7478,5,-8,1,-7
11351,1,-9,-8,-8,-7,-7,-8
11352,2,8,.2901,4,3,-8,-8
11353,1,8,.449,4,-8,-8,-7
11355,2,8,.5584,5,4,1,-7
11356,2,4,.3293,4,5,-8,-8
11357,2,8,.0733,4,6,1,-7
11358,2,8,-1.0862,1,5,-7,1
11359,1,8,-.4052,2,6,3,-7
11360,2,8,1.4423,5,4,1,-7
11361,1,8,-.0552,3,6,1,-7
11362,1,6,.0275,3,3,2,-7
11364,2,8,.8313,5,6,2,1
11365,2,8,.4073,4,4,1,1
11366,1,8,1.04,5,4,2,-9
11367,1,8,-.1904,3,-8,-8,-8
11368,2,8,-.2302,3,-7,2,-7
11369,2,8,.2301,4,4,1,-8
11370,1,6,.1192,4,-8,2,-9
11371,1,3,.4466,4,-8,-8,-9
11372,1,6,-.4559,2,-7,-7,-9
11373,1,-9,-8,-8,-8,-8,-8
11374,1,8,-1.0067,1,-7,-7,0
11375,2,5,-.0996,3,-7,-7,0
11376,1,5,-.4204,2,-7,-8,-7
11377,1,2,-8,-8,-9,2,-8
11378,2,5,-.2514,3,5,-8,-7
11379,1,6,.1037,4,-8,-8,-8
11381,1,6,.3562,4,5,2,0
11382,2,2,-8,-8,5,1,-8
11383,1,8,.3078,4,-8,-8,-8
11384,1,3,-.1326,3,4,-8,1
11385,1,1,-1.2098,1,4,1,0
11387,2,8,-.4484,2,-7,-7,-8
11388,2,8,.1153,4,6,1,-9
