stateid,fips,state,statename,year,academicyear,stapr,netuit,fte,gsp,pc_income,state_pop_total,state_pop_1824,pop4_white_nh_1824,pop4_black_nh_1824,pop4_aina_nh_1824,pop4_api_nh_1824,pop4_hispanic_1824,state_ug_merit,state_grad_merit,state_unc_merit,state_total_merit,state_ug_need,state_grad_need,state_unc_need,state_total_need,ugradmerit,region_compact,locx,locy,_ID,_CX,_CY,lngsp,lnstapr,lnnetuit,lnfte,lnstate_pop_total,state_ug_need1,lnstate_ug_need1,lnstate_ug_need1_2,lnstate_pop_1824,lnstate_pop_1824_2,stapr_fte,netuit_fte,lnstapr_fte,lnnetuit_fte,lnstapr_fte_lnnetuit_fte,lnstapr_fte_2,lnnetuit_fte_2
Nevada,32,NV,Nevada,1991,1992,163800000,39900000,30620,32785.6015625,21228,1296171,121970,85413,9955,2116,4620,19866,0,0,,0,330000,50000,,380000,No,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,10.397745,18.914156,17.501886,10.329409,14.074925,330000,12.706848,80.731995,11.711531,68.579979,5349.4448,1303.0699,8.5847483,7.1724782,30.786961,36.848953,25.722221
Nevada,32,NV,Nevada,1992,1993,191800000,30800000,33544,36051.6015625,22554,1351367,121697,83579,10203,2060,5044,20811,0,0,,0,340000,60000,,400000,No,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,10.492706,19.071964,17.243025,10.420613,14.116628,340000,12.736701,81.111778,11.70929,68.553734,5717.8633,918.19702,8.65135,6.822412,29.511538,37.422928,23.272654
Nevada,32,NV,Nevada,1993,1994,207600000,36700000,35131,40039.1015625,23360,1411215,122701,82704,10157,2056,5638,22146,0,0,,0,340000,60000,,400000,No,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,10.597611,19.151123,17.418287,10.466839,14.159962,340000,12.736701,81.111778,11.717505,68.649963,5909.311,1044.6614,8.6842842,6.951448,30.184175,37.708397,24.161314
Nevada,32,NV,Nevada,1994,1995,194200000,38900000,34672,45172.80078125,24335,1499298,127854,83943,10676,2099,6347,24789,0,0,,0,340000,60000,,400000,No,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,10.71825,19.084398,17.476505,10.453688,14.220508,340000,12.736701,81.111778,11.758644,69.132858,5601.0615,1121.9427,8.6307116,7.0228171,30.305954,37.244591,24.659981
Nevada,32,NV,Nevada,1995,1996,194900000,42100000,34903,49249.30078125,25379,1581578,133550,85508,10971,2090,6702,28279,470000,30000,,500000,2600000,90000,,2690000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,10.80465,19.087997,17.555559,10.460328,14.273933,2600000,14.771022,109.09155,11.802231,69.646324,5584.0474,1206.2001,8.6276693,7.0952301,30.607649,37.218338,25.171144
Nevada,32,NV,Nevada,1996,1997,224600000,41500000,36584,54418.6015625,26667,1666320,139892,87471,11254,1966,7205,31996,530000,180000,,700000,3180000,1020000,,4200000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,10.904461,19.229832,17.541204,10.507366,14.326128,3180000,14.972392,112.08627,11.848626,70.194969,6139.2959,1134.3757,8.7224655,7.0338378,30.676205,38.040703,24.737436
Nevada,32,NV,Nevada,1997,1998,237600000,61000000,39601,60593.3984375,27534,1764104,150268,89996,11683,2076,8193,38320,2130000,0,,2130000,5900000,1320000,,7220000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.011941,19.286098,17.926384,10.58661,14.383154,5900000,15.590463,121.53127,11.920176,71.045296,5999.8486,1540.3651,8.6994896,7.3397746,31.926146,37.840561,26.936146
Nevada,32,NV,Nevada,1998,1999,292527450,67944182,42013,65315,29422,1853191,160321,92966,12513,2136,8912,43794,3720000,0,,3720000,5900000,1320000,,7220000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.086977,19.494068,18.034197,10.645735,14.43242,5900000,15.590463,121.53127,11.984933,71.819305,6962.7842,1617.218,8.8483343,7.3884625,32.687794,39.146511,27.294689
Nevada,32,NV,Nevada,1999,2000,290629329,75521737,44199,71534.8984375,30436,1934718,170888,96236,13327,2308,9976,49041,5320000,0,,5320000,6080000,730000,,6810000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.17794,19.487558,18.139931,10.696458,14.475472,6080000,15.620515,122.00024,12.048763,72.586349,6575.4731,1708.6753,8.7911015,7.4434738,32.718166,38.641731,27.702652
Nevada,32,NV,Nevada,2000,2001,306478241,84651495,46809,76627.1015625,31988,2018741,182316,100285,14092,2457,11271,54211,6920000,0,,6920000,6530000,920000,,7450000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.246706,19.540657,18.254053,10.753831,14.517984,6530000,15.691917,123.11813,12.113497,73.368401,6547.4214,1808.4448,8.7868261,7.5002227,32.951576,38.604156,28.126671
Nevada,32,NV,Nevada,2001,2002,316589859,91020299,48107,80426.6015625,32423,2098399,190232,102965,15044,2583,12233,57407,10000,0,,10000,3070000,720000,,3790000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.2951,19.573118,18.326593,10.781183,14.556685,3070000,14.937188,111.55979,12.155999,73.884155,6580.9521,1892.0386,8.791935,7.5454102,33.169376,38.649059,28.466608
Nevada,32,NV,Nevada,2002,2003,347166181,99826403,49953,84733.5,32191,2173791,195507,104265,15864,2616,13115,59647,13400000,0,20700000,34090000,5410000,519999.97,11030000,16960000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.347266,19.665314,18.418943,10.818838,14.591983,5410000,15.503759,120.18328,12.183352,74.217026,6949.8564,1998.4066,8.8464766,7.6001053,33.617077,39.130074,28.8808
Nevada,32,NV,Nevada,2003,2004,356852563,111376653,54037,90778.796875,33159,2248850,202535,107160,16995,2748,13848,61784,26780000,0,1050000,27830000,7760000,320000,5530000,13610000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.416181,19.692833,18.528429,10.897425,14.62593,7760000,15.864492,125.84106,12.218668,74.647926,6603.856,2061.1184,8.7954092,7.6310039,33.558899,38.679611,29.11611
Nevada,32,NV,Nevada,2004,2005,479847698,119748910,57219,104420.6015625,35377,2346222,211757,110931,18235,2843,14903,64845,30650000,180000,0,30830000,10000000,120000,30000,10150000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.556182,19.988979,18.600908,10.954641,14.668317,10000000,16.118095,129.8965,12.263195,75.192978,8386.1602,2092.8171,9.034338,7.6462665,34.539478,40.809631,29.232695
Nevada,32,NV,Nevada,2005,2006,502023883,133367358,59746,117856.1015625,38373,2432143,220418,113454,19473,2944,16067,68480,28470000,0,0,28470000,11200000,2280000,0,13480000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.677219,20.034159,18.708618,10.997857,14.704284,11200000,16.231424,131.72957,12.303281,75.685356,8402.6357,2232.239,9.0363007,7.7107606,34.838375,40.827366,29.727915
Nevada,32,NV,Nevada,2006,2007,555541162,141580520,60948,127575.703125,39792,2522658,229614,116026,20843,3007,17162,72576,25390000,0,0,25390000,12960000,2650000,0,15610000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.756465,20.135454,18.768379,11.017776,14.740824,12960000,16.377378,134.10927,12.344155,76.189087,9115.002,2322.9724,9.1176767,7.7506027,35.333744,41.566013,30.035921
Nevada,32,NV,Nevada,2007,2008,593775719,144828351,61323,131599.796875,40159,2601072,237590,117585,22299,3107,18554,76045,25700000,0,0,25700000,13410000,3080000,0,16490000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.78752,20.202013,18.791059,11.023911,14.771434,13410000,16.41151,134.66884,12.378302,76.611176,9682.7568,2361.7297,9.1781015,7.7671494,35.643845,42.118774,30.164305
Nevada,32,NV,Nevada,2008,2009,620032581,160289079,63324,129372.3984375,38725,2653630,244687,119096,23623,3023,19558,79387,25660000,0,0,25660000,14260000,3520000,0,17770000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.770451,20.245283,18.89249,11.05602,14.791439,14260000,16.472969,135.67935,12.407735,76.975945,9791.4307,2531.2532,9.1892624,7.8364697,36.005688,42.221272,30.705128
Nevada,32,NV,Nevada,2009,2010,623227269,178663389,65665,121109.5,36334,2684665,246657,117146,24582,2957,20363,81609,25240000,0,0,25240000,16629999,4520000,0,21140000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.704451,20.250422,19.001015,11.092321,14.803066,16629999,16.626719,138.22388,12.415754,77.075478,9491.0117,2720.8313,9.1581001,7.9086928,36.214302,41.935398,31.27371
Nevada,32,NV,Nevada,2010,2011,581263909,193177180,68799,123598.1,37449,2702797,248676,115365,25433,2936,20835,84107,24070000,0,0,24070000,23770000,4710000,0,28480000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.724791,20.180716,19.079119,11.138945,14.809797,23770000,16.983934,144.22702,12.423906,77.176727,8448.7266,2807.8486,9.0417709,7.9401736,35.896614,40.876812,31.523178
Nevada,32,NV,Nevada,2011,2012,550168604,215092101,69169,126657.1015625,38774,2718170,249036,112663,26404,2928,20880,86161,22860000,0,0,22860000,27730000,6080000,0,33800000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.749239,20.125736,19.186577,11.144308,14.81547,27730000,17.138025,146.85596,12.425353,77.194702,7953.9766,3109.6604,8.9814272,8.0422688,36.115524,40.333015,32.339043
Nevada,32,NV,Nevada,2012,2013,473148326,233758774,65238,128043,39877,2752410,252168,110684,28431,2940,21197,88916,23053000,0,0,23053000,29549000,6720000,0,36269000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.760121,19.97492,19.2698,11.085797,14.827988,29549000,17.201561,147.94685,12.437851,77.350067,7252.6489,3583.1689,8.889122,8.1840029,36.374302,39.508244,33.488953
Nevada,32,NV,Nevada,2013,2014,472368017,242573993,65917,130621.4,39576,2786547,252659,107958,28770,2926,21846,91159,23866000,0,0,23866000,9764000,633000,0,10397000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.780058,19.973269,19.306818,11.096151,14.840314,9764000,16.094213,129.51186,12.439796,77.374268,7166.103,3679.9915,8.8771172,8.2106657,36.44352,39.401604,33.707516
Nevada,32,NV,Nevada,2014,2015,485640591,252737535,64497,135026.5,41654,2831730,252374,104770,29306,2864,22074,93360,24767000,0,0,24767000,10073000,567000,0,10640000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.813227,20.000978,19.347862,11.074374,14.856399,10073000,16.12537,130.01378,12.438667,77.360222,7529.6616,3918.5938,8.9266052,8.273488,36.927082,39.84214,34.225304
Nevada,32,NV,Nevada,2015,2016,487293554,268113800,66924,144299,44247,2883057,249328,100174,29361,2734,22049,95010,30352000,0,0,30352000,12629000,618000,0,13247000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.879642,20.004377,19.406921,11.111313,14.874362,12629000,16.351507,133.6859,12.426524,77.209251,7281.2974,4006.2429,8.8930645,8.2956095,36.886696,39.543297,34.408569
Nevada,32,NV,Nevada,2016,2017,538609215,285118748,68959,150435.90625,44783,2939254,248356,96962,29640,2724,21987,97043,32021000,0,0,32021000,10195000,614000,0,10809000,Yes,WICHE,38.419899,-117.1219,Nevada,38.419899,-117.1219,11.921292,20.104502,19.468416,11.141268,14.893666,10195000,16.137407,130.20796,12.422619,77.160728,7810.5718,4134.6128,8.963233,8.3271494,37.319092,40.169773,34.670708
New Hampshire,33,NH,New Hampshire,1990,1991,69000000,81000000,26486,23767.8,20682,1112384,118116,113595,1131,280,1427,1683,10000,0,,10000,770000,0,,780000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.076087,18.049618,18.209959,10.184372,13.922016,770000,13.554146,91.857437,11.679422,68.204453,2605.1499,3058.2195,7.8652453,8.025588,31.561609,30.931042,32.205032
New Hampshire,33,NH,New Hampshire,1991,1992,73000000,95200000,26160,24762.599609375,21436,1109929,111315,107032,1004,260,1452,1567,10000,0,,10000,840000,0,,840000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.117089,18.10597,18.37149,10.171987,13.919806,840000,13.641157,93.040581,11.620119,67.51358,2790.5198,3639.1438,7.9339833,8.1995039,32.527363,31.474045,33.615932
New Hampshire,33,NH,New Hampshire,1992,1993,75200000,111600000,27612,26331.80078125,22337,1117784,107362,102921,1032,250,1487,1672,10000,0,,10000,1250000,0,,1250000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.178533,18.135662,18.530432,10.226006,13.926859,1250000,14.038654,98.541908,11.583961,67.094078,2723.4536,4041.7209,7.909656,8.3044262,32.842579,31.28133,34.481747
New Hampshire,33,NH,New Hampshire,1993,1994,74000000,122500000,28432,27362.099609375,22831,1129458,104603,99932,1007,244,1635,1785,10000,0,,10000,840000,0,,840000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.216914,18.119576,18.623621,10.255271,13.937248,840000,13.641157,93.040581,11.557927,66.792839,2602.7012,4308.5254,7.864305,8.368351,32.905632,30.923647,35.014648
New Hampshire,33,NH,New Hampshire,1994,1995,80000000,130600000,28719,29190.099609375,24088,1142560,100859,95957,1065,247,1615,1975,70000,0,,70000,1430000,0,,1430000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.281585,18.197536,18.687651,10.265314,13.948782,1430000,14.173185,100.43959,11.521479,66.372238,2785.6123,4547.5122,7.9322228,8.4223356,33.403923,31.460079,35.467869
New Hampshire,33,NH,New Hampshire,1995,1996,85000000,139000000,28432,31875.5,25228,1157561,98057,92871,1103,255,1830,1998,10000,0,,10000,770000,0,,770000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.369593,18.258162,18.749985,10.255271,13.961825,770000,13.554146,91.857437,11.493304,66.048019,2989.5891,4888.8574,8.0028915,8.4947138,33.991135,32.023136,36.080082
New Hampshire,33,NH,New Hampshire,1996,1997,83000000,160000000,27863,34560.6015625,26339,1174719,96143,90837,1112,264,1815,2115,10000,0,,10000,670000,0,,670000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.45047,18.234352,18.890684,10.235055,13.97654,670000,13.415033,89.98156,11.473592,65.821655,2978.8608,5742.3823,7.9992962,8.6556292,34.619473,31.99437,37.459957
New Hampshire,33,NH,New Hampshire,1997,1998,89000000,169000000,27863,38214.8984375,27975,1189425,96066,90617,1196,266,1863,2124,10000,0,,10000,1330000,0,,1330000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.550981,18.304148,18.94541,10.235055,13.98898,1330000,14.10069,99.414726,11.472791,65.812462,3194.2002,6065.3916,8.0690918,8.7103548,35.142326,32.555122,37.935139
New Hampshire,33,NH,New Hampshire,1998,1999,89000000,175000000,27027,40557.80078125,30388,1205940,98111,92451,1170,292,1908,2290,10000,0,,10000,1740000,0,,1740000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.610483,18.304148,18.980297,10.204592,14.002769,1740000,14.369395,103.23976,11.493855,66.054344,3293.0032,6475.0063,8.099555,8.7757053,35.539654,32.801395,38.5065
New Hampshire,33,NH,New Hampshire,1999,2000,92000000,178000000,27018,41880,31986,1222014,101020,94855,1234,337,1997,2597,10000,0,,10000,1500000,0,,1500000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.642564,18.337299,18.997293,10.204259,14.016011,1500000,14.220976,101.11808,11.523074,66.390617,3405.1372,6588.2007,8.1330404,8.7930355,35.757057,33.073174,38.658737
New Hampshire,33,NH,New Hampshire,2000,2001,100700000,179200000,28862,45225.5,35547,1239882,103843,97197,1371,366,2142,2767,10000,0,,10000,1490000,0,,1490000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.719417,18.427656,19.004013,10.270281,14.030527,1490000,14.214287,101.02297,11.550635,66.708588,3489.0166,6208.856,8.1573753,8.7337322,35.622166,33.271385,38.139038
New Hampshire,33,NH,New Hampshire,2001,2002,107600000,193500000,26506,46629.69921875,36938,1255517,107717,100383,1450,375,2341,3168,24440000,0,,24440000,187760000,0,,187760000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.749993,18.493931,19.080788,10.185126,14.043058,187760000,19.050674,181.4641,11.587263,67.132332,4059.4583,7300.2339,8.3088045,8.8956614,36.956154,34.518116,39.566395
New Hampshire,33,NH,New Hampshire,2002,2003,102544225,205200000,27455,48678.5,37157,1269089,111142,103265,1555,386,2476,3460,12220000,0,10000,12230000,3170000,0,590000,3760000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.792993,18.445805,19.139496,10.220304,14.05381,3170000,14.969242,112.03911,11.618564,67.495514,3734.9927,7474.0483,8.2255011,8.9191923,36.682411,33.829433,39.775997
New Hampshire,33,NH,New Hampshire,2003,2004,105722203,167059463,28068,51378.3984375,37600,1279840,114468,106152,1647,412,2602,3655,0,0,0,10000,3650000,0,0,3650000,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.846973,18.476326,18.933861,10.242386,14.062245,3650000,15.110238,114.15965,11.64805,67.838539,3766.6455,5951.9546,8.2339401,8.6914749,35.782543,33.898884,37.770866
New Hampshire,33,NH,New Hampshire,2004,2005,111345727,159582935,30495,54126.69921875,39559,1290121,117460,108751,1714,427,2678,3890,10000,0,0,10000,3640000,0,0,3640000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.899083,18.528151,18.888075,10.325318,14.070247,3640000,15.107494,114.11819,11.673853,68.13942,3651.2781,5233.0854,8.2028322,8.5627565,35.119427,33.643227,36.6604
New Hampshire,33,NH,New Hampshire,2005,2006,114421786,203002356,30885,56352.1015625,40755,1298492,120104,111014,1793,427,2777,4093,10000,0,0,10000,3750000,0,0,3750000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.939375,18.555403,19.128729,10.338026,14.076715,3750000,15.137266,114.56841,11.696114,68.399536,3704.7688,6572.8462,8.2173758,8.7907019,36.118252,33.76263,38.638218
New Hampshire,33,NH,New Hampshire,2006,2007,116022613,218331844,31720,59411.6015625,43346,1308389,121400,111898,1914,424,2920,4244,10000,0,0,10000,3720000,0,0,3720000,Yes,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,10.992245,18.569296,19.201527,10.364702,14.084307,3720000,15.129234,114.44687,11.706846,68.525124,3657.7117,6883.0972,8.2045927,8.8368244,36.251274,33.657669,39.044731
New Hampshire,33,NH,New Hampshire,2007,2008,122451652,257155680,32092,60732.69921875,44878,1312540,121926,112161,1994,429,2925,4417,0,0,0,0,3730000,0,0,3730000,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.014237,18.623226,19.365192,10.376362,14.087475,3730000,15.131919,114.48749,11.711169,68.575745,3815.644,8013.0776,8.2468643,8.9888306,37.064835,34.005386,40.399536
New Hampshire,33,NH,New Hampshire,2008,2009,131813188,280081775,32982,60918.69921875,45897,1315906,122815,112571,2192,416,3068,4568,0,0,0,0,3550000,0,0,3550000,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.017296,18.696896,19.450592,10.403717,14.090036,3550000,15.082458,113.74028,11.718434,68.660851,3996.519,8491.958,8.2931786,9.046875,37.513676,34.388405,40.922974
New Hampshire,33,NH,New Hampshire,2009,2010,137199762,296252850,34311,61937.4,45283,1316102,123384,112891,2239,427,3111,4716,0,0,0,0,3750000,0,0,3750000,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.033879,18.736948,19.506723,10.443221,14.090185,3750000,15.137266,114.56841,11.723057,68.715027,3998.7107,8634.3398,8.2937269,9.0635023,37.585106,34.392952,41.073536
New Hampshire,33,NH,New Hampshire,2010,2011,143249335,328746132,39171,64151.6,47317,1316700,123515,112538,2395,432,3285,4865,0,0,0,0,2970000,0,0,2970000,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.069004,18.780098,19.610796,10.575692,14.090639,2970000,14.904073,111.06569,11.724118,68.72747,3657.0251,8392.5898,8.2044048,9.0351048,37.063828,33.656128,40.816559
New Hampshire,33,NH,New Hampshire,2011,2012,136521244,356995679,39036,65430.5,49585,1318345,125305,113710,2551,452,3403,5189,0,0,0,0,0,0,0,0,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.088744,18.731991,19.693233,10.57224,14.091887,1,0,0,11.738506,68.896263,3497.3164,9145.2939,8.1597509,9.1209946,37.212521,33.290768,41.596272
New Hampshire,33,NH,New Hampshire,2012,2013,82697778,389877552,39099,67689.2,51782,1320923,126746,114390,2709,458,3570,5619,0,0,0,0,0,0,0,0,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.122682,18.230703,19.781343,10.573853,14.093842,1,0,0,11.74994,69.03054,2115.0867,9971.5479,7.6568513,9.2074909,35.250195,29.313686,42.388943
New Hampshire,33,NH,New Hampshire,2013,2014,85622352,416200931,39224,70181.89999999999,51354,1322622,127900,114935,2761,476,3869,5859,0,0,0,0,0,0,0,0,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.158846,18.265457,19.846678,10.577044,14.095127,1,0,0,11.759004,69.137085,2182.9072,10610.874,7.6884127,9.2696342,35.634388,29.555845,42.963058
New Hampshire,33,NH,New Hampshire,2014,2015,109000000,406697961,36988,72368.703125,52884,1328684,129151,115492,2876,463,4238,6082,0,0,10000,10000,0,0,0,0,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.189529,18.506859,19.823582,10.518349,14.0997,1,0,0,11.768738,69.251595,2946.9016,10995.403,7.9885097,9.305233,37.167473,31.908144,43.293682
New Hampshire,33,NH,New Hampshire,2015,2016,123155000,423652408,38398,75877.203125,54950,1330134,128629,114451,2944,469,4479,6286,0,0,10000,10000,0,0,0,0,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.236872,18.628954,19.864424,10.55576,14.10079,1,0,0,11.764688,69.203934,3207.3286,11033.189,8.0731936,9.3086634,37.575321,32.588226,43.325607
New Hampshire,33,NH,New Hampshire,2016,2017,123921071,416814355,36640,78402,56800,1335015,128104,113454,3076,458,4664,6452,0,0,1000.0001,1000.0001,0,0,0,0,No,NEBHE,43.410801,-71.5653,New Hampshire,43.410801,-71.5653,11.269605,18.635155,19.848152,10.508896,14.104453,1,0,0,11.760598,69.155838,3382.1252,11375.938,8.1262598,9.3392553,37.946609,33.018047,43.610844
New Jersey,34,NJ,New Jersey,1990,1991,1079900000,311000000,169482,214357,24754,7762963,783244,524614,126991,1492,26484,103663,5790000,460000,,6250000,94820000,1010000,,95830000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.275398,20.800135,19.555304,12.040502,15.864875,94820000,18.367491,168.68236,13.571199,92.08873,6371.7681,1835.0032,8.7596321,7.5148015,32.913448,38.365578,28.23612
New Jersey,34,NJ,New Jersey,1991,1992,1009216023,356900000,164366,221915,25072,7814676,750815,492350,123248,1439,29246,104532,7330000,300000,,7620000,110290000,1470000,,111760000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.31005,20.732439,19.692966,12.009851,15.871514,110290000,18.518623,171.46971,13.528914,91.515762,6140.0532,2171.3735,8.7225885,7.683115,33.508324,38.041775,29.515127
New Jersey,34,NJ,New Jersey,1992,1993,1080112000,403100000,170066,230774.5,26713,7880508,724234,464826,120672,1386,31411,105939,8430000,230000,,8650000,118870000,1450000,,120320000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.349196,20.800331,19.814695,12.043941,15.879903,118870000,18.59354,172.85986,13.492869,91.028763,6351.1343,2370.2563,8.7563887,7.7707534,34.02187,38.33717,30.192305
New Jersey,34,NJ,New Jersey,1993,1994,1122846237,429400000,170534,240389.40625,27374,7948915,707063,444698,118565,1434,33406,108960,7940000,0,,7940000,135250000,1480000,,136730000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.390016,20.839132,19.877899,12.04669,15.888546,135250000,18.722635,175.26854,13.468875,90.705299,6584.2954,2517.9729,8.7924423,7.8312097,34.427731,38.653522,30.663923
New Jersey,34,NJ,New Jersey,1994,1995,1185956206,440400000,167375,251572.59375,28110,8014306,690665,426005,115953,1394,35370,111943,10140000,0,,10140000,159680000,0,,159680000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.435487,20.893816,19.903194,12.027992,15.896739,159680000,18.888683,178.39117,13.44541,90.389519,7085.6235,2631.2173,8.8658228,7.8752017,34.910072,39.301407,31.009401
New Jersey,34,NJ,New Jersey,1995,1996,1197713553,498200000,167778,263468,29588,8083242,678813,410636,113209,1384,37235,116349,8820000,0,,8820000,132380008,0,,132380008,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.481688,20.903681,20.026512,12.030397,15.905304,132380008,18.701187,174.8672,13.428101,90.156944,7138.6807,2969.4001,8.8732834,7.9961152,35.475899,39.36758,31.968929
New Jersey,34,NJ,New Jersey,1996,1997,1303079478,538400000,165748,278191.09375,31052,8149596,669208,395596,111598,1310,38987,121717,8580000,0,,8580000,152460000,0,,152460000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.536063,20.987997,20.104113,12.018224,15.913479,152460000,18.842413,177.51826,13.41385,89.965683,7861.811,3248.3047,8.9697723,8.0858889,36.26429,40.228409,32.6908
New Jersey,34,NJ,New Jersey,1997,1998,1332049171,579324400,164684,307895.6875,32804,8218808,668704,387104,111277,1302,40656,128365,7990000,0,,7990000,153420000,0,,153420000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.637516,21.009985,20.177374,12.011784,15.921936,153420000,18.84869,177.63655,13.413096,89.955582,8088.5161,3517.7942,8.9982004,8.1655893,36.737804,40.483807,33.338425
New Jersey,34,NJ,New Jersey,1998,1999,1282415952,611143100,166289,319946.1875,34630,8287418,672168,382056,112122,1321,42182,134487,15980000,0,,15980000,160860000,0,,160860000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.675908,20.972012,20.230843,12.021482,15.930249,160860000,18.896046,178.53027,13.418263,90.024895,7711.9712,3675.1865,8.9505291,8.2093592,36.739056,40.055984,33.696789
New Jersey,34,NJ,New Jersey,1999,2000,1370930061,623874995,169192,336649.90625,35988,8359592,674900,377773,112717,1357,43996,139057,19280000,0,,19280000,170020000,0,,170020000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.726799,21.038755,20.251461,12.03879,15.93892,170020000,18.951427,179.57831,13.422319,90.07933,8102.8066,3687.3789,8.9999657,8.2126713,36.956879,40.499691,33.723984
New Jersey,34,NJ,New Jersey,2000,2001,1440234427,672556561,171563,362006.90625,39298,8430621,679480,375732,113607,1381,45410,143350,23070000,0,,23070000,174550000,0,,174550000,Yes,None,40.313999,-74.508904,New Jersey,40.313999,-74.508904,12.799418,21.088072,20.326597,12.052706,15.947381,174550000,18.977722,180.07697,13.429083,90.170135,8394.7842,3920.1726,9.0353661,8.2738905,37.378815,40.81892,34.22863
